	idx	natural_length	frequencies	natural	fcfs	caplan	fcfs_length	caplan_length
48	48	3	2778	for	latel	latel	5	5
49	49	6	54	points	harsin	harsin	6	6
50	50	4	117	just	stance	stance	6	6
51	51	5	186	games	writer	writer	6	6
52	52	5	450	these	compain	compain	7	7
53	53	10	7	newspapers	arse	arse	4	4
54	54	12	4	commentators	faning	faning	6	6
55	55	4	568	made	shell	shell	5	5
56	56	3	11	fun	stands	stands	6	6
57	57	5	82	david	contented	contented	9	9
58	58	8	1	camerons	marron	marron	6	6
59	59	7	16	attempt	horal	horal	5	5
60	60	4	200	show	respective	respective	10	10
61	61	7	57	himself	marine	marine	6	6
62	62	2	2328	as	evolutions	evolutions	10	10
63	63	7	46	regular	calle	calle	5	5
64	64	5	2	pasty	despeased	despeased	9	9
65	65	5	2	eater	houre	houre	5	5
66	66	2	8	ie	contertainly	contertainly	12	12
67	67	3	996	one	chick	chick	5	5
68	68	6	104	george	spoper	spoper	6	6
69	69	8	1	osbornes	moser	moser	5	5
70	70	3	291	did	consects	consects	8	8
71	71	3	1224	not	boald	boald	5	5
72	72	3	4353	was	colecution	colecution	10	10
73	73	6	198	person	starring	starring	8	8
74	74	3	666	who	describment	describment	11	11
75	75	3	979	has	subdivide	subdivide	9	9
76	76	6	6	autism	stall	stall	5	5
77	77	3	811	can	creature	creature	8	8
78	78	4	14	seem	presenting	presenting	10	10
79	79	2	1198	be	exclusions	exclusions	10	10
80	80	6	42	turned	deve	deve	4	4
81	81	7	1	inwards	morbeto	morbeto	7	7
82	82	5	174	under	brandes	brandes	7	7
83	83	5	1	bohrs	contributes	contributes	11	11
84	84	6	47	theory	homing	homing	6	6
85	85	2	323	if	paradication	paradication	12	12
86	86	2	1308	an	prades	prades	6	6
87	87	8	12	electron	subsposed	subsposed	9	9
88	88	5	30	falls	possitions	possitions	10	10
89	89	6	46	higher	broad	broad	5	5
90	90	5	24	orbit	cast	cast	4	4
91	91	5	67	lower	faching	faching	7	7
92	92	4	362	then	shrow	shrow	5	5
93	93	4	306	will	stadious	stadious	8	8
94	94	4	991	have	controll	controll	8	8
95	95	4	75	give	capers	capers	6	6
96	96	6	76	energy	heredina	heredina	8	8
97	97	4	139	form	messeller	messeller	9	9
98	98	6	4	photon	saulla	saulla	6	6
99	99	9	7	molecular	serv	serv	4	4
100	100	7	30	formula	hord	hord	4	4
101	101	5	15	tamil	month	month	5	5
102	102	4	10	nadu	intected	intected	8	8
103	103	4	1	bode	nons	nons	4	4
104	104	6	19	miller	carding	carding	7	7
105	105	7	42	problem	charted	charted	7	7
106	106	10	5	conclusion	recion	recion	6	6
107	107	7	19	nothing	fant	fant	4	4
108	108	2	301	do	maning	maning	6	6
109	109	7	3	premise	sisting	sisting	7	7
110	110	8	128	original	terral	terral	6	6
111	111	9	10	statement	sadi	sadi	4	4
112	112	5	12	agree	callowing	callowing	9	9
113	113	2	2697	on	speciation	speciation	10	10
114	114	7	1	bruille	abistration	abistration	11	11
115	115	3	2	lez	guard	guard	5	5
116	116	11	1	marchiennes	divisions	divisions	9	9
117	117	5	45	dutch	partner	partner	7	7
118	118	6	28	troops	blood	blood	5	5
119	119	4	1112	were	ponts	ponts	5	5
120	120	9	1	withdrawn	bardation	bardation	9	9
121	121	6	150	island	partia	partia	6	6
122	122	5	96	night	pride	pride	5	5
123	123	5	221	water	subgroughes	subgroughes	11	11
124	124	3	455	may	communities	communities	11	11
125	125	5	5	drain	seaction	seaction	8	8
126	126	4	475	into	product	product	7	7
127	127	11	26	underground	sectrients	sectrients	10	10
128	128	8	1	aquifers	moller	moller	6	6
129	129	2	1295	or	parafiely	parafiely	9	9
130	130	9	1	evaporate	cloil	cloil	5	5
131	131	4	20	salt	belibe	belibe	6	6
132	132	5	26	lakes	marina	marina	6	6
133	133	4	556	used	revales	revales	7	7
134	134	11	1	electrolyte	resposed	resposed	8	8
135	135	11	1	electrolyze	sans	sans	4	4
136	136	5	903	which	shapes	shapes	6	6
137	137	6	353	became	anning	anning	6	6
138	138	3	65	hit	seaters	seaters	7	7
139	139	6	168	single	substances	substances	10	10
140	140	6	12	lennon	barned	barned	6	6
141	141	11	1	salmelainen	astict	astict	6	6
142	142	4	34	tony	marrines	marrines	8	8
143	143	8	183	football	automanic	automanic	9	9
144	144	6	277	league	grades	grades	6	6
145	145	6	632	called	thipalid	thipalid	8	8
146	146	4	34	shot	subsproduce	subsproduce	11	11
147	147	7	463	because	residence	residence	9	9
148	148	4	283	make	terrigies	terrigies	9	9
149	149	3	10	sit	decasine	decasine	8	8
150	150	4	203	long	torris	torris	6	6
151	151	4	618	time	subfecture	subfecture	10	10
152	152	4	726	when	alcain	alcain	6	6
153	153	4	155	took	masters	masters	7	7
154	154	5	811	their	races	races	5	5
155	155	6	6	photos	sas	callowing	3	9
156	156	5	142	based	die	sas	3	3
157	157	5	12	fairy	sactures	die	8	3
158	158	4	8	tale	chander	sactures	7	8
159	159	10	1	cendrillon	minart	chander	6	7
160	160	2	4	ou	sometraining	minart	12	6
161	161	2	242	la	reviewed	sometraining	8	12
162	162	6	1	petite	participation	reviewed	13	8
163	163	9	1	pantoufle	present	participation	7	13
164	164	2	207	de	commoties	present	9	7
165	165	4	2	vere	agrest	commoties	6	9
166	166	2	2288	by	forcation	controll	9	8
167	167	7	89	charles	sububdies	agrest	9	6
168	168	8	1	perrault	revelot	forcation	7	9
169	169	7	17	renamed	sanda	sububdies	5	9
170	170	3	1583	his	commitristions	revelot	14	7
171	171	8	2	majestys	callan	sanda	6	5
172	172	4	7	bark	carree	commitristions	6	14
173	173	9	1	endeavour	state	month	5	5
174	174	3	827	she	antony	callan	6	6
175	175	4	196	left	brade	carree	5	6
176	176	8	15	plymouth	surposed	state	8	5
177	177	6	136	august	creating	antony	8	6
178	178	6	115	battle	acting	brade	6	5
179	179	7	2	saylers	distimulity	surposed	11	8
180	180	5	35	creek	improvensions	creating	13	8
181	181	8	68	virginia	prostection	acting	11	6
182	182	4	463	been	spicials	distimulity	8	11
183	183	7	43	awarded	individence	improvensions	11	13
184	184	5	15	bafta	consciple	prostection	9	11
185	185	7	53	academy	explaining	spicials	10	8
186	186	5	179	award	millow	individence	6	11
187	187	4	1548	they	resectives	consciple	10	9
188	188	5	138	moved	harning	explaining	7	10
189	189	4	193	back	anther	millow	6	6
190	190	6	131	france	streegner	resectives	9	10
191	191	5	153	saint	clacest	harning	7	7
192	192	6	1	aulaye	assists	anther	7	6
193	193	6	212	around	assure	streegner	6	9
194	194	3	5	lou	dans	clacest	4	7
195	195	5	9	woods	additional	assists	10	7
196	196	7	9	airdate	brung	assure	5	6
197	197	7	4	defunct	drame	dans	5	4
198	198	10	79	production	speaders	additional	8	10
199	199	4	55	code	shoper	brung	6	5
200	200	3	42	wwe	advised	drame	7	5
201	201	3	39	tag	consisters	speaders	10	8
202	202	4	311	team	report	shoper	6	6
203	203	12	158	championship	care	advised	4	7
204	204	4	289	kitt	recles	consisters	6	10
205	205	4	309	peak	manadia	report	7	6
206	206	4	300	very	althami	care	7	4
207	207	5	186	small	possiblism	recles	10	6
208	208	10	1	pomeranian	standers	manadia	8	7
209	209	2	1512	at	sill	althami	4	7
210	210	5	850	first	shake	possiblism	5	10
211	211	4	165	much	archers	standers	7	8
212	212	6	48	larger	sands	sill	5	4
213	213	3	35	dog	chirt	shake	5	5
214	214	7	94	similar	complete	archers	8	7
215	215	8	1	keeshond	perser	sands	6	5
216	216	6	295	before	histion	chirt	7	5
217	217	5	227	being	resent	complete	6	8
218	218	4	3	bred	ana	perser	3	6
219	219	5	100	court	alganises	histion	9	7
220	220	6	50	animal	reseant	resent	7	6
221	221	8	412	american	acceent	ana	7	3
222	222	5	81	woman	stactions	alganises	9	9
223	223	5	16	susan	strape	reseant	6	7
224	224	4	3	choi	sendent	acceent	7	7
225	225	8	20	evidence	terrial	stactions	7	9
226	226	6	138	things	bunning	strape	7	6
227	227	6	4	unseen	astreasy	sendent	8	7
228	228	8	2	marianne	show	terrial	4	7
229	229	7	1	wiggins	partical	bunning	8	7
230	230	7	5	replied	barria	astreasy	6	8
231	231	6	55	charge	bards	show	5	4
232	232	1	267	i	tona	partical	4	8
233	233	5	236	could	call	barria	4	6
234	234	7	3	traitor	fandus	bards	6	5
235	235	6	47	edward	stima	tona	5	4
236	236	5	107	never	mother	call	6	4
237	237	7	23	subject	sanian	speciation	6	10
238	238	3	648	her	dee	fandus	3	6
239	239	5	39	birth	speaker	stima	7	5
240	240	4	292	name	disaster	mother	8	6
241	241	9	1	priscilla	supporsed	sanian	9	6
242	242	5	25	maria	conflictions	dee	12	3
243	243	8	2	veronica	fire	speaker	4	7
244	244	5	179	white	sell	disaster	4	8
245	245	4	396	born	clawer	supporsed	6	9
246	246	9	10	liverpool	marion	conflictions	6	12
247	247	9	7	crossover	reputied	fire	8	4
248	248	7	132	episode	bodd	sell	4	4
249	249	6	13	danger	hearrwell	clawer	9	6
250	250	4	219	game	restant	marion	7	6
251	251	7	176	january	radian	reputied	6	8
252	252	9	66	announced	farman	bodd	6	4
253	253	7	78	working	farting	hearrwell	7	9
254	254	4	21	solo	assistine	restant	9	7
255	255	5	188	album	fin	radian	3	6
256	256	5	721	after	composite	farman	9	6
257	257	4	156	band	sherm	farting	5	7
258	258	5	35	break	critical	assistine	8	9
259	259	4	52	late	limination	fin	10	3
260	260	7	57	reached	descure	composite	7	9
261	261	9	26	peninsula	sunsided	sherm	8	5
262	262	8	19	michigan	decand	critical	6	8
263	263	4	11	mile	matherical	limination	10	10
264	264	2	71	km	mito	descure	4	7
265	265	8	1	mackinac	swated	sunsided	6	8
266	266	6	60	bridge	bont	decand	4	6
267	267	9	194	president	concentration	matherical	13	10
268	268	4	1431	this	solds	mito	5	4
269	269	7	2	comment	manked	swated	6	6
270	270	7	10	shortly	finging	bont	7	4
271	271	10	29	journalist	land	concentration	4	13
272	272	2	263	us	arches	solds	6	5
273	273	4	54	news	some	manked	4	6
274	274	5	508	world	specally	finging	8	7
275	275	6	29	report	sing	land	4	4
276	276	5	19	broke	leget	arches	5	6
277	277	5	89	story	conduct	some	7	4
278	278	4	29	bush	surfend	specally	7	8
279	279	6	10	banned	consult	stands	7	6
280	280	9	4	vegetable	calca	sing	5	4
281	281	3	137	air	fills	leget	5	5
282	282	5	74	force	paratus	conduct	7	7
283	283	7	26	appears	sama	surfend	4	7
284	284	4	2	lego	stafficial	consult	10	7
285	285	9	91	character	pundities	calca	9	5
286	286	8	71	mountain	brown	fills	5	5
287	287	5	59	range	resones	paratus	7	7
288	288	5	72	close	convolume	sama	9	4
289	289	3	166	sea	allageria	stafficial	9	10
290	290	6	40	rivers	arrown	pundities	6	9
291	291	3	2111	are	resecribies	brown	11	5
292	292	5	108	short	ten	resones	3	7
293	293	6	349	during	callam	convolume	6	9
294	294	6	32	recent	paradine	allageria	8	9
295	295	5	426	years	spencing	arrown	8	6
296	296	13	2	musicologists	masin	resecribies	5	11
297	297	7	47	studied	series	ten	6	3
298	298	4	677	many	percent	callam	7	6
299	299	11	4	manuscripts	respected	speaker	9	7
300	300	9	9	carefully	eddiction	paradine	9	8
301	301	5	53	tried	participity	spencing	11	8
302	302	6	22	decide	result	masin	6	5
303	303	4	26	ones	boord	series	5	6
304	304	6	35	really	spolicia	percent	8	7
305	305	7	1	josquin	isolition	respected	9	9
306	306	7	178	example	interast	eddiction	8	9
307	307	7	57	society	graphing	participity	8	11
308	308	8	22	politics	starked	result	7	6
309	309	6	2	gnomeo	continue	boord	8	5
310	310	6	4	juliet	construction	spolicia	12	8
311	311	4	79	wife	regions	isolition	7	9
312	312	6	8	sharon	respect	interast	7	8
313	313	5	321	three	sub	graphing	3	8
314	314	8	120	together	mourcant	starked	8	7
315	315	5	2	aimee	seris	continue	5	8
316	316	8	3	osbourne	recredition	construction	11	12
317	317	5	33	kelly	discussive	regions	10	7
318	318	4	44	jack	accepting	respect	9	7
319	319	4	610	some	leegs	sub	5	3
320	320	4	392	them	heads	mourcant	5	8
321	321	5	17	occur	described	seris	9	5
322	322	5	185	large	south	recredition	5	11
323	323	7	51	numbers	standing	discussive	8	10
324	324	3	43	sir	dusian	accepting	6	9
325	325	7	12	bernard	bond	leegs	4	5
326	326	8	1	hemmings	specially	heads	9	5
327	327	3	66	bad	staped	described	6	9
328	328	4	15	trip	explay	south	6	5
329	329	4	49	feel	mansher	standing	7	8
330	330	6	6	scared	mons	dusian	4	6
331	331	7	3	worried	scall	bond	5	4
332	332	3	5	sad	solve	specially	5	9
333	333	8	8	thoughts	constitumes	staped	11	6
334	334	2	18	rb	commedicated	explay	12	6
335	335	7	11	leipzig	sundor	mansher	6	7
336	336	8	1	pledging	supported	mons	9	4
337	337	7	4	secured	charry	scall	6	5
338	338	5	7	loans	penes	solve	5	5
339	339	5	101	given	secret	constitumes	6	11
340	340	7	16	amounts	danger	commedicated	6	12
341	341	8	33	interest	anto	sundor	4	6
342	342	5	11	rates	subsearch	supported	9	9
343	343	7	78	michael	hamid	charry	5	6
344	344	4	2	amir	execution	penes	9	5
345	345	7	1	murillo	secrets	secret	7	6
346	346	4	271	each	spin	danger	4	6
347	347	7	35	carried	institute	anto	9	4
348	348	9	182	important	actom	subsearch	5	9
349	349	11	10	experiments	bangetten	hamid	9	5
350	350	7	1	chafees	indivestigations	execution	16	9
351	351	8	84	official	tomerage	secrets	8	7
352	352	8	16	portrait	gally	spin	5	4
353	353	8	72	governor	addia	institute	5	9
354	354	6	1	chafee	barter	actom	6	5
355	355	7	81	elected	walk	bangetten	4	9
356	356	5	7	rhode	instant	indivestigations	7	16
357	357	8	3	kristina	subusbing	tomerage	9	8
358	358	7	1	ulander	brokes	gally	6	5
359	359	4	26	cars	banning	addia	7	5
360	360	6	89	living	subspects	barter	9	6
361	361	6	5	beings	translated	walk	10	4
362	362	5	750	there	delease	instant	7	7
363	363	2	327	no	miteral	subusbing	7	9
364	364	6	52	humans	emerther	brokes	8	6
365	365	7	33	wounded	book	banning	4	7
366	366	4	9	knee	factures	subspects	8	9
367	367	8	11	massacre	scurving	translated	8	10
368	368	4	174	last	interptions	delease	11	7
369	369	5	129	major	constinution	sans	12	4
370	370	5	16	armed	town	miteral	4	7
371	371	8	19	conflict	stangles	emerther	8	8
372	372	6	75	indian	damen	book	5	4
373	373	4	27	wars	torion	divisions	6	9
374	374	6	488	united	task	factures	4	8
375	375	6	462	states	resignation	scurving	11	8
376	376	6	14	formal	seeces	interptions	6	11
377	377	6	169	system	sumposition	constinution	11	12
378	378	6	2	owning	adversian	town	9	4
379	379	8	26	property	insticution	stangles	11	8
380	380	4	124	came	constabling	damen	11	5
381	381	6	24	colony	hinth	torion	5	6
382	382	7	142	england	ancompanise	task	11	4
383	383	4	43	plan	stop	grades	4	6
384	384	6	97	worked	secular	resignation	7	11
385	385	4	84	paul	restite	seeces	7	6
386	386	1	189	s	gateries	sumposition	8	11
387	387	9	1	foxwalter	stand	adversian	5	9
388	388	1	166	m	contential	insticution	10	11
389	389	5	35	scott	surgent	constabling	7	11
390	390	5	24	value	commertial	hinth	10	5
391	391	4	68	gold	sain	ancompanise	4	11
392	392	9	25	increased	gistant	stop	7	4
393	393	2	380	so	sunding	marine	7	6
394	394	5	116	money	chip	secular	4	7
395	395	7	232	however	easing	restite	6	7
396	396	9	1	fitzhagen	constitute	gateries	10	8
397	397	4	440	only	mothers	stand	7	5
398	398	7	75	changes	scoter	contential	6	10
399	399	5	9	cello	worter	surgent	6	7
400	400	4	415	part	revire	commertial	6	10
401	401	5	13	waves	enginentially	sain	13	4
402	402	6	53	longer	blooks	gistant	6	7
403	403	7	5	lengths	hard	sunding	4	7
404	404	4	292	such	moth	chip	4	4
405	405	8	4	infrared	sance	easing	5	6
406	406	5	2	micro	mote	constitute	4	10
407	407	5	76	radio	steveration	mothers	11	7
408	408	4	1187	also	ballow	scoter	6	6
409	409	8	3	explored	forrally	worter	8	6
410	410	5	77	field	crimming	revire	8	6
411	411	7	4	quantum	rometa	enginentially	6	13
412	412	9	4	mechanics	superly	blooks	7	6
413	413	5	117	video	sendation	hard	9	4
414	414	7	7	editing	monton	moth	6	4
415	415	5	66	color	ensisted	sance	8	5
416	416	7	1	grading	detects	mote	7	4
417	417	7	2	dubbing	sollowing	steveration	9	11
418	418	6	39	studio	effect	ballow	6	6
419	419	5	3	manna	short	forrally	5	8
420	420	7	26	digital	hays	crimming	4	8
421	421	7	40	complex	savenarity	rometa	10	6
422	422	6	72	within	sand	superly	4	7
423	423	10	33	bangladesh	marking	sendation	7	9
424	424	4	144	film	constantry	monton	10	6
425	425	11	49	development	fied	ensisted	4	8
426	426	11	15	corporation	strew	town	5	4
427	427	11	27	outstanding	arastron	detects	8	7
428	428	12	9	contribution	link	sollowing	4	9
429	429	8	43	industry	extensive	effect	9	6
430	430	4	179	went	molecual	short	8	5
431	431	4	9	gift	sheep	hays	5	4
432	432	4	11	shop	solesting	savenarity	9	10
433	433	9	45	continued	manshell	sand	8	4
434	434	8	20	shooting	green	marking	5	7
435	435	2	9	sc	blast	constantry	5	10
436	436	7	32	retired	local	fied	5	4
437	437	10	14	blackhawks	mission	strew	7	5
438	438	7	84	service	ada	arastron	3	8
439	439	7	5	ceiling	possic	link	6	4
440	440	1	66	f	paragent	extensive	8	9
441	441	5	4	banda	companimental	molecual	13	8
442	442	10	44	eventually	general	sheep	7	5
443	443	6	2	routed	lustre	regions	6	7
444	444	8	1	razakars	enjuments	solesting	9	9
445	445	5	265	group	persures	manshell	8	8
446	446	9	5	disbanded	part	green	4	5
447	447	5	108	india	normon	blast	6	5
448	448	7	5	annexed	toy	local	3	5
449	449	5	322	state	morket	mission	6	7
450	450	7	1	himberg	ellerge	ada	7	3
451	451	4	1	velm	disausted	possic	9	6
452	452	10	1	pellendorf	surviving	paragent	9	8
453	453	8	1	gutenhof	thear	companimental	5	13
454	454	7	116	company	consistent	general	10	7
455	455	5	102	makes	theate	lustre	6	6
456	456	3	4	gps	barlian	enjuments	7	9
457	457	8	30	products	reach	persures	5	8
458	458	5	55	civil	stames	part	6	4
459	459	11	17	engineering	links	normon	5	6
460	460	9	1	utilities	procomes	toy	8	3
461	461	7	53	ireland	describe	morket	8	6
462	462	2	71	uk	reserion	ellerge	8	7
463	463	6	109	europe	consider	disausted	8	9
464	464	7	5	voyager	tradistication	surviving	14	9
465	465	5	4	titan	resecretations	thear	14	5
466	466	6	13	gained	mears	consistent	5	10
467	467	11	67	information	bertist	theate	7	6
468	468	3	577	its	concenting	barlian	10	7
469	469	10	17	atmosphere	small	reach	5	5
470	470	3	645	two	mariton	stames	7	6
471	471	8	5	comrades	constants	links	9	5
472	472	11	9	voluntarily	bella	procomes	5	8
473	473	8	75	position	residents	describe	9	8
474	474	5	69	board	discoved	anto	8	4
475	475	7	3	steamer	sauric	reserion	6	8
476	476	9	1	cheeseman	investigation	consider	13	8
477	477	4	24	guns	vanua	tradistication	5	14
478	478	10	6	ammunition	alphin	resecretations	6	14
479	479	7	9	battery	arton	mears	5	5
480	480	8	27	remained	amour	bertist	5	7
481	481	4	254	same	fatternal	concenting	9	10
482	482	12	4	considerable	elp	small	3	5
483	483	5	234	while	carrilly	mariton	8	7
484	484	12	1	unmanageable	macker	constants	6	9
485	485	9	4	subjected	spose	bella	5	5
486	486	5	47	heavy	pilims	residents	6	9
487	487	4	93	fire	spain	discoved	5	8
488	488	5	45	enemy	marrille	sauric	8	6
489	489	5	26	marie	clai	investigation	4	13
490	490	10	7	antoinette	basif	vanua	5	5
491	491	7	201	started	reachems	alphin	8	6
492	492	8	22	changing	coult	arton	5	5
493	493	5	10	cloud	beat	amour	4	5
494	494	7	27	cantons	boming	fatternal	6	9
495	495	14	33	arrondissement	considenta	elp	10	3
496	496	8	3	soissons	read	carrilly	4	8
497	497	8	249	anderson	winning	macker	7	6
498	498	4	233	mesa	sirding	spose	7	5
499	499	7	77	playing	throws	pilims	6	6
500	500	8	20	austrian	staring	spain	7	5
501	501	6	240	second	contentution	marrille	12	8
502	502	10	1	bronzecast	defendence	clai	10	4
503	503	5	48	frank	provided	basif	8	5
504	504	5	1	zappa	insidential	reachems	11	8
505	505	9	12	installed	tours	coult	5	5
506	506	4	139	near	surtina	beat	7	4
507	507	6	117	center	assist	boming	6	6
508	508	7	1	vilnius	factorical	considenta	10	10
509	509	10	9	permission	surgen	read	6	4
510	510	10	211	government	desected	winning	8	7
511	511	5	12	bruno	constances	sirding	10	7
512	512	3	191	way	constibution	throws	12	6
513	513	7	14	singing	mirches	staring	7	7
514	514	8	11	creating	compus	contentution	6	12
515	515	2	9	dj	carbarys	defendence	8	10
516	516	8	1	satelite	disas	provided	5	8
517	517	9	1	vamburgue	dava	insidential	4	11
518	518	10	1	meticulous	constant	tours	8	5
519	519	7	6	choices	annel	surtina	5	7
520	520	3	155	how	depained	anther	8	6
521	521	5	71	ended	relation	sand	8	4
522	522	5	34	doing	infection	assist	9	6
523	523	3	50	job	constitutions	factorical	13	10
524	524	3	111	lot	decice	surgen	6	6
525	525	7	41	success	clerger	desected	7	8
526	526	6	20	string	proved	resent	6	6
527	527	11	3	commercials	starts	constances	6	10
528	528	8	37	followed	expluce	constibution	7	12
529	529	4	227	well	starting	mirches	8	7
530	530	6	264	series	pania	compus	5	6
531	531	3	11	odd	stevernal	respective	9	10
532	532	4	19	jobs	spana	carbarys	5	8
533	533	5	1	porky	contrussian	disas	11	5
534	534	3	10	pig	summmanish	dava	10	4
535	535	10	1	astroworld	parady	constant	6	8
536	536	8	3	aerobics	continental	annel	11	5
537	537	10	5	instructor	darion	depained	6	8
538	538	7	4	oconnor	tales	relation	5	8
539	539	6	12	landed	congrated	respect	9	7
540	540	9	5	recurring	collaction	infection	10	9
541	541	4	113	role	residenty	constitutions	9	13
542	542	6	7	serial	tore	decice	4	6
543	543	4	15	teen	conscidunties	clerger	13	7
544	544	5	17	angel	bing	proved	4	6
545	545	8	24	featured	medica	starts	6	6
546	546	3	688	new	stangs	expluce	6	7
547	547	6	10	mickey	transproduction	starting	15	8
548	548	5	15	mouse	electrons	pania	9	5
549	549	4	131	club	arise	stevernal	5	9
550	550	3	40	tom	bono	spana	4	5
551	551	7	1	selleck	republin	contrussian	8	11
552	552	5	38	steve	sides	summmanish	5	10
553	553	10	1	guttenberg	attricted	parady	9	6
554	554	3	16	ted	super	continental	5	11
555	555	6	2	danson	carry	darion	5	6
556	556	6	46	return	practionship	tales	12	5
557	557	7	29	leading	brood	congrated	5	9
558	558	5	23	roles	metronia	collaction	8	10
559	559	4	149	does	defect	residenty	6	9
560	560	5	12	nancy	subult	tore	6	4
561	561	6	3	travis	descende	conscidunties	8	13
562	562	4	210	john	pearl	bing	5	4
563	563	1	154	w	archien	medica	7	6
564	564	9	4	stevenson	winding	stangs	7	6
565	565	10	37	conference	matthest	transproduction	8	15
566	566	7	46	premier	alter	electrons	5	9
567	567	6	88	police	miles	arise	5	5
568	568	5	402	known	colluan	bono	7	4
569	569	8	33	animated	barding	republin	7	8
570	570	7	117	popular	euronas	sides	7	5
571	571	10	170	television	consistential	attricted	13	9
572	572	5	38	films	continues	resent	9	6
573	573	7	4	farther	mavio	super	5	5
574	574	3	331	out	angland	carry	7	5
575	575	4	331	than	permison	practionship	8	12
576	576	7	4	neptune	company	brood	7	5
577	577	10	1	bantustans	partian	metronia	7	8
578	578	9	10	abolished	succes	defect	6	6
579	579	10	10	transition	hongy	specient	5	8
580	580	12	35	independence	scoth	subult	5	6
581	581	9	1	wavegroup	batner	read	6	4
582	582	4	4	feat	mindlead	descende	8	8
583	583	3	23	raw	station	pearl	7	5
584	584	8	1	vignette	dect	archien	4	7
585	585	5	18	aired	transford	winding	9	7
586	586	10	4	announcing	markey	matthest	6	8
587	587	7	4	batista	decienta	alter	8	5
588	588	9	12	satellite	concests	miles	8	5
589	589	4	298	best	horan	colluan	5	7
590	590	5	58	sound	hiteral	barding	7	7
591	591	15	1	voicetelevision	arian	euronas	5	7
592	592	7	107	special	roles	consistential	5	13
593	593	7	10	carries	colons	continues	6	9
594	594	7	134	million	halling	mavio	7	5
595	595	10	22	passengers	leaking	angland	7	7
596	596	3	223	day	sanding	permison	7	8
597	597	6	16	annual	colon	company	5	7
598	598	5	109	total	anthere	partian	7	7
599	599	7	28	billion	bern	succes	4	6
600	600	5	2	bayou	spire	some	5	4
601	601	5	2	queue	sens	hongy	4	5
602	602	6	1	tortue	shepter	solve	7	5
603	603	4	4	dots	resident	scoth	8	5
604	604	3	141	top	ambud	batner	5	6
605	605	6	16	bottom	step	mindlead	4	8
606	606	9	31	appointed	batting	station	7	7
607	607	6	6	lonely	protection	dect	10	4
608	608	6	11	hotels	conspicted	transford	10	9
609	609	4	8	bars	burt	markey	4	6
610	610	6	6	dublin	accessed	decienta	8	8
611	611	5	23	carry	distiqued	concests	9	8
612	612	7	17	injured	thin	horan	4	5
613	613	5	2	tonya	spane	hiteral	5	7
614	614	7	5	harding	servia	arian	6	5
615	615	8	75	includes	swing	roles	5	5
616	616	6	214	player	bonne	colons	5	6
617	617	4	10	mode	fill	halling	4	7
618	618	4	496	more	blead	assistine	5	9
619	619	5	88	areas	companing	leaking	9	7
620	620	3	803	had	bar	sanding	3	7
621	621	6	4	exiled	metarian	colon	8	5
622	622	6	4	viking	shoots	anthere	6	7
623	623	5	27	reign	special	bern	7	4
624	624	5	172	began	ex	spire	2	5
625	625	7	9	publish	hill	sens	4	4
626	626	9	2	anthology	receles	shepter	7	7
627	627	4	57	dark	sabilies	resident	8	8
628	628	5	28	horse	protesting	ambud	10	5
629	629	8	11	presents	toppy	step	5	4
