idx	poly_var	poly_cov	length	frequencies	natural	fcfs	caplan	natural_length	fcfs_length	caplan_length
28	139.65500869051098	-1850.472614994824	5	24	sport	extry	extry	5	5	5
29	191.4095689526991	169.35757047111943	4	2264	that	solvation	solvation	4	9	9
30	180.6096418436664	147.2018562427209	4	559	most	alash	alash	4	5	5
31	166.28574894261862	97.07488943063336	6	137	common	suspect	suspect	6	7	7
32	174.4100112453639	139.90307312416252	7	286	between	lose	lose	7	4	4
33	167.74732079926628	98.46055656652145	5	141	young	athani	athani	5	6	6
34	158.40722645831576	85.87092742720405	8	160	children	frocker	frocker	8	7	7
35	183.25804258427783	153.52889306084313	2	420	up	continal	continal	2	8	8
36	191.78050113408	174.52343168446546	2	7025	to	resultive	resultive	2	9	9
37	156.79459604803986	-1703.6914449299857	7	28	younger	steephy	steephy	7	7	7
38	153.52283111869477	-1855.0000597584967	6	23	adults	analogeto	analogeto	6	9	9
39	69.33377930288096	-2383.741567264616	12	4	nevertheless	centuration	centuration	12	11	11
40	148.64310270028756	119.73611125848186	2	2745	he	supposed	supposed	2	8	8
41	160.7597509981052	-1550.8417305990042	8	36	finished	manther	manther	8	7	7
42	180.01400400997423	161.53395054407477	4	2110	with	prosessed	prosessed	4	9	9
43	146.5278316670164	-686.5062847417206	6	72	career	respecting	respecting	6	10	10
44	-inf	-inf	5	1	highs	marton	marton	5	6	6
45	159.016942103877	-1695.462134279515	5	34	goals	amorth	amorth	5	6	6
46	165.2307165553865	150.72767761990343	3	9127	and	bruche	bruche	3	6	6
47	48.10928203583794	-2448.310166911461	7	2	assists	post	post	7	4	4
48	181.1782797770344	162.27685273287932	3	2757	for	latel	latel	3	5	5
49	154.32319709997407	-1190.7048093790477	6	53	points	harsin	harsin	6	6	6
50	178.66747616400292	103.95788806836654	4	117	just	stance	stance	4	6	6
51	154.77595449905186	86.87225193260522	5	182	games	writer	writer	5	6	6
52	168.89188322695398	136.2760885559882	5	447	these	compain	compain	5	7	7
53	127.25007894573348	-2256.341088169073	10	7	newspapers	arse	arse	10	4	4
54	56.58896781243993	-2444.925935873276	12	2	commentators	faning	faning	12	6	6
55	175.4628642684443	145.41746353549027	4	567	made	shell	shell	4	5	5
56	146.01803656574523	-2142.616984206135	3	11	fun	stands	stands	3	6	6
57	94.64826615901396	-1050.8680900796169	5	59	david	contented	contented	5	9	9
58	-inf	-inf	8	1	camerons	marron	marron	8	6	6
59	158.8364841479797	-2025.8328885729009	7	16	attempt	horal	horal	7	5	5
60	161.05315064875472	107.09223703052444	4	195	show	respective	respective	4	10	10
61	163.29626670537127	-1030.2765018222594	7	55	himself	marine	marine	7	6	6
62	184.58436178084216	163.67687508527004	2	2324	as	evolutions	evolutions	2	10	10
63	151.32843155569222	-1482.1862470863275	7	39	regular	calle	calle	7	5	5
64	-96.47703886144942	-2595.10117333132	5	2	pasty	despeased	despeased	5	9	9
65	-inf	-inf	5	1	eater	houre	houre	5	5	5
66	142.16285145022522	-2215.189187284252	2	8	ie	contertainly	contertainly	2	12	12
67	182.2495363196183	160.1471642218034	3	969	one	chick	chick	3	5	5
68	91.0716158896641	-391.7689834283747	6	88	george	spoper	spoper	6	6	6
69	-inf	-inf	8	1	osbornes	moser	moser	8	5	5
70	164.38528836785872	120.3046107056676	3	291	did	consects	consects	3	8	8
71	178.7778422465758	153.60811528902337	3	1221	not	boald	boald	3	5	5
72	175.41730675216135	155.39910485806962	3	4339	was	colecution	colecution	3	10	10
73	169.18300445144487	117.70030584572967	6	198	person	starring	starring	6	8	8
74	173.3726999504767	142.47174285571873	3	665	who	describment	describment	3	11	11
75	174.33021129536357	145.82965188649632	3	979	has	subdivide	subdivide	3	9	9
76	97.94670078199368	-2304.661555012805	6	6	autism	stall	stall	6	5	5
77	168.0412928081779	134.81559237990672	3	805	can	creature	creature	3	8	8
78	159.38789629903724	-2073.249727601156	4	14	seem	presenting	presenting	4	10	10
79	182.7313739211652	157.81247582092652	2	1191	be	exclusions	exclusions	2	10	10
80	165.61840122282263	-1375.3166296807797	6	42	turned	deve	deve	6	4	4
81	-inf	-inf	7	1	inwards	morbeto	morbeto	7	7	7
82	169.17396779503795	118.58331819387249	5	174	under	brandes	brandes	5	7	7
83	-inf	-inf	5	1	bohrs	contributes	contributes	5	11	11
84	142.078769820149	-1274.75553504602	6	47	theory	homing	homing	6	6	6
85	170.35947585224304	128.82308451244654	2	322	if	paradication	paradication	2	12	12
86	175.3677867556025	156.8394988482199	2	1307	an	prades	prades	2	6	6
87	136.10479146666813	-2149.5729113379693	8	11	electron	subsposed	subsposed	8	9	9
88	151.8907955619567	-1685.32112536749	5	29	falls	possitions	possitions	5	10	10
89	174.97718526240772	-1265.5851966139194	6	46	higher	broad	broad	6	5	5
90	135.94884585403298	-1845.508111807445	5	23	orbit	cast	cast	5	4	4
91	178.9660270390111	-869.8038338497191	5	63	lower	faching	faching	5	7	7
92	163.38934096429583	125.42218014244531	4	362	then	shrow	shrow	4	5	5
93	163.13360689004645	121.982264501939	4	305	will	stadious	stadious	4	8	8
94	183.9742058596947	155.19139691934237	4	990	have	controll	controll	4	8	8
95	173.0869280743582	-586.5046812702961	4	75	give	capers	capers	4	6	6
96	159.85889211427374	-631.9255387033277	6	75	energy	heredina	heredina	6	8	8
97	181.54273990729803	110.00115787900648	4	139	form	messeller	messeller	4	9	9
98	68.98257697120702	-2391.3189794900086	6	4	photon	saulla	saulla	6	6	6
99	147.4697792699308	-1370.083628278357	7	42	problem	serv	serv	7	4	4
100	107.559721958835	-2342.015049206413	10	5	conclusion	hord	hord	10	4	4
101	168.49263031849017	-1967.898241441001	7	19	nothing	month	month	7	5	5
102	174.15713896242488	127.19951458728264	2	301	do	intected	intected	2	8	8
103	100.94190660186172	-2371.4385225841834	7	3	premise	nons	nons	7	4	4
104	151.36790226199585	61.1884874406095	8	115	original	carding	carding	8	7	7
105	133.27009911864215	-2176.6492138627523	9	10	statement	charted	charted	9	7	7
106	143.9183953157845	-2117.6258668821047	5	12	agree	recion	recion	5	6	6
107	179.31308527672982	160.17984227252435	2	2673	on	fant	fant	2	4	4
108	-inf	-inf	7	1	bruille	maning	maning	7	6	6
109	12.312821340420196	-2488.193422685575	3	2	lez	sisting	sisting	3	7	7
110	-inf	-inf	11	1	marchiennes	terral	terral	11	6	6
111	111.0387246066086	-1404.460008314001	5	43	dutch	sadi	sadi	5	4	4
112	145.0117977203547	-1718.5818059263895	6	28	troops	callowing	callowing	6	9	9
113	179.1611131512602	155.61248929638543	4	1109	were	speciation	speciation	4	10	10
114	-inf	-inf	9	1	withdrawn	abistration	abistration	9	11	11
115	138.5862286980995	71.07399669775667	6	144	island	guard	guard	6	5	5
116	161.38627416416998	-219.14538621878955	5	91	night	divisions	divisions	5	9	9
117	160.62155949848392	107.44141708730643	5	219	water	partner	partner	5	7	7
118	164.64639380425984	126.60344968663397	3	452	may	blood	blood	3	5	5
119	113.62841459779904	-2320.0349393920765	5	5	drain	ponts	ponts	5	5	5
120	187.1217030048324	155.55002238455228	4	471	into	bardation	bardation	4	9	9
121	141.97215708694853	-1893.6595778447625	11	22	underground	partia	partia	11	6	6
122	-inf	-inf	8	1	aquifers	pride	pride	8	5	5
123	161.6653208307091	140.7468960040355	2	1290	or	subgroughes	subgroughes	2	11	11
124	-inf	-inf	9	1	evaporate	communities	communities	9	11	11
125	145.3980184714667	-1917.072402988189	4	20	salt	seaction	seaction	4	8	8
126	130.00800924530398	-1832.1717141036625	5	24	lakes	product	product	5	7	7
127	174.7645321542689	137.4977817570129	4	556	used	sectrients	sectrients	4	10	10
128	-inf	-inf	11	1	electrolyte	moller	moller	11	6	6
129	-inf	-inf	11	1	electrolyze	parafiely	parafiely	11	9	9
130	179.8224621161941	156.58795860113997	5	903	which	cloil	cloil	5	5	5
131	159.5123952279274	119.22525664105812	6	353	became	belibe	belibe	6	6	6
132	172.2593530618512	-828.6166749988258	3	64	hit	marina	marina	3	6	6
133	168.96353807860945	92.052441518847	6	145	single	revales	revales	6	7	7
134	61.944072788166416	-2243.919585389651	6	12	lennon	resposed	resposed	6	8	8
135	168.79035567677423	135.77191902086616	6	632	called	sans	sans	6	4	4
136	149.52677982936723	-1592.993539672011	4	33	shot	shapes	shapes	4	6	6
137	157.9585636221897	121.53913328194912	7	463	because	anning	anning	7	6	6
138	179.0708566560874	137.32190193735104	4	281	make	seaters	seaters	4	7	7
139	149.90640745357575	-2163.857107180359	3	10	sit	substances	substances	3	10	10
140	172.35417741623093	120.36642277963152	4	203	long	barned	barned	4	6	6
141	174.63366023626833	142.3816048875815	4	596	time	astict	astict	4	6	6
142	174.34312237692913	144.58529332180842	4	725	when	marrines	marrines	4	8	8
143	159.27017761417466	92.4558957639329	4	142	took	automanic	automanic	4	9	9
144	181.48464554369775	157.96686233866714	5	811	their	grades	grades	5	6	6
145	121.62439160161274	-2282.386906653493	6	6	photos	thipalid	thipalid	6	8	8
146	163.65728167917285	93.89794586902543	5	142	based	subsproduce	subsproduce	5	11	11
147	103.32165117976852	-2156.0926562867576	5	12	fairy	residence	residence	5	9	9
148	115.61871340592484	-2238.62459311218	4	8	tale	terrigies	terrigies	4	9	9
149	-inf	-inf	10	1	cendrillon	decasine	decasine	10	8	8
150	123.74601361021496	-2354.705343326956	2	3	ou	torris	torris	2	6	6
151	146.37077435852606	-223.14016234660568	2	91	la	subfecture	subfecture	2	10	10
152	-inf	-inf	6	1	petite	alcain	alcain	6	6	6
153	-inf	-inf	9	1	pantoufle	masters	masters	9	7	7
154	150.72362498291722	102.15310482923996	2	206	de	races	races	2	5	5
155	12.38129520096532	-2491.2003424574773	4	2	vere	sas	callowing	4	3	9
156	173.08057709902715	154.96695336457307	2	2248	by	die	sas	2	3	3
157	96.29954175886934	-593.8549053382454	7	76	charles	sactures	die	7	8	3
158	-inf	-inf	8	1	perrault	chander	sactures	8	7	8
159	143.64458792872125	-1997.132834586664	7	17	renamed	minart	chander	7	6	7
160	172.13866251678172	149.01043959429413	3	1583	his	sometraining	minart	3	12	6
161	-31.781359231819447	-2525.3721711811645	8	2	majestys	reviewed	sometraining	8	8	12
162	122.89555527411476	-2259.6608064476727	4	7	bark	participation	reviewed	4	13	8
163	-inf	-inf	9	1	endeavour	present	participation	9	7	13
164	145.3056046259215	110.84685219960946	3	826	she	commoties	present	3	9	7
165	171.8693019131392	113.34748982083052	4	180	left	agrest	commoties	4	6	9
166	53.104351650942185	-2176.4499303716	8	13	plymouth	forcation	controll	8	9	8
167	134.78081673760036	48.47549935761201	6	133	august	sububdies	agrest	6	9	6
168	146.96199842946655	49.257657578172505	6	112	battle	revelot	forcation	6	7	9
169	-inf	-inf	7	2	saylers	sanda	sububdies	7	5	9
170	120.112254093889	-1941.1286723523908	5	22	creek	commitristions	revelot	5	14	7
171	83.36464128408268	-957.364035964256	8	64	virginia	callan	sanda	8	6	5
172	181.25783757546236	151.89241707334202	4	463	been	carree	commitristions	4	6	14
173	155.44197038519957	-1336.5845224372963	7	43	awarded	state	month	7	5	5
174	97.62018140037158	-2111.8642433886616	5	15	bafta	antony	callan	5	6	6
175	135.0462258678567	-1160.3570517679143	7	52	academy	brade	carree	7	5	6
176	138.14073584619413	63.41262747883744	5	165	award	surposed	state	5	8	5
177	170.3451338750223	143.18787055942974	4	1541	they	creating	antony	4	8	6
178	148.0460339709402	69.34909255146981	5	138	moved	acting	brade	5	6	5
179	173.7514690372921	121.29042324925229	4	190	back	distimulity	surposed	4	11	8
180	102.32549464530216	18.641095251414413	6	122	france	improvensions	creating	6	13	8
181	127.20966164691951	28.51268644554433	5	128	saint	prostection	acting	5	11	6
182	-inf	-inf	6	1	aulaye	spicials	distimulity	6	8	11
183	177.5744369867913	131.45444223650728	6	211	around	individence	improvensions	6	11	13
184	88.25585539184509	-1506.1131769382282	3	41	wwe	consciple	prostection	3	9	11
185	117.81077950832048	-1742.7683425013934	3	30	tag	explaining	spicials	3	10	8
186	165.96060542220343	98.14994663303328	4	281	team	millow	individence	4	6	11
187	124.72729983675713	29.951899548020137	12	135	championship	resectives	consciple	12	10	9
188	177.3329128070868	143.22629988405083	4	300	very	harning	explaining	4	7	10
189	172.89948074352984	125.2774479810158	5	186	small	anther	millow	5	6	6
190	-inf	-inf	10	1	pomeranian	streegner	resectives	10	9	10
191	174.52631004146096	154.37233884709173	2	1508	at	clacest	harning	2	7	7
192	161.38858561099755	134.5716617869703	5	819	first	assists	anther	5	7	6
193	182.13472345362476	128.31460849418204	4	165	much	assure	streegner	4	6	9
194	170.2002832071596	-1197.418287725485	6	48	larger	dans	clacest	6	4	7
195	136.5979661645599	-1651.24389528108	3	34	dog	additional	assists	3	10	7
196	169.46935969271507	-118.40717393152978	7	94	similar	brung	assure	7	5	6
197	-inf	-inf	8	1	keeshond	drame	dans	8	5	4
198	163.29152273592987	125.15278992821796	6	293	before	speaders	additional	6	8	10
199	183.8489914829769	146.1465183490187	5	226	being	shoper	brung	5	6	5
200	80.01083650269238	-2395.8433625277157	4	3	bred	advised	drame	4	7	5
201	151.15811094516735	-28.817506558761032	5	99	court	consisters	speaders	5	10	8
202	163.54787319599995	-1203.3742092715615	6	50	animal	report	shoper	6	6	6
203	136.4854647453939	98.25795074859244	8	390	american	care	advised	8	4	7
204	156.85565126495737	-491.0627077864585	5	79	woman	recles	consisters	5	6	10
205	70.41740758943733	-2241.097664938536	5	10	susan	manadia	report	5	7	6
206	74.42059684670627	-2391.523033974341	4	3	choi	althami	care	4	7	4
207	145.6219646483918	-1963.8820031639484	8	20	evidence	possiblism	recles	8	10	6
208	171.8953001865048	110.63300752526462	6	138	things	standers	manadia	6	8	7
209	90.39909493173018	-2370.5037980461007	6	4	unseen	sill	althami	6	4	7
210	23.235046000412	-2476.5927158128247	8	2	marianne	shake	possiblism	8	5	10
211	-inf	-inf	7	1	wiggins	archers	standers	7	7	8
212	95.61316312685948	-2360.537194890299	7	5	replied	sands	sill	7	5	4
213	164.12474428283002	-1129.1728774026155	6	54	charge	chirt	shake	6	5	5
214	151.68792757872134	103.62813406192356	1	252	i	complete	archers	1	8	7
215	166.10183482336956	121.1904532705359	5	235	could	perser	sands	5	6	5
216	-17.769892766051427	-2503.5957467614694	7	3	traitor	histion	chirt	7	7	5
217	100.59435305410852	-1415.3948353404287	6	43	edward	resent	complete	6	6	8
218	171.0773672093358	-2.321467914202786	5	104	never	ana	perser	5	3	6
219	157.37982136411824	-1852.593206394832	7	23	subject	alganises	histion	7	9	7
220	165.08425888163416	134.25708795556147	3	647	her	reseant	resent	3	7	6
221	158.88592709631092	-1478.1335719890128	5	37	birth	acceent	ana	5	7	3
222	159.34020344616115	116.406515000197	4	270	name	stactions	alganises	4	9	9
223	-inf	-inf	9	1	priscilla	strape	reseant	9	6	7
224	107.63429363624913	-1877.5423834528856	5	24	maria	sendent	acceent	5	7	7
225	-14.15054814759017	-2514.721652214459	8	2	veronica	terrial	stactions	8	7	9
226	158.91340029289037	96.86005011745446	5	174	white	bunning	strape	5	7	6
227	142.75869841482088	89.03656623857204	4	394	born	astreasy	sendent	4	8	7
228	99.13292428702636	-2210.201252240437	9	10	liverpool	show	terrial	9	4	7
229	111.15626718123669	-2290.8884604506484	9	7	crossover	partical	bunning	9	8	7
230	139.17232355846062	44.40187576527784	7	112	episode	barria	astreasy	7	6	8
231	156.59197021637692	-2081.077794071021	6	13	danger	bards	show	6	5	4
232	153.4873338995567	100.93432398372993	4	216	game	tona	partical	4	4	8
233	109.64802611245088	32.68950285873585	7	167	january	call	barria	7	4	6
234	123.54083418015202	-828.3458848395384	9	66	announced	fandus	bards	9	6	5
235	170.11446248851786	-542.1103645109794	7	78	working	stima	tona	7	5	4
236	151.36993853658203	-1889.4273199780307	4	21	solo	mother	call	4	6	4
237	136.94553071920276	75.64701025583436	5	187	album	sanian	speciation	5	6	10
238	166.12597293238346	137.25056794209402	5	719	after	dee	fandus	5	3	6
239	142.04626647499714	76.36692410507563	4	155	band	speaker	stima	4	7	5
240	161.46148424118408	-1552.3551509641504	5	35	break	disaster	mother	5	8	6
241	163.49590966993765	-1109.1345771002054	4	52	late	supporsed	sanian	4	9	6
242	163.90199785687733	-1008.1591797487569	7	57	reached	conflictions	dee	7	12	3
243	132.8119923711919	-1806.095033456755	9	25	peninsula	fire	speaker	9	4	7
244	69.83194562523137	-2084.4865604068123	8	16	michigan	sell	disaster	8	4	8
245	137.10987458864486	-2171.959524386255	4	10	mile	clawer	supporsed	4	6	9
246	153.1181958411896	-1123.313369487242	2	52	km	marion	conflictions	2	6	12
247	-inf	-inf	8	1	mackinac	reputied	fire	8	8	4
248	130.9729282269288	-1118.0740198051558	6	55	bridge	bodd	sell	6	4	4
249	145.178530084852	81.77763226056106	9	192	president	hearrwell	clawer	9	9	6
250	178.01921439086908	152.01457010625478	4	1428	this	restant	marion	4	7	6
251	51.48365869399384	-2440.834515461764	7	2	comment	radian	reputied	7	6	8
252	123.02548059960498	-2187.668760248564	7	10	shortly	farman	bodd	7	6	4
253	137.66021907140586	-1726.7814528253218	10	29	journalist	farting	hearrwell	10	7	9
254	139.97737847473306	88.75861133827968	2	244	us	assistine	restant	2	9	7
255	145.3261765026871	-1125.3103175448296	4	52	news	fin	radian	4	3	6
256	166.6465878061857	123.53461440510564	5	481	world	composite	farman	5	9	6
257	144.86250026907132	-1716.9192698088723	6	29	report	sherm	farting	6	5	7
258	151.1282052259741	-1938.225488655119	5	19	broke	critical	assistine	5	8	9
259	142.52102664649573	-470.22332643288615	5	83	story	limination	fin	5	10	3
260	108.204945830424	-1778.1809546481484	4	29	bush	descure	composite	4	7	9
261	125.03558080222052	-2189.110898583777	6	10	banned	sunsided	sherm	6	8	5
262	110.36726031008158	-2346.4619176184365	9	4	vegetable	decand	critical	9	6	8
263	169.89884852706174	87.3907982990907	3	132	air	matherical	limination	3	10	10
264	168.6903911049255	-663.0675864823644	5	71	force	mito	descure	5	4	7
265	160.72163413922917	-1776.673689015311	7	25	appears	swated	sunsided	7	6	8
266	26.170096416591864	-2473.6329721859697	4	2	lego	bont	decand	4	4	6
267	153.8464887090065	-298.0426376444474	9	89	character	concentration	matherical	9	13	10
268	149.75504070703718	-874.7508710674176	8	66	mountain	solds	mito	8	5	4
269	167.20197344440876	-980.1415901691904	5	58	range	manked	swated	5	6	6
270	163.6862408058557	-666.2032936704268	5	70	close	finging	bont	5	7	4
271	155.06555677277038	83.62615934441813	3	161	sea	land	concentration	3	4	13
272	149.15530831039322	-1468.2429227583482	6	40	rivers	arches	solds	6	6	5
273	182.19845334472845	159.16735637966818	3	2109	are	some	manked	3	4	6
274	166.96594170264223	-0.5298625193008533	5	98	short	specally	finging	5	8	7
275	167.28321529695395	129.7089209895407	6	349	during	sing	land	6	4	4
276	153.29062977452824	-1604.9791778941449	6	32	recent	leget	arches	6	5	6
277	172.83851358172956	133.8493591059584	5	414	years	conduct	some	5	7	4
278	38.20297127724361	-2462.705793711498	13	2	musicologists	surfend	specally	13	7	8
279	133.89097575031377	-1282.0900131132512	7	47	studied	consult	stands	7	7	6
280	171.4379749282201	142.9505676732014	4	677	many	calca	sing	4	5	4
281	120.97065940432029	-2336.2926357888323	11	4	manuscripts	fills	leget	11	5	5
282	133.4729450880982	-2205.710431758057	9	9	carefully	paratus	conduct	9	7	7
283	151.71248394954216	-1093.259063131625	5	53	tried	sama	surfend	5	4	7
284	148.08912594394036	-1862.9646609205877	6	22	decide	stafficial	consult	6	10	7
285	164.234372903796	-1755.512203555942	4	26	ones	pundities	calca	4	9	5
286	167.17410399980176	-1550.2981380444862	6	34	really	brown	fills	6	5	5
287	-inf	-inf	7	1	josquin	resones	paratus	7	7	7
288	145.518235720281	80.02872242477048	7	174	example	convolume	sama	7	9	4
289	148.77768394010195	-1018.677393563786	7	57	society	allageria	stafficial	7	9	10
290	136.04955889437824	-1905.4771966753772	8	21	politics	arrown	pundities	8	6	9
291	146.22482300169787	-516.7371923354228	4	79	wife	resecribies	brown	4	11	5
292	74.23381543270203	-2282.5810510682877	6	8	sharon	ten	resones	6	3	7
293	172.28807003696167	139.44850555482904	5	317	three	callam	convolume	5	6	9
294	174.51918858385403	97.8027382896668	8	118	together	paradine	allageria	8	8	9
295	-9.436154218694032	-2508.972014558297	5	2	aimee	spencing	arrown	5	8	6
296	-183.8922595662116	-2663.2886177993664	8	3	osbourne	masin	resecribies	8	5	11
297	101.06576713115192	-1817.1715073315188	5	27	kelly	series	ten	5	6	3
298	102.674688219614	-1738.7838222863068	4	31	jack	percent	callam	4	7	6
299	169.68593125357117	141.32065026720926	4	610	some	respected	speaker	4	9	7
300	170.1652592842767	136.97460875469184	4	392	them	eddiction	paradine	4	9	8
301	156.4622980493488	-1982.2327515018328	5	17	occur	participity	spencing	5	11	8
302	171.50784666375142	122.90756268949588	5	185	large	result	masin	5	6	5
303	162.81065374067265	-1155.267571027064	7	50	numbers	boord	series	7	5	6
304	119.41135737442391	-1370.7567900237125	3	43	sir	spolicia	percent	3	8	7
305	67.72176527842575	-2341.8029176414143	7	6	bernard	isolition	respected	7	9	9
306	-inf	-inf	8	1	hemmings	interast	eddiction	8	8	9
307	158.55849414284745	-838.8863931377255	3	64	bad	graphing	participity	3	8	11
308	132.01982652270573	-2058.449212894851	4	15	trip	starked	result	4	7	6
309	163.53423565971713	-1523.965523520083	4	36	feel	continue	boord	4	8	5
310	129.07491118167238	-2278.8407310582697	6	6	scared	construction	spolicia	6	12	8
311	101.13380071611084	-2377.289551560952	7	3	worried	regions	isolition	7	7	9
312	139.1455107752605	-2296.203219095738	3	5	sad	respect	interast	3	7	8
313	146.17632664587697	-2207.572815114225	8	8	thoughts	sub	graphing	8	3	8
314	-inf	-inf	8	1	pledging	mourcant	starked	8	8	7
315	104.29821545064856	-2352.388582406633	7	4	secured	seris	continue	7	5	8
316	114.14329488209091	-2288.7165461814925	5	7	loans	recredition	construction	5	11	12
317	181.1970905514552	10.269071950525106	5	100	given	discussive	regions	5	10	7
318	155.06346546373587	-2028.100123662708	7	16	amounts	accepting	respect	7	9	7
319	150.96171501304926	-1589.8602727105128	8	33	interest	leegs	sub	8	5	3
320	132.76247237463306	-2156.6660911672234	5	11	rates	heads	mourcant	5	5	8
321	104.10079587779256	-1069.188544318636	7	58	michael	described	seris	7	9	5
322	8.942989839761307	-2492.5026724445493	4	2	amir	south	recredition	4	5	11
323	-inf	-inf	7	1	murillo	standing	discussive	7	8	10
324	180.3520476050653	136.91140413102528	4	271	each	dusian	accepting	4	6	9
325	167.79334060491476	-1574.50027125135	7	35	carried	bond	leegs	7	4	5
326	167.3848639229199	112.9238469026683	9	182	important	specially	heads	9	9	5
327	131.74848467892525	-2184.39715156023	11	10	experiments	staped	described	11	6	9
328	-inf	-inf	7	1	chafees	explay	south	7	6	5
329	158.06806016047983	-459.5741889247375	8	81	official	mansher	standing	8	7	8
330	121.6841810262199	-2091.005768919517	8	14	portrait	mons	dusian	8	4	6
331	134.41853597148847	-705.0741315475071	8	71	governor	scall	bond	8	5	4
332	-inf	-inf	6	1	chafee	solve	specially	6	5	9
333	145.6464990054333	-716.0634080807989	7	72	elected	constitumes	staped	7	11	6
334	45.08589857845253	-2339.9371487107437	5	7	rhode	commedicated	explay	5	12	6
335	144.8931104292025	-1767.8576745861117	4	26	cars	sundor	mansher	4	6	7
336	168.71160138129113	-356.1605158780853	6	84	living	supported	mons	6	9	4
337	125.2667364918698	-2307.8680573687348	6	5	beings	charry	scall	6	6	5
338	173.0354158307718	142.80202852464836	5	750	there	penes	solve	5	5	5
339	171.89775472289793	134.50874953694668	2	314	no	secret	constitumes	2	6	11
340	152.4573421862902	-1166.2743646547035	6	52	humans	danger	commedicated	6	6	12
341	145.47934837912914	-1620.5932994996049	7	33	wounded	anto	sundor	7	4	6
342	145.9652475229588	-2195.952513402594	4	9	knee	subsearch	supported	4	9	9
343	119.08018207847766	-2188.758267465491	8	10	massacre	hamid	charry	8	5	6
344	157.67472895865055	103.7641381878503	4	172	last	execution	penes	4	9	5
345	172.55474495952834	94.06498521394188	5	128	major	secrets	secret	5	7	6
346	161.19548073888637	-2024.72583002085	5	16	armed	spin	danger	5	4	6
347	145.11816830198276	-1945.624939540775	8	19	conflict	institute	anto	8	9	4
348	120.29877684598635	-737.2055958743434	6	73	indian	actom	subsearch	6	5	9
349	136.95028569553384	-1749.957750486832	4	27	wars	bangetten	hamid	4	9	5
350	129.8056585858824	82.82179582354885	6	426	united	indivestigations	execution	6	16	9
351	146.65501627698248	104.91439030764032	6	427	states	tomerage	secrets	6	8	7
352	137.59914184070902	-2074.942310292783	6	14	formal	gally	spin	6	5	4
353	169.13286806906535	109.26735666498858	6	167	system	addia	institute	6	5	9
354	70.4499109345892	-2429.616509180616	6	2	owning	barter	actom	6	6	5
355	150.74199548175176	-1815.19445106514	8	24	property	walk	bangetten	8	4	9
356	162.4214171017951	84.96264793217217	4	124	came	instant	indivestigations	4	7	16
357	132.1981821626789	-1854.1499074100047	6	24	colony	subusbing	tomerage	6	9	8
358	97.8102703847172	21.30168293841666	7	137	england	brokes	gally	7	6	5
359	142.87649414791105	-1348.4355941329231	4	43	plan	banning	addia	4	7	5
360	148.17150150612002	-99.89786908921492	6	97	worked	subspects	barter	6	9	6
361	107.05919465865357	-793.3925985969563	4	69	paul	translated	walk	4	10	4
362	157.0942916395722	49.04716442813096	1	172	s	delease	instant	1	7	7
363	-inf	-inf	9	1	foxwalter	miteral	subusbing	9	7	9
364	148.3349648243897	59.60755583750812	1	150	m	emerther	brokes	1	8	6
365	91.6075303400871	-1846.4486711883524	5	25	scott	book	banning	5	4	7
