idx	poly_var	poly_cov	length	frequencies	natural	fcfs	caplan	natural_length	fcfs_length	caplan_length
91	160.29135280882733	71.02200380871098	2	121	we	entrect	entrect	2	7	7
92	154.6923791858998	-1112.239954828418	7	56	divided	plan	plan	7	4	4
93	175.27472350356763	137.45592114469775	7	255	between	shore	shore	7	5	5
94	182.52269430019192	109.92562935694562	5	127	those	explorative	explorative	5	11	11
95	173.05085849695806	142.51729692793126	3	656	who	proves	proves	3	6	6
96	164.37551424984488	-737.4114694990377	5	67	think	log	log	5	3	3
97	179.5647578086964	161.36606371862516	4	2070	with	shate	shate	4	5	5
98	180.87871626817795	157.55981578616507	5	857	their	shands	shands	5	6	6
99	167.0470844931805	54.24461160704108	4	108	head	entire	entire	4	6	6
100	165.9664390737207	-831.6788430881606	4	67	know	discussed	discussed	4	9	9
101	152.6725048652704	-445.2793638262771	5	81	heart	shounder	shounder	5	8	8
102	177.51807070486694	151.70456411222565	4	1425	this	losist	losist	4	6	6
103	156.85699410549532	-2102.300711293223	5	12	leads	seck	seck	5	4	4
104	142.82370510512462	91.2714226354486	2	253	us	exploded	exploded	2	8	8
105	177.8244364715303	151.15167735456555	5	721	other	carters	carters	5	7	7
106	154.5186684533611	25.212276340932096	7	104	animals	hands	hands	7	5	5
107	161.29774575067302	-529.7671042228822	6	78	change	philips	philips	6	7	7
108	181.58521549447752	133.85684650751358	4	202	what	carches	carches	4	7	7
109	176.37452091102753	131.48041190571055	2	309	do	traditions	traditions	2	10	10
110	174.41581187621222	145.3120398095411	4	710	when	misses	misses	4	6	6
111	151.59475425778993	-1363.5490897604946	3	42	met	man	man	3	3	3
112	-inf	-inf	7	1	needles	appecation	appecation	7	10	10
113	169.58564748192248	127.38621862345536	6	267	second	sender	sender	6	6	6
114	176.0521401199158	144.1376750698701	4	566	time	bombs	bombs	4	5	5
115	142.84300018269022	108.77860597049494	3	833	she	sefice	sefice	3	6	6
116	148.3133803137758	-1763.0598906342082	7	28	entered	beard	beard	7	5	5
117	88.28393947080039	-13.87505677347169	6	112	london	trando	trando	6	6	6
118	162.44375008090557	138.1121152371944	3	789	but	richind	richind	3	7	7
119	176.0375890117916	144.41728799197915	4	526	made	imposed	imposed	4	7	7
120	117.4305024776223	-2217.9307981086336	4	10	cash	publish	publish	4	7	7
121	101.77052726888596	-2278.648051730864	7	9	demands	fraws	fraws	7	5	5
122	190.856098513276	169.65790448696148	4	2349	that	manage	manage	4	6	6
123	-inf	-inf	8	2	provoked	fill	fill	8	4	4
124	-inf	-inf	9	2	londoners	reselved	reselved	9	8	8
125	-inf	-inf	5	2	expel	charlence	charlence	5	9	9
126	163.92613596589123	133.77458298528933	3	728	her	theore	theore	3	6	6
127	161.5235410850602	123.9880995592078	6	308	before	princing	princing	6	8	8
128	87.29952728759615	-2346.57858204205	10	6	coronation	newal	newal	10	5	5
129	166.00046136964497	131.15130481279837	6	395	during	sandy	sandy	6	5	5
130	153.3512006883009	-514.093687664651	5	80	final	portication	portication	5	11	11
131	142.12720013463195	14.268199012916718	7	111	episode	consective	consective	7	10	10
132	176.77802247889824	151.41251958345958	3	610	two	continus	continus	3	8	8
133	85.27892651224953	-2381.513616312925	9	3	finalists	weaker	weaker	9	6	6
134	141.9104964911	-2094.8841905083946	8	13	competed	contination	contination	8	11	11
135	133.31150703752508	-2270.724125205447	10	6	contestant	cane	cane	10	4	4
136	-inf	-inf	5	1	kwame	desissed	desissed	5	8	8
137	81.34906515386366	-1513.6681932841775	7	39	jackson	ricon	ricon	7	5	5
138	137.51841731197766	-1878.7477895189024	5	23	chose	geole	geole	5	5	5
139	-inf	-inf	7	1	omarosa	highton	highton	7	7	7
140	185.7248846800264	164.2913273833574	2	2172	as	maning	maning	2	6	6
141	178.84982730492092	141.55366132977176	4	350	part	brade	brade	4	5	5
142	171.49258010779965	147.32379113922576	3	1490	his	hat	hat	3	3	3
143	162.64761969109952	92.58943099333996	4	286	team	tendan	tendan	4	6	6
144	63.46602844146261	-2411.1603796432832	5	3	riley	bod	bod	5	3	3
145	52.61353242743663	-2444.10591092563	4	2	glad	colent	colent	4	6	6
146	147.90794153332578	119.05960660802862	2	2744	he	sicent	sicent	2	6	6
147	175.20440048556043	145.64467005256898	3	784	had	clors	clors	3	5	5
148	162.062845657497	109.4791579559273	4	233	said	merchest	merchest	4	8	8
149	-inf	-inf	11	1	malfunction	sanders	sanders	11	7	7
150	144.18194428168908	-1819.6088424757688	4	24	fuel	athers	athers	4	6	6
151	149.2235510262556	-2232.69289057887	11	7	replacement	car	car	11	3	3
152	142.1886185789081	-1402.4458764531523	4	41	plan	bean	bean	4	4	4
153	-7.254157356541113	-2461.845187618349	9	4	salisbury	alolica	alolica	9	7	7
154	132.97607207528225	-1753.2732798153147	9	27	cathedral	amp	amp	9	3	3
155	125.22230167833166	-2350.31116771501	7	3	doubled	newest	newest	7	6	6
156	-inf	-inf	9	1	transepts	disticined	disticined	9	10	10
157	178.0323676240071	132.5688596334123	4	244	each	hope	hope	4	4	4
158	176.41365040375183	157.20536108406773	2	1211	an	define	define	2	6	6
159	-inf	-inf	5	1	aisle	tenterals	tenterals	5	9	9
160	146.69314414274814	-1939.171320740756	7	19	typical	tream	tream	7	5	5
161	122.48891674269233	63.546144347380256	7	195	english	archiago	archiago	7	8	8
162	142.05123058223165	-2280.188324519065	7	5	squared	substance	substance	7	9	9
163	163.01021965701142	94.34273127284156	4	183	east	results	results	4	7	7
164	168.80445550242257	104.03527006834628	3	159	end	proper	proper	3	6	6
165	154.3757880187467	-173.3517095854823	8	92	although	coles	coles	8	5	5
166	163.99755967286396	-1605.4873910364815	8	33	commonly	protective	protective	8	10	10
167	170.0025554413932	130.82324749570415	5	356	known	horning	horning	5	7	7
168	158.49292610117132	-555.0730787116761	8	76	official	part	part	8	4	4
169	161.1131822249343	120.21262887868356	4	298	name	sease	sease	4	5	5
170	119.16742268588494	-75.90561960035357	5	103	saint	bectoric	bectoric	5	8	8
171	112.3706793306764	-1014.0539731815294	4	60	mary	contressing	contressing	4	11	11
172	-inf	-inf	9	1	chappelle	carbill	carbill	9	7	7
173	159.5132537653205	-748.6810211741652	8	71	received	dia	dia	8	3	3
174	162.7297751154861	136.42792651883846	5	860	first	harricha	harricha	5	8	8
175	76.65673453528142	-2035.3759076747235	4	18	emmy	puplic	puplic	4	6	6
176	139.3841841705443	50.39742948361388	5	129	award	course	course	5	6	6
177	148.60132054715635	-1765.2859638748705	5	26	guest	hollew	hollew	5	6	6
178	158.68008725286867	-1752.8141364715652	10	26	appearance	counced	counced	10	7	7
179	178.26248866602876	158.7656605976994	2	2640	on	actions	actions	2	7	7
180	55.81969629443663	-2105.981664592811	8	17	saturday	bonting	bonting	8	7	7
181	158.17942787001135	58.17230829266603	5	107	night	strumples	strumples	5	9	9
182	162.58224977343718	102.18958585341127	4	191	live	op	op	4	2	2
183	100.31710051058316	6.059517899482607	6	118	france	darted	darted	6	6	6
184	-inf	-inf	4	1	issy	apparalitanies	apparalitanies	4	14	14
185	119.0771992113811	-1911.9105484709564	3	22	les	produce	produce	3	7	7
186	-inf	-inf	10	1	moulineaux	buttern	buttern	10	7	7
187	173.85324974593394	154.99527904410087	2	2091	by	bear	bear	2	4	4
188	104.8932148847408	29.35607209787458	7	151	january	scare	scare	7	5	5
189	62.15222407843628	-2411.937640410915	8	3	flotilla	concellent	concellent	8	10	10
190	175.13526621163598	155.23083845709743	3	4187	was	accessible	elective	3	10	8
191	168.37496666807587	121.6150158652244	7	224	against	chartie	accessible	7	7	10
192	-inf	-inf	5	1	irans	stouther	chartie	5	8	7
193	68.17955832952082	-2411.547465009035	7	3	threats	radian	stouther	7	6	8
194	-inf	-inf	6	1	hormuz	fine	radian	6	4	6
195	92.47490076214255	-2194.7557597448576	6	11	strait	mechenational	fine	6	13	4
196	172.52994643713512	-158.77023659984334	5	93	along	beant	mechenational	5	5	13
197	168.9645286986784	118.73818965238004	7	175	another	feather	beant	7	7	5
198	22.34854835585819	-2448.0740305722725	8	3	zeppelin	manital	feather	8	7	7
199	-inf	-inf	2	1	lz	sile	manital	2	4	7
200	-inf	-inf	4	1	graf	perited	sile	4	7	4
201	160.26801820275827	-1456.5529036910125	7	39	biggest	broshem	perited	7	7	7
202	-inf	-inf	7	1	airship	malls	broshem	7	5	7
203	175.388490715044	155.16657564794886	2	1641	at	broad	malls	2	5	5
204	160.4339470643107	88.45556934821019	5	140	built	winding	broad	5	7	5
205	-inf	-inf	9	1	coincides	mericis	winding	9	7	7
206	165.5615066101948	100.0282039273942	4	137	good	terration	contressing	4	9	11
207	83.00834276249839	-2300.1461275742204	6	7	friday	arters	mericis	6	6	7
208	139.22662054512983	-1969.0586345671215	7	19	masters	actice	terration	7	6	9
209	124.04980376469904	-1641.698627821179	5	33	novel	mart	arters	5	4	6
210	135.6317153492868	-2247.9099853053626	5	7	deals	surved	actice	5	6	6
211	167.63500649722442	118.79763102892883	4	227	same	conternation	mart	4	12	4
212	146.5723985632304	-1890.41772171449	6	22	spring	prose	surved	6	5	6
213	168.3135922513584	-877.5527730314789	4	65	full	metal	conternation	4	5	12
214	141.16088327802092	-1302.4148493733023	4	46	moon	minder	prose	4	6	5
215	0.5778574933240909	-2497.5230031356787	7	2	christs	charter	metal	7	7	5
216	105.07759129335535	-2328.184216741888	4	5	fate	collecting	minder	4	10	6
217	103.1582208821678	-2328.660465122091	6	5	sealed	second	charter	6	6	7
218	-inf	-inf	7	1	pontius	tolen	collecting	7	5	10
219	-2.681851194221556	-2499.1716037520414	6	2	pilate	bellatory	second	6	9	6
220	16.457498660762163	-2457.7960156273493	9	3	crucified	repaction	tolen	9	9	5
221	79.98902635084058	-2204.765442781846	9	12	jerusalem	masker	bellatory	9	6	9
222	-inf	-inf	13	1	consideration	salvider	repaction	13	8	9
223	152.9401594010164	-1903.4009314763136	6	20	atomic	parlish	masker	6	7	6
224	139.7325302143527	-1722.9122873762278	7	30	physics	linders	salvider	7	7	8
225	150.6382115191927	-1960.9619189852228	8	19	provides	trassed	parlish	8	7	7
226	116.52853189793564	-2340.30452365914	10	4	underlying	nor	linders	10	3	7
227	141.44274770831177	-1248.519295151669	6	49	theory	autice	trassed	6	6	7
228	40.6172995024471	-2462.1234399163222	6	2	plasma	greated	nor	6	7	3
229	111.66217685045956	-2325.556493636869	11	5	atmospheric	breaks	autice	11	6	6
230	169.5313725090326	102.34396597367709	4	135	even	cerbility	greated	4	9	7
231	164.67059795461168	-712.9564930923357	6	71	though	mata	breaks	6	4	6
232	180.4836019502245	143.36146111361023	4	232	both	shiel	cerbility	4	5	9
233	164.57643401361128	-1871.558784678126	4	21	deal	instruction	mata	4	11	4
234	177.1824926530586	145.67716362038493	4	409	very	starity	lita	4	7	4
235	170.6703434367754	124.53334573385372	5	203	large	anna	shiel	5	4	5
236	167.5591800343896	-1275.1928416142234	7	45	numbers	mont	instruction	7	4	11
237	122.79214554580398	-2066.057846581484	5	15	atoms	mova	starity	5	4	7
238	166.09493350355572	-865.4879915040555	5	63	plays	president	anna	5	9	4
239	-inf	-inf	8	1	cruzeiro	explain	mont	8	7	4
240	168.7859639278018	136.59946851874437	6	640	called	conter	mova	6	6	4
241	57.05042615779019	-2423.707814037937	5	3	scuba	partinister	president	5	11	9
242	102.08227540459076	-2327.804145989856	6	5	diving	transforms	explain	6	10	7
243	-inf	-inf	6	1	mellos	leage	conter	6	5	6
244	160.3170208755033	-120.22934664511004	3	96	few	train	partinister	3	5	11
245	174.56991933827493	134.4102613221808	5	394	years	cantal	transforms	5	6	10
246	139.0737898822671	-2018.039429869521	5	16	grade	dependents	leage	5	10	5
247	152.81595765814689	102.8481877230614	6	249	school	communion	train	6	9	5
248	153.70846231273003	-1312.889417650681	9	45	difficult	thells	cantal	9	6	6
249	145.61259778529524	-2063.372125388681	6	14	review	tributy	dependents	6	7	10
250	124.30853171293464	-2009.9624345699483	3	17	bbc	shermil	communion	3	7	9
251	87.55063846819034	-1573.8526853165322	5	38	chris	mathing	accessible	5	7	10
252	100.21330554113445	-1989.0113350375257	5	19	jones	autimation	thells	5	10	6
253	166.33261627877056	-1302.8716229807403	9	47	described	stronge	tributy	9	7	7
254	136.77394431636756	71.71257636050056	4	158	song	surrant	shermil	4	7	7
255	109.90665499867958	-2340.814628300779	7	4	nursery	bases	mathing	7	5	7
256	60.52194962404305	-2373.0437727905864	5	5	rhyme	servis	autimation	5	6	10
257	-inf	-inf	10	1	surrealism	inncted	fine	10	7	4
258	151.18075211718815	-2132.016556751288	11	11	contributed	acdence	stronge	11	7	7
259	0.7977274234497671	-2466.434417715116	3	3	sgt	broand	surrant	3	6	7
260	165.337263247249	117.71121129523144	4	192	main	son	bases	4	3	5
261	152.2433462376134	-749.1485969971374	9	69	character	frormaris	servis	9	9	6
262	151.92670003601205	100.63901995463688	6	247	series	walker	inncted	6	6	7
263	169.16923483248618	142.74380027491495	4	1567	they	tayne	acdence	4	5	7
264	127.83612977853602	-2252.394365303873	8	7	depicted	appea	broand	8	5	6
265	-7.111027891048256	-2508.478939785863	6	2	labors	ampression	son	6	10	3
266	-inf	-inf	8	1	heracles	trans	frormaris	8	5	9
267	65.74803183923105	-2166.253357466905	9	15	manhattan	recember	walker	9	8	6
268	127.47384901242413	-2084.391185916706	8	14	downtown	hatching	tayne	8	8	5
269	155.08284859641873	-1165.2107642829624	8	50	business	chinds	appea	8	6	5
270	159.56247657585868	-152.00195689562736	8	96	district	pather	ampression	8	6	10
271	168.11828600131616	122.39120843516218	5	200	under	supposs	trans	5	7	5
272	143.76298904074244	-1646.382709670917	4	33	feet	remary	recember	4	6	8
273	150.81777791702797	56.20382787275691	1	142	m	marking	hatching	1	7	8
274	163.78740512867685	112.79128797092056	5	223	water	parches	chinds	5	7	6
275	164.35746295081032	135.95123692665456	6	894	people	theoler	pather	6	7	6
276	149.36828061833208	94.69647886947426	4	235	died	alegarah	paller	4	8	6
277	150.66401166854453	74.27056232868567	3	138	red	ferrivaria	supposs	3	10	7
278	100.6343190704466	-1931.8318036640808	4	25	bull	allenge	remary	4	7	6
279	-19.674381862425133	-2504.5519637973125	7	3	renault	artian	marking	7	6	7
280	-inf	-inf	10	1	braveheart	sulter	conternation	10	6	12
281	138.74873441696914	100.37305732782204	8	410	american	acticiants	parches	8	10	7
282	161.57126695860524	-1682.0052043022908	10	29	historical	addisted	theoler	10	8	7
283	143.16327865787778	87.1176071439406	5	222	movie	spanda	alegarah	5	6	8
284	151.80850805489428	105.87600063519896	3	308	war	burness	ferrivaria	3	7	10
285	135.6637343912938	-1479.4195824830208	5	38	drama	showed	allenge	5	6	7
286	131.43612015739978	-2207.9015700580053	8	9	starring	allows	artian	8	6	6
287	71.14011446075423	-2408.9465862608963	3	3	mel	lind	sulter	3	4	6
288	60.18464899400367	-2395.477706885967	6	4	gibson	edictors	acticiants	6	8	10
289	50.57827047506925	-2384.261827447432	6	5	sophie	earth	addisted	6	5	8
290	-inf	-inf	7	1	marceau	compressing	produce	7	11	7
291	151.20988735410552	-1883.9891882675752	7	23	meeting	decained	spanda	7	8	6
292	169.24899075492792	78.888051249524	4	119	held	care	burness	4	4	7
293	140.59034115274258	-2093.8448790506227	7	14	offices	destration	showed	7	10	6
294	72.18401337910011	-2383.096359802312	3	4	fia	tona	allows	3	4	6
295	181.0602418923718	130.6298230554484	5	213	place	madis	lind	5	5	4
296	148.01589710706418	96.14439890854923	2	218	de	priments	edictors	2	8	8
297	146.65742678581697	-189.9137498567534	2	92	la	astical	earth	2	7	5
298	30.92289888693989	-2442.088786891033	8	3	concorde	intention	compressing	8	9	11
299	89.5110700812367	-1030.6589876924054	5	63	paris	particiant	decained	5	10	8
300	136.88377106134735	49.738933524943896	8	128	december	sanded	care	8	6	4
301	153.88735729029634	-464.72362447473495	5	87	lived	hide	destration	5	4	10
302	163.48550815921348	121.10120222149084	5	235	while	meching	tona	5	7	4
303	104.5246381777461	-2276.0766561027726	6	7	violet	burk	madis	6	4	5
304	86.15400726050846	-2387.1839250443054	5	3	sunny	photoghe	priments	5	8	8
305	156.07579111910573	-2088.0541886395563	7	13	helping	battern	astical	7	7	7
306	135.5476227123209	-1830.0903810957657	6	25	garden	appear	actions	6	6	7
307	66.8108846215632	-2375.650193129789	5	4	klaus	wither	intention	5	6	9
308	151.4864354566929	-1762.7595408234808	7	26	reading	concerb	particiant	7	7	10
309	157.70522904988516	67.57487182414785	3	116	law	domach	sanded	3	6	6
310	148.7122589879913	-513.7071149188198	5	80	books	examite	hide	5	7	4
311	135.24135600766442	-1627.646224921449	7	36	library	fining	meching	7	6	7
312	-inf	-inf	5	2	ninny	strip	burk	5	5	4
313	142.40542128444696	-1397.3165635139892	5	43	tells	terfation	photoghe	5	9	8
314	53.63179079633066	-2373.681134636513	6	6	evelyn	charm	battern	6	5	7
315	146.2383284553048	-857.9422703780115	7	64	stories	contraction	appear	7	11	6
316	174.79217045419313	140.77026639575976	4	353	over	bee	wither	4	3	6
317	170.28046839829787	116.81291693751947	7	161	several	colon	concerb	7	5	7
318	121.3194677374942	-2282.571929135707	6	7	visits	dispuris	domach	6	8	6
319	89.55990214719208	-2386.272689781495	6	3	pebble	sepports	examite	6	8	7
320	138.99706085448057	-1901.1946122294105	3	22	sky	electrinal	fining	3	10	6
321	101.6857962323201	20.544563179695725	7	146	october	preachened	strip	7	10	5
322	144.28299853561364	-2087.2827694948933	6	13	traded	compone	terfation	6	7	9
323	100.55033650237728	-2050.822119764575	7	16	buffalo	altian	charm	7	6	5
324	57.50963909765079	-2371.579336466656	6	5	sabres	limo	contraction	6	4	11
325	155.00380812180458	-1984.819241098255	8	17	exchange	active	bee	8	6	3
326	92.87204034779252	-2140.874786926795	5	13	milan	collected	colon	5	9	5
327	-inf	-inf	8	1	bartovic	band	dispuris	8	4	8
328	153.61824984511586	-558.118182020832	4	79	hall	bellond	sepports	4	7	8
329	-8.202229605618035	-2494.963877813713	5	3	famer	heast	electrinal	5	5	10
330	-inf	-inf	7	1	sergipe	starrent	preachened	7	8	10
331	144.32167674586208	-2166.3796765831203	8	10	smallest	trapher	compone	8	7	7
332	106.25334724632594	-1797.0587904586678	6	30	brazil	beat	altian	6	4	6
333	-inf	-inf	10	1	peninsulas	bounding	limo	10	8	4
334	96.23787015613117	-2310.137863460923	7	6	barrier	destrement	active	7	10	6
335	131.15671026350202	-916.285723147954	7	64	islands	lands	collected	7	5	9
336	140.03654050662988	-885.7644206006263	5	64	coast	contacting	band	5	10	4
337	163.39340250657858	92.8297241862144	7	138	include	shopting	bellond	7	8	7
338	176.69631833698753	148.26297521679433	4	544	more	constronts	heast	4	10	5
339	-inf	-inf	11	1	importantly	standers	starrent	11	8	8
340	161.68614586593677	-2027.6148343784207	7	15	neither	finguist	trapher	7	8	7
341	-inf	-inf	6	1	cleric	continuity	beat	6	10	4
342	155.28805004026097	-2159.000390135527	3	10	nor	older	bounding	3	5	8
343	83.5217756408006	-2317.7046245583883	7	6	tibetan	stranciation	destrement	7	12	10
344	151.50790989841025	97.75105733132057	10	200	government	interstanting	collected	10	13	9
345	172.5667534761422	145.0177581470842	3	1064	has	han	lands	3	3	5
346	177.2812244532659	-1564.2685417628184	4	34	ever	hart	contacting	4	4	10
347	142.20532703740471	-1152.8193741836076	6	51	signed	runia	shopting	6	5	8
348	180.30126181619613	130.13489229580148	3	177	any	tert	constronts	3	4	10
349	131.4203803051928	-1759.92651531223	6	27	treaty	aller	standers	6	5	8
350	143.04911519837387	49.9218036431724	7	126	married	refection	finguist	7	9	8
351	-inf	-inf	10	1	morristown	lone	continuity	10	4	10
352	100.2462271480932	-1536.5617883296593	6	43	jersey	marchan	and	6	7	3
353	103.8009131691361	11.404322719045595	8	123	february	created	older	8	7	5
354	162.5909452162648	88.2233397472198	6	154	season	bring	stranciation	6	5	12
355	171.61356783888982	114.34269960752636	4	150	five	schepticle	interstanting	4	10	13
356	152.1059692478266	-1021.1753063080174	5	57	teams	erish	han	5	5	3
357	167.60745625241742	113.16504373098302	2	165	go	prefective	hart	2	10	4
358	157.17573161613117	-1431.8376301794533	4	39	post	remeadent	runia	4	9	5
359	170.7600605943551	133.81144012807442	5	314	where	contreating	tert	5	11	4
360	181.96351128503775	159.3388559396752	3	882	one	chard	aller	3	5	5
361	165.69803606947815	-790.2187723933389	3	66	win	sara	refection	3	4	9
362	139.50040591841378	47.64369141508149	6	141	league	prite	lone	6	5	4
363	126.8986839934906	21.73300121458507	12	115	championship	marica	marchan	12	6	7
364	125.56283283048484	-2031.3844556753768	5	16	anime	ministranting	created	5	13	7
365	151.55647229556905	-1119.2073034005025	6	53	helped	protections	bring	6	11	5
366	165.1299594874826	-1722.993244309518	6	28	spread	hander	schepticle	6	6	10
367	141.6610143301748	-2096.93106168515	10	13	popularity	comment	erish	10	7	5
