	idx	natural_length	frequencies	natural	fcfs	caplan	fcfs_length	caplan_length
121	121	4	579	time	fraws	fraws	5	5
122	122	3	835	she	manage	manage	6	6
123	123	7	28	entered	fill	fill	4	4
124	124	6	133	london	reselved	reselved	8	8
125	125	3	790	but	charlence	charlence	9	9
126	126	4	527	made	theore	theore	6	6
127	127	4	10	cash	princing	princing	8	8
128	128	7	9	demands	newal	newal	5	5
129	129	4	2356	that	sandy	sandy	5	5
130	130	8	2	provoked	portication	portication	11	11
131	131	9	2	londoners	consective	consective	10	10
132	132	5	2	expel	continus	continus	8	8
133	133	3	728	her	weaker	weaker	6	6
134	134	6	310	before	contination	contination	11	11
135	135	10	6	coronation	cane	cane	4	4
136	136	6	395	during	desissed	desissed	8	8
137	137	5	85	final	ricon	ricon	5	5
138	138	7	124	episode	geole	geole	5	5
139	139	3	620	two	highton	highton	7	7
140	140	9	3	finalists	maning	maning	6	6
141	141	8	13	competed	brade	brade	5	5
142	142	10	6	contestant	hat	hat	3	3
143	143	5	1	kwame	tendan	tendan	6	6
144	144	7	49	jackson	bod	bod	3	3
145	145	5	23	chose	colent	colent	6	6
146	146	7	1	omarosa	sicent	sicent	6	6
147	147	2	2174	as	clors	clors	5	5
148	148	4	352	part	merchest	merchest	8	8
149	149	3	1491	his	sanders	sanders	7	7
150	150	4	296	team	athers	athers	6	6
151	151	5	6	riley	car	car	3	3
152	152	4	2	glad	bean	bean	4	4
153	153	2	2750	he	alolica	alolica	7	7
154	154	3	788	had	amp	amp	3	3
155	155	4	235	said	newest	newest	6	6
156	156	8	2	lollipop	disticined	disticined	10	10
157	157	8	1	candyman	hope	hope	4	4
158	158	11	1	malfunction	define	define	6	6
159	159	4	24	fuel	tenterals	tenterals	9	9
160	160	11	7	replacement	tream	tream	5	5
161	161	4	42	plan	archiago	archiago	8	8
162	162	9	4	salisbury	substance	substance	9	9
163	163	9	28	cathedral	results	results	7	7
164	164	7	3	doubled	proper	proper	6	6
165	165	9	1	transepts	coles	coles	5	5
166	166	4	244	each	protective	protective	10	10
167	167	2	1215	an	horning	horning	7	7
168	168	5	1	aisle	part	part	4	4
169	169	7	19	typical	sease	sease	5	5
170	170	7	210	english	bectoric	bectoric	8	8
171	171	7	5	squared	contressing	contressing	11	11
172	172	4	200	east	carbill	carbill	7	7
173	173	3	164	end	dia	dia	3	3
174	174	8	92	although	harricha	harricha	8	8
175	175	8	33	commonly	puplic	puplic	6	6
176	176	5	356	known	course	course	6	6
177	177	8	82	official	hollew	hollew	6	6
178	178	4	310	name	counced	counced	7	7
179	179	5	139	saint	actions	actions	7	7
180	180	4	72	mary	bonting	bonting	7	7
181	181	2	122	st	strumples	strumples	9	9
182	182	5	68	louis	op	op	2	2
183	183	4	1	mico	darted	darted	6	6
184	184	12	1	manicorensis	apparalitanies	apparalitanies	14	14
185	185	8	39	montreal	produce	produce	7	7
186	186	9	25	canadiens	buttern	buttern	7	7
187	187	6	51	jersey	bear	bear	4	4
188	188	9	1	chappelle	scare	scare	5	5
189	189	8	71	received	concellent	concellent	10	10
190	190	5	888	first	accessible	elective	10	8
191	191	4	19	emmy	chartie	accessible	7	10
192	192	5	145	award	stouther	chartie	8	7
193	193	5	33	guest	radian	stouther	6	8
194	194	10	32	appearance	fine	radian	4	6
195	195	2	2657	on	mechenational	fine	13	4
196	196	8	18	saturday	beant	mechenational	5	13
197	197	5	111	night	feather	beant	7	5
198	198	4	197	live	manital	feather	7	7
199	199	6	128	france	sile	manital	4	7
200	200	4	1	issy	perited	sile	7	4
201	201	3	29	les	broshem	perited	7	7
202	202	10	1	moulineaux	malls	broshem	5	7
203	203	12	4	regionalliga	broad	malls	5	5
204	204	6	2	bayern	winding	broad	7	5
205	205	2	2100	by	mericis	winding	7	7
206	206	7	157	january	terration	contressing	9	11
207	207	8	3	flotilla	arters	mericis	6	7
208	208	3	4195	was	actice	terration	6	9
209	209	7	224	against	mart	arters	4	6
210	210	5	1	irans	surved	actice	6	6
211	211	7	3	threats	conternation	mart	12	4
212	212	6	1	hormuz	prose	surved	5	6
213	213	6	11	strait	metal	conternation	5	12
214	214	5	93	along	minder	prose	6	5
215	215	7	176	another	charter	metal	7	5
216	216	8	3	zeppelin	collecting	minder	10	6
217	217	2	1	lz	second	charter	6	7
218	218	4	2	graf	tolen	collecting	5	10
219	219	7	39	biggest	bellatory	second	9	6
220	220	7	1	airship	repaction	tolen	9	5
221	221	2	1646	at	masker	bellatory	6	9
222	222	5	141	built	salvider	repaction	8	9
223	223	9	1	coincides	parlish	masker	7	6
224	224	4	140	good	linders	salvider	7	8
225	225	6	8	friday	trassed	parlish	7	7
226	226	7	20	masters	nor	linders	3	7
227	227	5	33	novel	autice	trassed	6	7
228	228	5	7	deals	greated	nor	7	3
229	229	4	227	same	breaks	autice	6	6
230	230	6	60	spring	cerbility	greated	9	7
231	231	4	66	full	mata	breaks	4	6
232	232	4	49	moon	shiel	cerbility	5	9
233	233	7	2	christs	instruction	mata	11	4
234	234	4	6	fate	starity	lita	7	4
235	235	6	5	sealed	anna	shiel	4	5
236	236	7	1	pontius	mont	instruction	4	11
237	237	6	2	pilate	mova	starity	4	7
238	238	9	3	crucified	president	anna	9	4
239	239	9	13	jerusalem	explain	mont	7	4
240	240	13	1	consideration	conter	mova	6	4
241	241	6	20	atomic	partinister	president	11	9
242	242	7	32	physics	transforms	explain	10	7
243	243	8	19	provides	leage	conter	5	6
244	244	10	4	underlying	train	partinister	5	11
245	245	6	49	theory	cantal	transforms	6	10
246	246	6	2	plasma	dependents	leage	10	5
247	247	11	5	atmospheric	communion	train	9	5
248	248	4	137	even	thells	cantal	6	6
249	249	6	71	though	tributy	dependents	7	10
250	250	4	232	both	shermil	communion	7	9
251	251	4	21	deal	mathing	accessible	7	10
252	252	4	409	very	autimation	thells	10	6
253	253	5	203	large	stronge	tributy	7	7
254	254	7	46	numbers	surrant	shermil	7	7
255	255	5	15	atoms	bases	mathing	5	7
256	256	5	63	plays	servis	autimation	6	10
257	257	8	1	cruzeiro	inncted	fine	7	4
258	258	5	3	wigan	acdence	stronge	7	7
259	259	8	9	athletic	broand	surrant	6	7
260	260	6	640	called	son	bases	3	5
261	261	5	3	scuba	frormaris	servis	9	6
262	262	6	5	diving	walker	inncted	6	7
263	263	6	1	mellos	tayne	acdence	5	7
264	264	3	96	few	appea	broand	5	6
265	265	5	406	years	ampression	son	10	3
266	266	5	16	grade	trans	frormaris	5	9
267	267	6	250	school	recember	walker	8	6
268	268	9	45	difficult	hatching	tayne	8	5
269	269	6	14	review	chinds	appea	6	5
270	270	3	24	bbc	pather	ampression	6	10
271	271	5	47	chris	supposs	trans	7	5
272	272	5	27	jones	remary	recember	6	8
273	273	9	47	described	marking	hatching	7	8
274	274	4	161	song	parches	chinds	7	6
275	275	7	4	nursery	theoler	pather	7	6
276	276	5	5	rhyme	alegarah	paller	8	6
277	277	10	1	surrealism	ferrivaria	supposs	10	7
278	278	11	11	contributed	allenge	remary	7	6
279	279	3	3	sgt	artian	marking	6	7
280	280	4	198	main	sulter	conternation	6	12
281	281	9	70	character	acticiants	parches	10	7
282	282	6	247	series	addisted	theoler	8	7
283	283	4	1569	they	spanda	alegarah	6	8
284	284	8	7	depicted	burness	ferrivaria	7	10
285	285	6	2	labors	showed	allenge	6	7
286	286	8	2	heracles	allows	artian	6	6
287	287	9	15	manhattan	lind	sulter	4	6
288	288	8	14	downtown	edictors	acticiants	8	10
289	289	8	51	business	earth	addisted	5	8
290	290	8	126	district	compressing	produce	11	7
291	291	5	200	under	decained	spanda	8	6
292	292	4	34	feet	care	burness	4	7
293	293	1	162	m	destration	showed	10	6
294	294	5	225	water	tona	allows	4	6
295	295	6	900	people	madis	lind	5	4
296	296	4	237	died	priments	edictors	8	8
297	297	3	150	red	astical	earth	7	5
298	298	4	25	bull	intention	compressing	9	11
299	299	7	4	renault	particiant	decained	10	8
300	300	10	1	braveheart	sanded	care	6	4
301	301	8	430	american	hide	destration	4	10
302	302	10	29	historical	meching	tona	7	4
303	303	5	240	movie	burk	madis	4	5
304	304	3	311	war	photoghe	priments	8	8
305	305	5	40	drama	battern	astical	7	7
306	306	8	9	starring	appear	actions	6	7
307	307	3	3	mel	wither	intention	6	9
308	308	6	7	gibson	concerb	particiant	7	10
309	309	6	5	sophie	domach	sanded	6	6
310	310	7	1	marceau	examite	hide	7	4
311	311	9	2	consadole	fining	meching	6	7
312	312	7	3	sapporo	strip	burk	5	4
313	313	7	23	meeting	terfation	photoghe	9	8
314	314	4	122	held	charm	battern	5	7
315	315	7	14	offices	contraction	appear	11	6
316	316	3	4	fia	bee	wither	3	6
317	317	5	219	place	colon	concerb	5	7
318	318	2	222	de	dispuris	domach	8	6
319	319	2	273	la	sepports	examite	8	7
320	320	8	3	concorde	electrinal	fining	10	6
321	321	5	65	paris	preachened	strip	10	5
322	322	8	131	december	compone	terfation	7	9
323	323	5	87	lived	altian	charm	6	5
324	324	5	236	while	limo	contraction	4	11
325	325	6	8	violet	active	bee	6	3
326	326	5	4	sunny	collected	colon	9	5
327	327	7	13	helping	band	dispuris	4	8
328	328	6	29	garden	bellond	sepports	7	8
329	329	5	4	klaus	heast	electrinal	5	10
330	330	7	27	reading	starrent	preachened	8	10
331	331	3	121	law	trapher	compone	7	7
332	332	5	81	books	beat	altian	4	6
333	333	7	36	library	bounding	limo	8	4
334	334	5	2	ninny	destrement	active	10	6
335	335	5	43	tells	lands	collected	5	9
336	336	6	6	evelyn	contacting	band	10	4
337	337	7	65	stories	shopting	bellond	8	7
338	338	4	353	over	constronts	heast	10	5
339	339	7	161	several	standers	starrent	8	8
340	340	6	7	visits	finguist	trapher	8	7
341	341	6	3	pebble	continuity	beat	10	4
342	342	3	24	sky	older	bounding	5	8
343	343	7	148	october	stranciation	destrement	12	10
344	344	6	13	traded	interstanting	collected	13	9
345	345	7	24	buffalo	han	lands	3	5
346	346	6	9	sabres	hart	contacting	4	10
347	347	8	17	exchange	runia	shopting	5	8
348	348	5	14	milan	tert	constronts	4	10
349	349	8	1	bartovic	aller	standers	5	8
350	350	4	81	hall	refection	finguist	9	8
351	351	5	3	famer	lone	continuity	4	10
352	352	7	1	sergipe	marchan	and	7	3
353	353	8	10	smallest	created	older	7	5
354	354	6	31	brazil	bring	stranciation	5	12
355	355	10	1	peninsulas	schepticle	interstanting	10	13
356	356	7	6	barrier	erish	han	5	3
357	357	7	70	islands	prefective	hart	10	4
358	358	5	67	coast	remeadent	runia	9	5
359	359	7	138	include	contreating	tert	11	4
360	360	4	545	more	chard	aller	5	5
361	361	11	1	importantly	sara	refection	4	9
362	362	7	15	neither	prite	lone	5	4
363	363	6	1	cleric	marica	marchan	6	7
364	364	3	10	nor	ministranting	created	13	7
365	365	7	7	tibetan	protections	bring	11	5
366	366	10	200	government	hander	schepticle	6	10
367	367	3	1064	has	comment	erish	7	5
368	368	4	34	ever	preserves	prefective	9	10
369	369	6	51	signed	authologically	bring	14	5
370	370	3	177	any	controllers	remeadent	11	9
371	371	6	27	treaty	harder	contreating	6	11
372	372	6	1	kangxi	chan	chard	4	5
373	373	8	3	radicals	langer	sara	6	4
374	374	7	126	married	break	prite	5	5
375	375	10	1	morristown	conternative	marica	12	6
376	376	8	126	february	beating	ministranting	7	13
377	377	5	2	kamal	barring	protections	7	11
378	378	7	1	tabrizi	andretic	hander	8	6
379	379	5	15	billy	connections	comment	11	7
380	380	8	6	griffith	conmer	preserves	6	9
381	381	6	163	season	henre	authologically	5	14
382	382	4	154	five	telle	controllers	5	11
383	383	5	57	teams	enection	harder	8	6
384	384	2	168	go	creation	chan	8	4
385	385	4	49	post	thre	langer	4	6
386	386	5	315	where	broddoped	break	9	5
387	387	3	911	one	competing	conternative	9	12
388	388	3	67	win	seculare	beating	8	7
389	389	6	296	league	reference	barring	9	7
390	390	12	142	championship	comministance	andretic	13	8
391	391	5	16	anime	manchild	connections	8	11
392	392	6	53	helped	ping	conmer	4	6
393	393	6	28	spread	crance	henre	6	5
394	394	10	14	popularity	strances	telle	8	5
395	395	6	7	thanks	integative	brade	10	5
396	396	8	41	internet	tandon	enection	6	8
397	397	1	85	f	grame	creation	5	8
398	398	1	111	b	patine	thre	6	4
399	399	9	7	zoltowski	concert	broddoped	7	9
400	400	8	4	scuderia	storal	competing	6	9
401	401	4	5	toro	stating	carry	7	5
402	402	5	3	rosso	bara	seculare	4	8
403	403	4	6	toby	archipting	reference	10	9
404	404	7	27	johnson	compunely	comministance	9	13
405	405	7	27	regular	felth	manchild	5	8
406	406	7	30	student	gording	ping	7	4
407	407	7	87	science	ruships	crance	7	6
408	408	6	6	genius	construnts	strances	10	8
409	409	3	71	our	mackelonian	integative	11	10
410	410	4	6	eden	confective	tandon	10	6
411	411	1	187	j	agra	grame	4	5
412	412	4	1	tomo	potomes	patine	7	6
413	413	9	2	milicevic	abrective	concert	9	7
414	414	4	113	band	wai	storal	3	6
415	415	7	15	seconds	scrading	stating	8	7
416	416	4	18	mars	hemisters	bara	9	4
417	417	6	2	tattoo	patting	archipting	7	10
418	418	5	138	right	breathes	compunely	8	9
419	419	7	1	forearm	precident	felth	9	5
420	420	3	73	per	convections	gording	11	7
421	421	6	1	aspera	strancille	ruships	10	7
422	422	2	29	et	bright	construnts	6	10
423	423	5	2	astra	flore	mackelonian	5	11
424	424	5	29	bands	sana	confective	4	10
425	425	4	7	logo	explibing	agra	9	4
426	426	10	16	background	collects	potomes	8	7
427	427	6	6	tainan	hole	abrective	4	9
428	428	4	431	city	connuctive	wai	10	3
429	429	10	13	surrounded	explore	scrading	7	8
430	430	6	390	county	colories	hemisters	8	9
431	431	5	309	north	ternity	patting	7	7
432	432	5	81	china	transformant	breathes	12	8
433	433	3	127	sea	residents	precident	9	9
434	434	4	215	west	altical	convections	7	11
435	435	6	1	smoked	morcher	strancille	7	10
436	436	6	2	salted	sporters	bright	8	6
437	437	3	2	cod	billi	flore	5	5
438	438	3	7	roe	controles	sana	9	4
439	439	5	3	paste	consect	explibing	7	9
440	440	7	125	popular	ablore	collects	6	8
441	441	6	16	sweden	torns	hole	5	4
442	442	3	600	its	enterications	connuctive	13	10
443	443	4	194	high	beats	explore	5	7
444	444	7	29	quality	anaborities	colories	11	8
445	445	7	6	pottery	stauta	bring	6	5
446	446	5	60	stone	recent	ternity	6	7
447	447	5	19	tools	berthard	transformant	8	12
448	448	3	242	use	experience	residents	10	9
449	449	6	13	copper	site	altical	4	7
450	450	6	33	charge	stored	morcher	6	7
451	451	13	1	administering	monast	sporters	6	8
452	452	9	36	elections	neuteal	billi	7	5
453	453	5	2	voter	assession	controles	9	9
454	454	12	3	registration	trades	consect	6	7
455	455	6	51	kansas	santi	ablore	5	6
456	456	12	18	headquarters	suboxication	torns	12	5
457	457	10	1	malappuram	allead	enterications	6	13
458	458	4	19	phil	stands	beats	6	5
459	459	7	1	spector	teleminal	anaborities	9	11
460	460	7	1	mugshot	prefented	stauta	9	6
461	461	4	4	junk	bether	recent	6	6
462	462	4	10	bond	delective	berthard	9	8
463	463	8	7	mitchell	hand	experience	4	10
464	464	4	301	make	internett	site	9	4
465	465	8	14	accurate	silving	stored	7	6
466	466	12	4	calculations	through	monast	7	6
467	467	8	3	latitude	combusion	neuteal	9	7
468	468	9	5	longitude	dispect	assession	7	9
469	469	12	24	metropolitan	cance	trades	5	6
470	470	7	120	western	mee	santi	3	5
471	471	9	8	extension	trasself	suboxication	8	12
472	472	6	40	opened	armistions	allead	10	6
473	473	7	78	station	direces	stands	7	6
474	474	10	3	paddington	hears	teleminal	5	9
475	475	10	2	kensington	boarist	prefented	7	9
476	476	9	5	comedians	leading	bether	7	6
477	477	6	16	actors	computer	delective	8	9
478	478	5	376	would	bon	hand	3	4
479	479	6	44	appear	clide	internett	5	9
480	480	7	95	instead	telecommiction	silving	14	7
481	481	8	1	praising	air	through	3	7
482	482	5	27	honor	simpter	recording	7	9
483	483	3	15	fun	fairing	combusion	7	9
484	484	11	1	grandhasala	discessions	dispect	11	7
485	485	12	1	valiayapadam	confecture	cance	10	5
486	486	10	1	vilanthara	gramme	mee	6	3
487	487	7	13	vincent	fashed	stored	6	6
488	488	4	145	took	munism	trasself	6	8
489	489	3	152	own	charlower	armistions	9	10
490	490	4	213	life	onditian	direces	8	7
491	491	5	791	after	comporation	hears	11	5
492	492	8	36	painting	partical	beard	8	5
493	493	8	22	hundreds	last	boarist	4	7
494	494	8	51	pictures	trails	leading	6	7
495	495	4	419	only	comprise	computer	8	8
496	496	6	100	george	threen	pather	6	6
497	497	10	1	hainsworth	book	bon	4	3
498	498	7	103	version	teleporation	clide	12	5
499	499	5	81	local	starls	telecommiction	6	14
500	500	7	16	markets	sponger	air	7	3
501	501	7	121	england	ension	simpter	6	7
502	502	5	62	texas	shower	fairing	6	7
503	503	8	84	southern	archine	discessions	7	11
504	504	10	104	california	lating	confecture	6	10
505	505	4	167	went	comminion	gramme	9	6
506	506	7	203	through	strate	fashed	6	6
507	507	7	35	effects	remections	munism	10	6
508	508	3	100	too	controntine	charlower	11	9
509	509	4	182	much	pashin	onditian	6	8
510	510	10	22	commercial	heune	comporation	5	11
511	511	8	105	building	stater	partical	6	8
512	512	8	7	partners	participated	last	12	4
513	513	2	1236	be	attain	marking	6	7
514	514	5	10	lying	decations	trails	9	6
515	515	4	104	side	clitis	comprise	6	8
516	516	3	147	top	attract	threen	7	6
517	517	2	1229	or	birt	book	4	4
518	518	8	22	standing	telegially	teleporation	10	12
519	519	7	12	partner	composite	starls	9	6
520	520	7	9	holding	commented	sponger	9	7
521	521	6	2	upside	pentile	ension	7	6
522	522	4	143	down	recounts	shower	8	6
523	523	6	63	better	ase	archine	3	7
524	524	6	54	create	ales	lating	4	6
525	525	6	26	object	sillo	comminion	5	9
526	526	4	90	type	montress	strate	8	6
527	527	10	2	formatting	prictions	lands	9	5
528	528	4	23	link	cornish	part	7	4
529	529	6	27	letter	canton	remections	6	10
530	530	11	66	information	intection	controntine	9	11
531	531	10	2	stradivari	tramping	pashin	8	6
532	532	6	2	cellos	profective	heune	10	5
533	533	12	2	stradivarius	assassist	stater	9	6
534	534	7	1	davydov	surve	participated	5	12
535	535	5	306	later	loosing	attain	7	6
536	536	8	16	disaster	autumes	decations	7	9
537	537	5	78	space	surfer	contain	6	7
538	538	7	6	shuttle	streeth	clitis	7	6
539	539	10	2	challenger	stalled	attract	7	7
540	540	9	81	according	starmed	birt	7	4
541	541	9	15	tradition	containing	telegially	10	10
542	542	5	39	lines	suliga	composite	6	9
543	543	6	1	agiads	reguined	commented	8	9
544	544	11	1	eurypontids	sear	pentile	4	7
545	545	9	4	descended	bos	comminion	3	9
546	546	5	11	twins	tarding	recounts	7	8
547	547	11	1	eurysthenes	lite	ase	4	3
548	548	7	1	procles	neugradeship	ales	12	4
549	549	6	2	romney	augustal	sillo	8	5
550	550	6	19	junior	tries	montress	5	8
551	551	6	497	united	providence	prictions	10	9
552	552	6	458	states	sumping	cornish	7	7
553	553	7	30	senator	arrets	canton	6	6
554	554	4	7	utah	terrilite	intection	9	9
555	555	5	238	since	ara	tramping	3	8
556	556	10	1	hammerfall	photech	profective	7	10
557	557	5	40	heavy	pride	assassist	5	9
558	558	5	51	metal	boak	surve	4	5
559	559	5	144	power	pierce	loosing	6	7
560	560	10	1	gothenburg	general	autumes	7	7
561	561	7	25	lincoln	tienting	surfer	8	6
562	562	8	23	remained	mather	streeth	6	7
563	563	6	10	silent	angan	hand	5	4
564	564	5	606	about	provaly	stalled	7	7
565	565	3	1	csa	store	starmed	5	7
566	566	9	18	formation	beries	containing	6	10
567	567	5	205	until	communition	suliga	11	6
568	568	12	1	inauguration	artisian	reguined	8	8
569	569	8	6	stealing	solder	sear	6	4
570	570	10	12	classified	winger	bos	6	3
571	571	13	2	dissemination	sterna	tarding	6	7
572	572	5	41	crime	rase	lite	4	4
573	573	5	115	songs	sacas	neugradeship	5	12
574	574	9	2	marrakesh	patern	augustal	6	8
575	575	7	19	express	faminish	tries	8	5
576	576	5	11	suite	sale	providence	4	10
577	577	4	5	judy	explored	sumping	8	7
578	578	4	68	blue	bell	arrets	4	6
579	579	4	27	eyes	termith	terrilite	7	9
580	580	5	14	teach	peats	ara	5	3
581	581	4	66	your	burder	photech	6	7
582	582	8	160	children	barris	pride	6	5
583	583	4	26	ohio	contains	cance	8	5
584	584	7	18	protest	bote	boak	4	4
585	585	4	11	kent	substrate	pierce	9	6
586	586	9	1	shootings	manamina	general	8	7
587	587	5	112	early	wata	tienting	4	8
588	588	4	139	just	horlade	mather	7	6
589	589	1	312	i	broom	angan	5	5
590	590	6	76	movies	sare	bon	4	3
591	591	6	31	arthur	throught	provaly	8	7
592	592	6	1	privat	detended	store	8	5
593	593	3	9	des	colomoy	beries	7	6
594	594	5	5	vieux	wat	communition	3	11
595	595	3	7	cac	maro	artisian	4	8
596	596	9	28	singapore	tourican	solder	8	6
597	597	6	2	changi	discounts	winger	9	6
598	598	7	59	airport	are	sterna	3	6
599	599	5	5	congo	scarling	rase	8	4
600	600	5	223	river	michang	sacas	7	5
601	601	5	2	zaire	recained	patern	8	6
602	602	7	105	largest	sunders	faminish	7	8
603	603	6	89	africa	state	sale	5	4
604	604	5	301	three	pressural	explored	9	8
605	605	5	33	kinds	marches	bell	7	4
606	606	6	42	double	metres	termith	6	7
607	607	5	3	locks	lawe	peats	4	5
608	608	5	39	smith	armia	burder	5	6
609	609	6	4	wesson	sonador	barris	7	6
610	610	8	2	brochure	doice	counts	5	6
611	611	4	264	mesa	strowship	contains	9	8
612	612	4	1	ocns	shame	collecting	5	10
613	613	5	233	often	spailtent	bote	9	4
614	614	4	586	used	sould	substrate	5	9
615	615	9	13	wikipedia	pinta	manamina	5	8
616	616	8	1	wikidata	discontral	wata	10	4
617	617	5	192	great	barands	horlade	7	7
618	618	4	11	reef	bouth	broom	5	5
619	619	3	135	off	luther	sare	6	4
620	620	9	170	important	solem	throught	5	8
621	621	6	28	marine	comments	detended	8	8
622	622	7	7	habitat	crown	colomoy	5	7
623	623	4	189	four	cales	wat	5	3
624	624	10	16	opposition	convicting	maro	10	4
625	625	8	83	election	flash	tourican	5	8
626	626	7	48	brought	presents	discounts	8	9
627	627	11	13	opportunity	massassa	are	8	3
628	628	5	1	wulff	bead	scarling	4	8
629	629	6	144	become	contract	mont	8	4
630	630	5	82	prime	communise	michang	9	7
631	631	8	95	minister	honus	recained	5	8
632	632	5	16	cloud	contines	sunders	8	7
633	633	5	87	makes	prisoner	state	8	5
