	idx	natural_length	frequencies	natural	fcfs	caplan	fcfs_length	caplan_length
75	75	4	382	part	tentially	tentially	9	9
76	76	6	5	flores	fill	fill	4	4
77	77	9	2	woodlands	austrant	austrant	8	8
78	78	9	32	northwest	anabuth	anabuth	7	7
79	79	7	17	indiana	part	part	4	4
80	80	4	472	been	strip	strip	5	5
81	81	9	14	preserved	cornest	cornest	7	7
82	82	5	4	dunes	althandor	althandor	9	9
83	83	8	3	albanian	seare	seare	5	5
84	84	7	234	english	contribitation	contribitation	14	14
85	85	9	4	imaginary	angers	angers	6	6
86	86	7	226	usually	warder	warder	6	6
87	87	6	188	person	conterrorgental	conterrorgental	15	15
88	88	3	660	who	enterpers	enterpers	9	9
89	89	6	4	atopic	cants	cants	5	5
90	90	8	7	develops	state	state	5	5
91	91	8	3	allergic	carlone	carlone	7	7
92	92	8	1	rhinitis	motus	motus	5	5
93	93	5	889	which	strikes	strikes	7	7
94	94	7	12	affects	shane	shane	5	5
95	95	5	2	nasal	winding	winding	7	7
96	96	8	2	passages	mara	mara	4	4
97	97	3	2169	are	demi	demi	4	4
98	98	6	55	behind	supermanic	supermanic	10	10
99	99	4	16	nose	cantal	cantal	6	6
100	100	4	1512	they	partherant	partherant	10	10
101	101	4	512	more	constant	constant	8	8
102	102	6	36	likely	table	table	5	5
103	103	3	189	get	stanian	stanian	7	7
104	104	10	1	dermatitis	clandina	clandina	8	8
105	105	6	48	causes	sing	sing	4	4
106	106	4	42	skin	mart	mart	4	4
107	107	6	1	rashes	godester	godester	8	8
108	108	6	11	asthma	parane	parane	6	6
109	109	3	2	paw	stratical	stratical	9	9
110	110	6	6	patrol	sear	shart	4	5
111	111	2	260	us	communism	sear	9	4
112	112	12	34	distribution	learly	communism	6	9
113	113	2	81	co	content	learly	7	6
114	114	10	74	production	barlow	content	6	7
115	115	8	2	polygram	prevented	barlow	9	6
116	116	6	11	filmed	inficental	prevented	10	9
117	117	13	64	entertainment	mont	inficental	4	10
118	118	6	4	mutual	carra	mont	5	4
119	119	4	145	film	colons	carra	6	5
120	120	7	138	company	boy	colons	3	6
121	121	8	1	marubeni	pressing	boy	8	3
122	122	3	29	bbc	remane	pressing	6	8
123	123	5	67	films	segonal	remane	7	6
124	124	4	3	tele	tound	segonal	5	7
125	125	7	1	munchen	north	tound	5	5
126	126	6	1	gruppe	angert	north	6	5
127	127	7	1	nordisk	defention	angert	9	6
128	128	4	2	toho	expertive	defention	9	9
129	129	9	1	lionsgate	crows	expertive	5	9
130	130	11	16	distributed	subder	crows	6	5
131	131	3	8	blu	tentions	subder	8	6
132	132	3	39	ray	comparate	tentions	9	8
133	133	5	65	shown	scale	comparate	5	9
134	134	6	121	father	consume	scale	7	5
135	135	7	62	brother	serganism	consume	9	7
136	136	4	230	died	suppic	serganism	6	9
137	137	9	4	holocaust	musicondure	suppic	11	6
138	138	3	5	mol	preserve	musicondure	8	11
139	139	4	1	vidi	bristanism	preserve	10	8
140	140	5	1	koror	light	bristanism	5	10
141	141	3	853	had	continued	light	9	5
142	142	7	201	started	garated	continued	7	9
143	143	4	191	main	experiment	garated	10	7
144	144	5	259	group	constertal	experiment	10	10
145	145	4	129	five	houring	constertal	7	10
146	146	3	45	tom	simple	houring	6	7
147	147	3	11	ian	ther	simple	4	6
148	148	5	3	gregg	lee	ther	3	4
149	149	4	1	jenn	transcorting	lee	12	3
150	150	5	8	katie	transpire	transcorting	9	12
151	151	5	140	those	firu	transpire	4	9
152	152	7	55	outside	stack	firu	5	4
153	153	3	44	saw	charricle	stack	9	5
154	154	4	379	them	burning	charricle	7	9
155	155	6	13	threat	anthropology	burning	12	7
156	156	4	1159	were	pears	anthropology	5	12
157	157	4	80	able	brought	pears	7	5
158	158	5	41	break	win	brought	3	7
159	159	4	15	logo	sele	win	4	3
160	160	3	2837	for	cominect	sele	8	4
161	161	6	264	league	resenacy	cominect	8	8
162	162	7	17	legends	stending	resenacy	8	8
163	163	5	18	sweet	marthan	stending	7	8
164	164	4	14	wine	lase	marthan	4	7
165	165	3	795	can	sengated	lase	8	4
166	166	2	1078	be	carricularies	sengated	13	8
167	167	5	53	added	esting	carricularies	6	13
168	168	6	1	batter	cruss	esting	5	6
169	169	1	55	v	solarded	cruss	8	5
170	170	4	80	type	protect	solarded	7	8
171	171	8	8	asteroid	grout	protect	5	7
172	172	6	1	kollaa	controller	grout	10	5
173	173	10	10	determined	lither	controller	6	10
174	174	11	11	composition	scue	lither	4	6
175	175	4	3	akin	continent	scue	9	4
176	176	8	1	cumulate	proteching	continent	10	9
177	177	7	1	eucrite	divide	proteching	6	10
178	178	10	4	meteorites	brood	divide	5	6
179	179	10	1	indicating	start	brood	5	5
180	180	3	613	its	pandson	start	7	5
181	181	6	31	origin	sean	pandson	4	7
182	182	4	26	deep	thind	sean	5	4
183	183	6	89	within	preference	thind	10	5
184	184	6	1	vestas	dimanistant	preference	11	10
185	185	5	9	crust	monary	dimanistant	6	11
186	186	6	2	cheval	sunstribute	monary	11	6
187	187	5	7	blanc	castine	sunstribute	7	11
188	188	6	6	justin	interlement	castine	11	7
189	189	3	2	sax	farre	interlement	5	11
190	190	4	597	some	bad	farre	3	5
191	191	7	3	marathi	push	bad	4	3
192	192	8	67	official	stakes	push	6	4
193	193	5	323	state	attrently	stakes	9	6
194	194	11	5	maharashtra	singhous	attrently	8	9
195	195	5	314	where	carton	singhous	6	8
196	196	9	3	bollywood	struke	carton	6	6
197	197	7	39	located	challenged	struke	10	6
198	198	3	19	jsl	datence	challenged	7	10
199	199	8	82	division	patents	datence	7	7
200	200	4	47	mary	spirity	patents	7	7
201	201	14	1	wollstonecraft	carcentaine	spirity	11	7
202	202	8	1	martians	singhan	carcentaine	7	11
203	203	7	4	emerged	calel	part	5	4
204	204	6	32	object	intrust	singhan	7	7
205	205	8	31	attacked	sago	calel	4	5
206	206	5	116	using	mirries	intrust	7	7
207	207	4	37	heat	sidly	sago	5	4
208	208	6	382	during	laters	mirries	6	7
209	209	4	139	next	charn	sidly	5	5
210	210	12	1	interruption	plattery	laters	8	6
211	211	8	52	followed	admande	charn	7	5
212	212	2	2166	by	stake	plattery	5	8
213	213	5	13	rapid	caro	admande	4	7
214	214	6	264	series	pattern	continent	7	9
215	215	4	43	news	constance	stake	9	5
216	216	7	12	reports	computing	caro	9	4
217	217	10	6	describing	distendary	pattern	10	7
218	218	11	2	devastating	titues	constance	6	9
219	219	5	9	alien	extral	computing	6	9
220	220	8	21	invasion	lanks	distendary	5	10
221	221	6	40	taking	earration	titues	9	6
222	222	5	208	place	contreased	extral	10	6
223	223	6	71	across	man	lanks	3	5
224	224	6	514	united	perkin	earration	6	9
225	225	6	455	states	barman	contreased	6	10
226	226	5	512	world	reconding	man	9	3
227	227	4	739	many	indianatian	perkin	11	6
228	228	6	911	people	sting	barman	5	6
229	229	7	135	members	partalley	reconding	9	9
230	230	11	22	continental	platty	indianatian	6	11
231	231	8	45	congress	transpance	sting	10	5
232	232	9	170	important	consultrative	partalley	13	9
233	233	4	41	ones	saulls	platty	6	6
234	234	8	14	benjamin	celenative	transpance	10	10
235	235	8	18	franklin	sicks	consultrative	5	13
236	236	4	251	john	carnon	saulls	6	6
237	237	5	18	adams	searn	celenative	5	10
238	238	6	76	thomas	disteries	sicks	9	5
239	239	9	18	jefferson	galls	carnon	5	6
240	240	7	3	hancock	carinal	searn	7	5
241	241	5	29	roger	browshing	disteries	9	9
242	242	7	11	sherman	raine	galls	5	5
243	243	3	22	jay	fall	carinal	4	7
244	244	5	270	while	mare	browshing	4	9
245	245	2	2599	he	preaser	communicate	7	11
246	246	4	110	away	track	state	5	5
247	247	7	16	harvard	appering	raine	8	5
248	248	10	13	supporters	dominical	fall	9	4
249	249	9	22	organized	seculor	mare	7	4
250	250	8	9	protests	wilders	preaser	7	7
251	251	7	197	against	dampther	track	8	5
252	252	8	2	harvards	subs	appering	4	8
253	253	4	18	lack	bearley	dominical	7	9
254	254	6	12	racial	constinued	seculor	10	7
255	255	9	11	diversity	altengerate	wilders	11	7
256	256	7	15	classes	sating	dampther	6	8
257	257	7	29	student	shope	subs	5	4
258	258	4	150	body	maters	bearley	6	7
259	259	8	14	teachers	leone	constinued	5	10
260	260	7	6	ricardo	consilitity	altengerate	11	11
261	261	5	2	zonta	slade	continued	5	9
262	262	12	1	multipurpose	need	sating	4	6
263	263	7	1	frigate	chiller	shope	7	5
264	264	8	1	breisgau	thiller	maters	7	6
265	265	15	1	hochschwarzwald	natural	leone	7	5
266	266	7	31	library	carrow	consilitity	6	11
267	267	5	148	began	ligines	slade	7	5
268	268	7	9	tobacco	pants	need	5	4
269	269	4	47	room	commonts	chiller	8	7
270	270	6	116	former	counted	thiller	7	7
271	271	10	3	rothschild	marronth	natural	8	7
272	272	6	69	served	stop	line	4	4
273	273	6	7	bombed	supperiments	carrow	12	6
274	274	10	243	university	payents	ligines	7	7
275	275	13	3	accommodation	perpose	pants	7	5
276	276	6	37	widely	stinger	commonts	7	8
277	277	10	49	recognized	marchip	slade	7	5
278	278	2	35	un	interented	counted	10	7
279	279	6	143	member	contervention	marronth	13	8
280	280	8	16	baseball	losion	stop	6	4
281	281	10	18	basketball	subcart	supperiments	7	12
282	282	3	129	men	charne	payents	6	7
283	283	5	134	women	tentic	perpose	6	7
284	284	5	44	cross	lound	stinger	5	7
285	285	7	174	country	barn	marchip	4	7
286	286	8	170	football	emplicy	interented	7	10
287	287	4	17	golf	therna	contervention	6	13
288	288	10	6	gymnastics	suffer	lither	6	6
289	289	6	27	soccer	montine	losion	7	6
290	290	8	1	softball	marry	subcart	5	7
291	291	8	18	swimming	entine	charne	6	6
292	292	6	5	diving	faction	tentic	7	6
293	293	6	22	tennis	scanes	lound	6	5
294	294	10	1	volleyball	corchester	barn	10	4
295	295	5	201	water	contine	emplicy	7	7
296	296	4	6	polo	discorce	therna	8	6
297	297	4	668	when	tours	suffer	5	6
298	298	7	23	belgium	stalling	montine	8	7
299	299	6	347	became	carrientral	marry	11	5
300	300	11	61	independent	continental	entine	11	6
301	301	11	35	netherlands	constature	faction	10	7
302	302	4	147	land	archippe	scanes	8	6
303	303	5	35	dutch	instant	corchester	7	10
304	304	4	96	side	birting	contine	7	7
305	305	7	23	belgian	ferries	discorce	7	8
306	306	7	33	jackson	carels	continent	6	9
307	307	3	248	won	comprearation	tours	13	5
308	308	6	10	talent	section	stalling	7	8
309	309	7	20	contest	provincial	start	10	5
310	310	2	1618	at	belen	carrientral	5	11
311	311	4	232	high	particians	continental	10	11
312	312	6	194	school	compential	constature	10	10
313	313	4	13	gary	arbaron	archippe	7	8
314	314	8	240	anderson	mearchine	instant	9	7
315	315	4	229	mesa	tachine	birting	7	7
316	316	5	709	there	subachist	ferries	9	7
317	317	3	872	she	suppical	carels	8	6
318	318	6	63	helped	gines	comprearation	5	13
319	319	5	146	black	mane	section	4	7
320	320	4	149	just	normal	provincial	6	10
321	321	7	15	escaped	productionic	belen	12	5
322	322	7	27	slavery	sell	particians	4	10
323	323	3	25	pro	exication	compential	9	10
324	324	9	45	wrestling	consteration	arbaron	12	7
325	325	11	4	illustrated	experised	mearchine	9	9
326	326	6	20	ranked	siton	tachine	5	7
327	327	3	142	top	creating	subachist	8	9
328	328	7	61	singles	capely	suppical	6	8
329	329	9	6	wrestlers	ballower	gines	8	5
330	330	3	2	pwi	marmen	mane	6	4
331	331	6	1	ullevi	surseand	normal	8	6
332	332	10	2	gothenburg	night	productionic	5	12
333	333	6	19	sweden	marie	sell	5	4
334	334	4	141	town	steed	exication	5	9
335	335	6	6	arcade	song	consteration	4	12
336	336	9	1	methodist	fines	experised	5	9
337	337	6	1	hymnal	surgender	siton	9	5
338	338	8	36	contains	pinch	creating	5	8
339	339	4	203	what	surce	capely	5	6
340	340	5	16	calls	count	ballower	5	8
341	341	10	1	ecumenical	substantly	marmen	10	6
342	342	7	80	version	sealing	surseand	7	8
343	343	5	5	creed	bullon	night	6	5
344	344	9	35	professor	marcher	marie	7	5
345	345	6	159	london	calent	steed	6	5
346	346	4	14	hugh	stats	song	5	4
347	347	1	77	d	bein	fines	4	5
348	348	5	6	beard	continents	surgender	10	9
349	349	1	139	m	altendance	pinch	10	5
350	350	1	173	s	coss	surce	4	5
351	351	8	1	velappan	newe	count	4	5
352	352	9	2	shameless	conternuly	substantly	10	10
353	353	7	13	sisters	capped	sealing	6	7
354	354	4	6	deaf	piness	bullon	6	6
355	355	4	71	uses	promance	marcher	8	7
356	356	8	412	american	find	calent	4	6
357	357	4	21	sign	parring	stats	7	5
358	358	10	3	specialist	supplared	constance	9	9
359	359	4	128	take	scrupt	bein	6	4
360	360	5	852	their	provence	continents	8	10
361	361	9	2	complaint	preserved	altendance	9	10
362	362	10	1	videophone	revise	coss	6	4
363	363	2	364	so	resparent	newe	9	4
364	364	3	125	see	test	discription	4	11
365	365	4	238	each	runing	conternuly	6	10
366	366	5	736	other	contreating	capped	11	6
367	367	4	212	back	conderence	piness	10	6
368	368	5	11	forth	regal	promance	5	8
369	369	8	3	informed	enter	find	5	4
370	370	10	8	discussion	interesting	parring	11	7
371	371	8	7	dialogue	patten	supplared	6	9
372	372	5	148	based	reacting	scrupt	8	6
373	373	4	240	both	carro	provence	5	8
374	374	10	33	scientific	burder	preserved	6	9
375	375	4	50	case	monetor	revise	7	6
376	376	13	10	understanding	cateristan	resparent	10	9
377	377	6	114	public	starks	test	6	4
378	378	11	1	stakeholder	travelled	runing	9	6
379	379	5	19	views	desitor	contreating	7	11
380	380	4	50	jack	companitions	conderence	12	10
381	381	9	13	continues	continue	regal	8	5
382	382	6	5	pursue	bellow	enter	6	5
383	383	4	34	kong	marley	interesting	6	11
384	384	6	1	denham	applanitation	patten	13	6
385	385	7	14	returns	athenic	reacting	7	8
386	386	7	50	village	nutters	carro	7	5
387	387	9	1	englehorn	alexian	burder	7	6
388	388	9	26	remaining	lage	monetor	4	7
389	389	7	1	crewmen	lowed	cateristan	5	10
390	390	7	9	waiting	baller	starks	6	6
391	391	5	195	large	morting	travelled	7	9
392	392	5	38	piece	turnally	desitor	8	7
393	393	5	13	cloth	provised	companitions	8	12
394	394	4	7	wool	sunder	continue	6	8
395	395	7	38	captain	diverse	bellow	7	6
396	396	9	1	zoraxwolf	honor	marley	5	6
397	397	5	1	jaxon	larration	applanitation	9	13
398	398	3	46	job	promote	athenic	7	7
399	399	6	26	growth	marta	nutters	5	7
400	400	4	20	rate	alterbrie	alexian	9	7
401	401	8	1	sharmila	statual	lage	7	4
402	402	5	22	tries	contribute	lowed	10	5
403	403	11	3	emotionally	astanisation	baller	12	6
404	404	9	3	blackmail	strong	morting	6	7
405	405	3	3	sai	naried	turnally	6	8
406	406	3	154	end	energe	provised	6	8
407	407	2	409	up	strumus	sunder	7	6
408	408	7	3	arguing	will	diverse	4	7
409	409	9	30	champions	genero	honor	6	5
410	410	5	82	stage	difference	larration	10	9
411	411	4	1419	this	consental	promote	9	7
412	412	11	2	withdrawing	norder	marta	6	5
413	413	7	183	british	consul	alterbrie	6	9
414	414	4	4	blew	minus	statual	5	7
415	415	10	6	ammunition	hone	contribute	4	10
416	416	6	12	supply	tallassa	astanisation	8	12
417	417	5	1	pikes	marcha	strong	6	6
418	418	6	30	troops	stip	naried	4	6
419	419	3	107	got	caried	mare	6	4
420	420	5	69	close	ention	energe	6	6
421	421	4	47	fort	nagour	strumus	6	7
422	422	4	201	york	promishing	will	10	4
423	423	4	98	held	shore	genero	5	6
424	424	5	121	april	soloid	difference	6	10
425	425	6	1	dunkin	carrich	consental	7	9
426	426	6	1	donuts	bouther	norder	7	6
427	427	6	121	center	supplu	consul	6	6
428	428	10	6	providence	butles	minus	6	5
429	429	5	7	rhode	related	hone	7	4
430	430	6	136	island	statt	tallassa	5	8
431	431	9	6	editorial	percepitay	marcha	10	6
432	432	6	37	nature	sental	stip	6	4
433	433	7	4	remarks	errous	caried	6	6
434	434	6	15	beyond	contance	ention	8	6
435	435	4	7	pale	protoman	nagour	8	6
436	436	6	12	worker	alphrame	promishing	8	10
437	437	4	587	used	permict	shore	7	5
438	438	7	37	produce	trais	soloid	5	6
439	439	6	8	output	bare	carrich	4	7
440	440	4	367	than	gull	bouther	4	7
441	441	6	278	before	monton	supplu	6	6
442	442	4	397	then	garruss	butles	7	6
443	443	6	83	having	faller	related	6	7
444	444	5	32	doing	facting	statt	7	5
445	445	3	182	any	compose	percepitay	7	10
446	446	12	2	productively	destrituency	sental	12	6
447	447	11	1	inefficient	translations	errous	12	6
448	448	6	1	zeynep	contreastruct	hone	13	4
449	449	7	1	korkmaz	liferan	contance	7	8
450	450	7	100	capital	burles	protoman	6	8
451	451	5	1	bugey	stard	alphrame	5	8
452	452	5	1	pagus	faces	permict	5	7
453	453	11	1	bellicensis	contreacted	trais	11	5
454	454	10	15	historical	contain	bare	7	4
455	455	6	118	region	active	gull	6	4
456	456	3	1	ain	religional	monton	10	6
457	457	7	309	between	foureal	garruss	7	7
458	458	4	4	lyon	annastant	faller	9	6
459	459	6	13	geneva	methomism	facting	9	7
460	460	6	2	leadii	stade	compose	5	7
461	461	7	6	sulfide	chomoses	destrituency	8	12
462	462	4	1	jisr	pold	translations	4	12
463	463	3	9	ash	seeds	ball	5	4
464	464	6	1	shugur	scrots	contreastruct	6	13
465	465	8	34	communes	series	liferan	6	7
466	466	14	54	arrondissement	starts	burles	6	6
467	467	11	30	inhabitants	bullings	stard	8	5
468	468	6	49	winter	laustan	faces	7	5
469	469	5	71	coast	beaned	contreacted	6	11
470	470	8	9	performs	solleth	contain	7	7
471	471	4	30	solo	invention	active	9	6
472	472	6	46	artist	senting	religional	7	10
473	473	7	57	actress	whitten	foureal	7	7
474	474	6	71	movies	open	annastant	4	9
475	475	10	140	television	barter	parting	6	7
476	476	4	480	city	sour	methomism	4	9
477	477	8	114	province	some	stade	4	5
478	478	7	1	badulla	bergent	chomoses	7	8
479	479	4	14	acts	solvico	pold	7	4
480	480	5	2	relay	tar	colons	3	6
481	481	7	118	station	lin	seeds	3	5
482	482	9	4	gathering	gassic	consental	6	9
483	483	5	21	sense	text	scrots	4	6
484	484	11	66	information	dorald	series	6	6
485	485	3	583	all	pilles	starts	6	6
486	486	5	40	kinds	learry	bullings	6	8
487	487	6	26	except	chambier	laustan	8	7
488	488	9	2	olfactory	chairs	beaned	6	6
489	489	6	17	passes	laust	solleth	5	7
490	490	8	4	cerebral	ordination	invention	10	9
491	491	6	4	cortex	reard	senting	5	7
492	492	6	1	colons	lance	whitten	5	7
493	493	3	434	may	reacher	open	7	4
494	494	6	21	sounds	stape	barter	5	6
495	495	5	4	click	alphanne	sour	8	4
496	496	7	23	painted	matters	some	7	4
497	497	13	1	veilalexandre	pine	bergent	4	7
498	498	7	2	desplat	strigned	solvico	8	7
499	499	6	10	tunnel	lan	constature	3	10
500	500	6	8	vision	wielding	patten	8	6
501	501	4	408	very	poperations	part	11	4
502	502	4	59	hard	traval	tar	6	3
503	503	4	32	save	instatue	lin	8	3
504	504	4	13	palm	mack	gassic	4	6
505	505	5	23	seeds	transination	text	12	4
506	506	7	460	because	metric	dorald	6	6
507	507	6	118	killed	wall	pilles	4	6
508	508	7	9	cooling	secong	learry	6	6
509	509	6	34	normal	barkers	chambier	7	8
510	510	3	216	way	states	chairs	6	6
511	511	7	16	keeping	berrond	laust	7	5
512	512	4	30	rare	ender	ordination	5	10
513	513	6	47	future	explosive	reard	9	5
514	514	7	82	changed	lining	lance	6	5
515	515	4	319	name	finated	reacher	7	7
516	516	6	3	clarke	halen	stape	5	5
517	517	9	16	travelled	futtle	alphanne	6	8
518	518	6	211	around	straig	matters	6	7
519	519	6	108	europe	dubertary	pine	9	4
520	520	9	6	returning	propest	strigned	7	8
521	521	4	166	home	conductions	lan	11	3
522	522	6	26	twenty	crompet	wielding	7	8
523	523	5	387	years	macconi	poperations	7	11
524	524	7	1	sahalee	regive	continental	6	11
525	525	4	142	club	bell	continental	4	11
526	526	8	343	national	double	traval	6	6
527	527	6	28	annual	trans	instatue	5	8
528	528	10	8	projection	react	mack	5	4
529	529	6	3	mccall	preservet	transination	9	12
530	530	5	80	taken	tall	metric	4	6
531	531	8	4	shepherd	sout	wall	4	4
532	532	5	1	irvin	turn	secong	4	6
533	533	3	144	own	minense	barkers	7	7
534	534	5	167	house	dentines	states	8	6
535	535	6	1	eustis	commanication	berrond	13	7
536	536	7	53	florida	grature	ender	7	5
537	537	6	20	hidden	carrian	explosive	7	9
538	538	8	3	basement	arguely	lining	7	6
539	539	6	72	mostly	contertines	finated	11	7
540	540	9	16	caribbean	distract	halen	8	5
541	541	5	101	lived	magara	futtle	6	6
542	542	13	1	impressionism	lim	straig	3	6
543	543	7	7	debussy	hotestean	dubertary	9	9
544	544	8	15	achieved	charroid	propest	8	7
545	545	7	202	through	perculor	conductions	8	11
546	546	6	229	number	proception	crompet	10	7
547	547	5	155	means	externon	macconi	8	7
548	548	7	10	overall	bars	regive	4	6
549	549	3	1	aim	constated	bell	9	4
550	550	6	4	weaken	minithers	double	9	6
551	551	12	1	teleological	subseated	trans	9	5
552	552	7	21	purpose	interiator	react	10	5
553	553	6	14	driven	montains	preservet	8	9
554	554	8	2	harmonic	month	tall	5	4
555	555	9	30	structure	pupply	sout	6	4
556	556	9	19	classical	marrary	turn	7	4
557	557	10	5	functional	really	minense	6	7
558	558	7	105	western	banked	dentines	6	8
559	559	7	2	harmony	mayart	commanication	6	13
560	560	7	3	garrett	overse	grature	6	7
561	561	7	44	retired	commersal	carrian	9	7
562	562	8	82	election	thower	arguely	6	7
563	563	8	1	jpgmouth	rough	contertines	5	11
564	564	7	1	pescara	rase	distract	4	8
565	565	5	304	river	routing	magara	7	6
566	566	4	44	true	breaturn	lim	8	3
567	567	4	4	owls	fell	hotestean	4	9
568	568	5	205	found	pattens	charroid	7	8
569	569	5	116	every	bene	perculor	4	8
570	570	9	13	continent	march	proception	5	10
571	571	10	8	antarctica	survives	externon	8	8
572	572	5	2	telus	abartharis	bars	10	4
573	573	8	2	stylized	perministed	constated	11	9
574	574	7	42	justice	nide	minithers	4	9
575	575	11	52	development	constructions	subseated	13	9
576	576	5	214	party	stand	interiator	5	10
577	577	4	70	need	seels	montains	5	8
578	578	6	6	cooler	examplic	month	8	5
579	579	11	38	temperature	dancifical	pupply	10	6
580	580	6	78	inside	partain	marrary	7	7
581	581	5	130	order	captile	really	7	6
582	582	4	276	make	strike	banked	6	6
583	583	5	6	sperm	arian	mayart	5	6
584	584	10	1	bramblepaw	rockers	overse	7	6
585	585	10	1	tigerstars	manger	commersal	6	9
586	586	3	114	son	cambing	thower	7	6
587	587	8	74	received	companeting	rough	11	5
588	588	7	13	warrior	suparters	rase	9	4
589	589	11	1	brambleclaw	restance	routing	8	7
590	590	5	39	youth	direct	breaturn	6	8
591	591	5	165	award	cararies	fell	8	4
592	592	5	186	small	marrity	pattens	7	7
593	593	6	19	statue	anderson	bene	8	4
594	594	6	15	looked	elivery	march	7	5
595	595	4	393	like	continuently	survives	12	8
596	596	7	67	academy	barning	abartharis	7	10
597	597	14	1	counterfeiting	challenger	perministed	10	11
598	598	6	8	apples	anthersor	nide	9	4
599	599	10	12	philosophy	telenda	constructions	7	13
600	600	7	1	mindset	clan	stand	4	5
601	601	5	716	after	breating	barter	8	6
602	602	6	54	moving	almarria	seels	8	5
603	603	7	1	leeward	stries	examplic	6	8
604	604	7	88	islands	almount	dancifical	7	10
605	605	4	18	earl	proceding	partain	9	7
606	606	10	6	downgraded	perpeters	captile	9	7
607	607	8	35	category	transtication	strike	13	6
608	608	9	65	hurricane	samour	arian	6	5
609	609	3	89	due	comperation	rockers	11	7
610	610	7	71	changes	ralimar	manger	7	6
611	611	7	2	eyewall	discovers	cambing	9	7
612	612	5	100	storm	cannisonal	companeting	10	11
613	613	9	5	recurring	supperimance	suparters	12	9
614	614	4	94	role	stilt	suffer	5	6
615	615	6	168	season	storman	restance	7	8
616	616	9	173	including	relators	direct	8	6
617	617	6	37	double	regenor	cararies	7	8
618	618	7	25	winners	lenne	marrity	5	7
619	619	12	3	bandaranaike	expline	related	7	7
620	620	6	24	stayed	romental	anderson	8	8
621	621	6	71	leader	berion	state	6	5
622	622	4	1	slfp	anonona	elivery	7	7
623	623	7	31	despite	balles	continuently	6	12
624	624	6	16	losing	mared	barning	5	7
625	625	7	149	general	pull	challenger	4	10
