	idx	natural_length	frequencies	natural	fcfs	caplan	fcfs_length	caplan_length
61	61	1	7854	a	peats	peats	5	5
62	62	6	8	tucker	spreaded	spreaded	8	8
63	63	2	2663	he	particians	particians	10	10
64	64	6	47	friend	collection	collection	10	10
65	65	5	4	willy	suggest	suggest	7	7
66	66	6	1	brandt	carion	carion	6	6
67	67	8	3	sekhemre	stranged	stranged	8	8
68	68	9	1	sementawy	hamis	hamis	5	5
69	69	7	1	djehuti	sue	sue	3	3
70	70	7	4	hershey	arger	arger	5	5
71	71	11	46	established	contraction	contraction	11	11
72	72	2	12	ms	feasure	feasure	7	7
73	73	10	32	foundation	word	word	4	4
74	74	7	51	private	clast	clast	5	5
75	75	10	3	charitable	branchel	branchel	8	8
76	76	4	2307	that	tenna	tenna	5	5
77	77	8	24	provides	marres	marres	6	6
78	78	11	12	educational	saring	saring	6	6
79	79	8	37	cultural	canding	canding	7	7
80	80	13	1	opportunities	bradistant	bradistant	10	10
81	81	3	2818	for	indant	indant	6	6
82	82	9	7	residents	serevated	serevated	9	9
83	83	1	191	e	beatures	beatures	8	8
84	84	1	167	w	reprofessor	reprofessor	11	11
85	85	4	76	elst	plan	plan	4	4
86	86	6	7	talent	adver	adver	5	5
87	87	5	56	latin	lass	lass	4	4
88	88	8	1	talentum	replaced	replaced	8	8
89	89	4	1870	from	princes	princes	7	7
90	90	7	85	ancient	brian	brian	5	5
91	91	5	70	greek	holaur	holaur	6	6
92	92	5	26	scale	speaks	speaks	6	6
93	93	7	10	balance	revoluted	revoluted	9	9
94	94	2	1278	an	proper	proper	6	6
95	95	4	37	unit	interemance	interemance	11	11
96	96	4	42	mass	fines	fines	5	5
97	97	6	12	wright	comparation	comparation	11	11
98	98	8	27	brothers	intermants	intermants	10	10
99	99	5	10	fixed	prove	prove	5	5
100	100	7	64	problem	prosticution	prosticution	12	12
101	101	2	2247	by	samuag	samuag	6	6
102	102	9	1	inventing	barnield	barnield	8	8
103	103	7	89	control	promosomed	promosomed	10	10
104	104	8	7	surfaces	senth	senth	5	5
105	105	6	1	rudder	ear	ear	3	3
106	106	5	379	would	shillines	shillines	9	9
107	107	4	214	work	partially	partially	9	9
108	108	3	138	air	foredia	foredia	7	7
109	109	7	17	germans	communication	communication	13	13
110	110	4	193	left	namina	namina	6	6
111	111	6	1	troina	part	part	4	4
112	112	5	318	later	corne	corne	5	5
113	113	5	87	night	salded	salded	6	6
114	114	7	455	because	ten	ten	3	3
115	115	5	11	foods	call	call	4	4
116	116	8	2	shortage	poller	poller	6	6
117	117	6	19	austin	chanage	chanage	7	7
118	118	6	5	dillon	substract	substract	9	9
119	119	4	311	team	product	product	7	7
120	120	10	23	represents	burband	burband	7	7
121	121	4	473	city	very	very	4	4
122	122	6	4	lahore	chell	chell	5	5
123	123	7	63	founded	supporting	supporting	10	10
124	124	1	131	c	portanting	portanting	10	10
125	125	1	145	m	stream	stream	6	6
126	126	8	1	olmstead	resurved	resurved	8	8
127	127	7	2	curious	ford	ford	4	4
128	128	8	8	tanzania	camount	camount	7	7
129	129	8	27	launched	beleene	beleene	7	7
130	130	6	274	played	climes	climes	6	6
131	131	5	166	japan	cand	cand	4	4
132	132	8	365	national	march	march	5	5
133	133	1	120	t	hard	hard	4	4
134	134	8	3	smirnova	conston	conston	7	7
135	135	5	1	ennis	extrated	extrated	8	8
136	136	3	28	del	ado	ado	3	3
137	137	3	5	mar	alling	alling	6	6
138	138	5	6	heath	altano	altano	6	6
139	139	6	2	ledger	pather	pather	6	6
140	140	4	60	jack	eature	eature	6	6
141	141	5	6	twist	garler	garler	6	6
142	142	4	9	jake	consecuted	consecuted	10	10
143	143	10	1	gyllenhaal	persion	persion	7	7
144	144	5	9	hired	paratoric	paratoric	9	9
145	145	3	42	joe	campol	campol	6	6
146	146	7	1	aguirre	suppeared	suppeared	9	9
147	147	5	10	randy	ordinate	ordinate	8	8
148	148	5	4	quaid	prodiction	prodiction	10	10
149	149	6	1	astoun	bores	bores	5	5
150	150	5	217	river	engly	engly	5	5
151	151	2	2713	it	matter	matter	6	6
152	152	4	359	part	comployed	comployed	9	9
153	153	6	26	speech	station	station	7	7
154	154	7	1	henisch	proministrate	proministrate	13	13
155	155	7	2	bridget	mote	mote	4	4
156	156	3	11	ann	trass	trass	5	5
157	157	4	33	fast	moncle	moncle	6	6
158	158	5	1	feast	mather	mather	6	6
159	159	4	106	food	polity	polity	6	6
160	160	8	16	medieval	rack	rack	4	4
161	161	7	57	society	defeated	defeated	8	8
162	162	3	1478	his	clase	clase	5	5
163	163	3	115	son	perection	perection	9	9
164	164	6	122	killed	terman	terman	6	6
165	165	8	36	fighting	resignation	resignation	11	11
166	166	5	500	world	constants	constants	9	9
167	167	3	285	war	losse	losse	5	5
168	168	2	144	ii	peaks	peaks	5	5
169	169	10	24	historical	tenders	tenders	7	7
170	170	9	2	gilgamesh	marches	marches	7	7
171	171	3	833	had	nettern	nettern	7	7
172	172	4	220	died	decase	decase	6	6
173	173	9	19	centuries	deprement	deprement	9	9
174	174	7	34	earlier	charlo	charlo	6	6
175	175	6	287	before	threatrated	threatrated	11	11
176	176	4	13	epic	partical	partical	8	8
177	177	8	51	recorded	angs	angs	4	4
178	178	4	304	kitt	experior	experior	8	8
179	179	4	332	peak	showed	showed	6	6
180	180	5	290	music	manches	manches	7	7
181	181	5	251	often	cated	cated	5	5
182	182	10	17	influenced	arth	arth	4	4
183	183	4	17	jazz	lando	lando	5	5
184	184	12	1	polytonality	possions	possions	8	8
185	185	4	525	more	telever	telever	7	7
186	186	4	378	than	produce	produce	7	7
187	187	3	957	one	lien	lien	4	4
188	188	3	27	key	depend	depend	6	6
189	189	2	1563	at	mays	mays	4	4
190	190	4	112	once	particial	particial	9	9
191	191	6	620	called	marchia	marchia	7	7
192	192	4	8	silk	sator	sator	5	5
193	193	9	4	screening	campromical	campromical	11	11
194	194	5	5	cloth	fore	fore	4	4
195	195	7	188	usually	comported	comported	9	9
196	196	5	123	short	bamps	bamps	5	5
197	197	4	176	film	eara	eara	4	4
198	198	8	1	daeseong	cheater	cheater	7	7
199	199	4	7	dong	contrained	contrained	10	10
200	200	12	11	administered	resort	resort	6	6
201	201	5	209	under	constructing	constructing	12	12
202	202	5	34	terms	barresting	barresting	10	10
203	203	3	3	dmz	programmed	programmed	10	10
204	204	6	2	barney	lands	lands	5	5
205	205	7	57	friends	hallon	hallon	6	6
206	206	6	2	slavic	permanys	permanys	8	8
207	207	4	136	help	professor	professor	9	9
208	208	9	2	varangian	complicated	complicated	11	11
209	209	6	4	squads	sulter	sulter	6	6
210	210	5	31	whose	broma	broma	5	5
211	211	5	82	force	demon	demon	5	5
212	212	4	592	used	portain	portain	7	7
213	213	9	4	integrate	extrainment	extrainment	11	11
214	214	8	46	separate	ang	ang	3	3
215	215	6	20	tribes	interstorator	interstorator	13	13
216	216	5	884	their	defered	defered	7	7
217	217	5	25	lands	consented	resurved	9	8
218	218	4	499	into	sparent	consented	7	9
219	219	8	36	powerful	traving	sparent	7	7
220	220	4	115	held	considered	reports	10	7
221	221	6	11	plasma	bear	prover	4	6
222	222	9	2	distilled	haw	traving	3	7
223	223	4	10	pure	provension	considered	10	10
224	224	5	226	water	tenal	bear	5	4
225	225	8	5	cossacks	formally	haw	8	3
226	226	4	45	kept	burn	provension	4	10
227	227	7	2	itelmen	brillers	tenal	8	5
228	228	6	35	slaves	guest	formally	5	8
229	229	3	623	all	midge	burn	5	4
230	230	7	41	matches	mallin	brillers	6	8
231	231	6	27	scored	commote	guest	7	5
232	232	5	40	goals	recrate	midge	7	5
233	233	5	811	first	many	mallin	4	6
234	234	5	119	match	defended	commote	8	7
235	235	12	1	quarterfinal	tourns	constants	6	9
236	236	8	269	anderson	clark	recrate	5	7
237	237	4	252	mesa	renetts	many	7	4
238	238	7	60	chicago	sociate	defended	7	8
239	239	5	143	black	sharm	tourns	5	6
240	240	5	12	hawks	conternation	clark	12	5
241	241	6	496	united	care	renetts	4	7
242	242	8	51	congress	commonstration	sociate	14	7
243	243	10	2	geocentric	burgest	sharm	7	5
244	244	5	61	model	harm	conternation	4	12
245	245	8	21	accepted	streated	care	8	4
246	246	7	113	western	land	commonstration	4	14
247	247	5	635	about	do	burgest	2	7
248	248	3	607	two	colling	harm	7	4
249	249	8	13	thousand	reployation	streated	11	8
250	250	5	404	years	reliminal	land	9	4
251	251	5	189	until	mary	do	4	2
252	252	10	3	copernicus	earn	colling	4	7
253	253	7	3	revived	roches	reployation	6	11
254	254	11	1	aristarchus	commonisted	reliminal	11	9
255	255	6	42	theory	condication	mary	11	4
256	256	3	68	sun	earth	earn	5	4
257	257	6	29	placed	drick	roches	5	6
258	258	6	119	center	fluake	commonisted	6	11
259	259	5	16	solar	communition	condication	11	11
260	260	6	184	system	succession	earth	10	5
261	261	9	149	september	minicalled	drick	10	5
262	262	8	90	tropical	barnate	fluake	7	6
263	263	5	87	storm	commanded	communition	9	11
264	264	7	1	hermine	hart	succession	4	10
265	265	3	54	hit	brone	minicalled	5	10
266	266	8	89	southern	reproduce	barnate	9	7
267	267	5	49	texas	saten	commanded	5	9
268	268	5	242	while	seant	hart	5	4
269	269	6	23	coming	restorm	brone	7	5
270	270	2	251	us	sales	reproduce	5	9
271	271	6	54	mexico	resuration	saten	10	5
272	272	7	1	corbeil	shings	seant	6	5
273	273	8	1	essonnes	leps	restorm	4	7
274	274	4	252	said	carburn	sales	7	5
275	275	4	1222	were	compance	resuration	8	10
276	276	5	37	doing	remond	shings	6	6
277	277	4	1445	this	edward	leps	6	4
278	278	7	11	capitol	polic	carburn	5	7
279	279	6	87	attack	resure	compance	6	8
280	280	7	171	several	matchropas	remond	10	6
281	281	4	48	bird	adder	edward	5	6
282	282	7	146	species	furage	polic	6	5
283	283	4	262	make	explusions	resure	10	6
284	284	3	281	use	starr	matchropas	5	10
285	285	5	20	tools	prescipary	adder	10	5
286	286	6	59	centre	console	furage	7	6
287	287	3	1049	has	suffice	explusions	7	10
288	288	8	83	official	contents	starr	8	5
289	289	9	1	entrances	tubbera	prescipary	7	10
290	290	3	39	met	seplement	console	9	7
291	291	5	93	title	grach	suffice	5	7
292	292	5	3	cyber	elegent	contents	7	8
293	293	6	18	sunday	telement	tubbera	8	7
294	294	10	9	midfielder	scotton	seplement	7	9
295	295	8	188	football	beed	grach	4	5
296	296	6	210	player	graphic	elegent	7	7
297	297	3	669	who	horting	telement	7	8
298	298	5	74	plays	severy	scotton	6	7
299	299	5	76	field	selling	beed	7	4
300	300	5	5	evans	face	graphic	4	7
301	301	7	3	grossed	brack	horting	5	7
302	302	4	432	only	deven	severy	5	6
303	303	7	133	million	montes	selling	6	7
304	304	4	59	size	attract	face	7	4
305	305	8	31	property	tarnel	brack	6	5
306	306	4	138	land	disciption	deven	10	5
307	307	6	184	around	protection	montes	10	6
308	308	8	31	machines	appeared	attract	8	7
309	309	7	3	shipped	emardary	tarnel	8	6
310	310	6	130	london	burning	disciption	7	10
311	311	1	182	s	chamm	protection	5	10
312	312	4	16	ueda	candal	appeared	6	8
313	313	1	115	h	calographic	emardary	11	8
314	314	6	16	kaneda	stult	burning	5	7
315	315	5	86	today	restings	chamm	8	5
316	316	4	12	mill	law	candal	3	6
317	317	6	14	looked	revolt	calographic	6	11
318	318	5	731	after	tistural	stult	8	5
319	319	7	1	oldland	netton	collection	6	10
320	320	5	15	trust	deplays	restings	7	8
321	321	10	5	registered	proited	law	7	3
322	322	7	13	charity	masher	revolt	6	6
323	323	8	1	crucible	mathing	tistural	7	8
324	324	9	78	according	carried	netton	7	6
325	325	2	1	jk	solving	deplays	7	7
326	326	7	2	rowling	atton	poller	5	6
327	327	7	13	telling	stack	proited	5	7
328	328	5	20	scene	marians	masher	7	6
329	329	5	34	harry	phala	prover	5	6
330	330	4	75	uses	arican	mathing	6	7
331	331	9	1	cruciatus	child	carried	5	7
332	332	8	1	imperius	farrial	solving	7	7
333	333	12	1	unforgivable	ellend	atton	6	5
334	334	6	3	curses	france	stack	6	5
335	335	7	5	torture	arta	marians	4	7
336	336	4	32	mind	shap	phala	4	5
337	337	10	3	voldemorts	programs	arican	8	6
338	338	8	5	servants	fail	child	4	5
339	339	5	87	shows	massa	burn	5	4
340	340	4	88	side	elections	farrial	9	7
341	341	6	2	flawed	spreassive	ellend	10	6
342	342	6	5	mortal	sanges	france	6	6
343	343	7	9	beatles	polations	arta	9	4
344	344	4	25	fans	missolus	shap	8	4
345	345	6	34	bought	marting	programs	7	8
346	346	7	8	enjoyed	shall	fail	5	4
347	347	5	195	album	louters	massa	7	5
348	348	3	598	its	barion	elections	6	9
349	349	7	73	singles	crusting	spreassive	8	10
350	350	4	602	some	fall	sanges	4	6
351	351	7	8	experts	danto	polations	5	9
352	352	8	3	disliked	thisland	missolus	8	8
353	353	8	3	portions	pression	marting	8	7
354	354	8	2	spectors	factor	shall	6	5
355	355	6	1	sienas	controlucation	louters	14	7
356	356	10	231	university	bortard	barion	7	6
357	357	4	37	note	wate	crusting	4	8
358	358	6	109	change	master	fall	6	4
359	359	6	19	refers	flore	danto	5	5
360	360	8	37	previous	driver	thisland	6	8
361	361	8	82	election	approvio	pression	8	8
362	362	8	10	colonial	barries	factor	7	6
363	363	8	23	composed	canes	controlucation	5	14
364	364	6	4	zooids	lards	bortard	5	7
365	365	3	441	may	senett	wate	6	4
366	366	2	1186	be	breads	master	6	6
367	367	6	4	clones	suprover	flore	8	5
368	368	6	1	jpgthe	meals	driver	5	6
369	369	10	3	everglades	cardard	approvio	7	8
370	370	7	40	florida	prestends	barries	9	7
371	371	4	13	keys	bradham	canes	7	5
372	372	4	59	file	components	lards	10	5
373	373	10	6	shenandoah	consective	senett	10	6
374	374	10	1	spanjpgthe	convelobital	breads	12	6
375	375	6	53	valley	parach	suprover	6	8
376	376	8	66	virginia	transprinced	meals	12	5
377	377	9	49	featuring	signon	cardard	6	7
378	378	5	13	sarah	converting	prestends	10	9
379	379	8	2	georgina	conservate	bradham	10	7
380	380	6	5	holder	marday	components	6	10
381	381	4	56	flag	excluded	consective	8	10
382	382	11	4	provisional	mareth	convelobital	6	12
383	383	8	90	military	intended	parach	8	6
384	384	10	222	government	complore	transprinced	8	12
385	385	3	1	rvn	hear	signon	4	6
386	386	6	212	family	survay	converting	6	10
387	387	7	122	members	simes	conservate	5	10
388	388	3	785	can	monk	marday	4	6
389	389	5	20	share	ministration	excluded	12	8
390	390	9	7	purchased	racide	party	6	5
391	391	4	7	apps	transmatic	mareth	10	6
392	392	5	82	books	fell	pression	4	8
393	393	5	136	using	extended	intended	8	8
394	394	4	277	same	depeated	complore	8	8
395	395	6	14	credit	possion	marches	7	7
396	396	4	14	card	penders	hear	7	4
397	397	8	4	pavilion	transfrater	survay	11	6
398	398	4	48	holy	lumber	simes	6	5
399	399	6	5	mantle	chite	monk	5	4
400	400	5	13	holds	destruct	ministration	8	12
401	401	5	3	cloak	suggests	racide	8	6
402	402	8	4	mohammed	scalar	transmatic	6	10
403	403	5	14	sword	holist	fell	6	4
404	404	5	24	teeth	battan	extended	6	8
405	405	5	6	beard	travel	depeated	6	8
406	406	6	3	relics	harber	possion	6	7
407	407	5	371	known	morchange	penders	9	7
408	408	6	12	sacred	samalely	transfrater	8	11
409	409	6	1	trusts	promiding	lumber	9	6
410	410	7	2	cuviers	sail	chite	4	5
411	411	5	13	dwarf	decomped	destruct	8	8
412	412	6	8	caiman	goards	suggests	6	8
413	413	11	2	paleosuchus	aroid	scalar	5	6
414	414	11	2	palpebrosus	chanis	holist	6	6
415	415	4	1158	also	harked	stream	6	6
416	416	5	2	musky	ostal	battan	5	6
417	417	5	36	genus	edic	travel	4	6
418	418	6	58	native	span	harber	4	6
419	419	8	113	northern	arrop	morchange	5	9
420	420	7	117	central	adminited	samalely	9	8
421	421	7	133	america	programate	promiding	10	9
422	422	7	188	english	augustan	stack	8	5
423	423	9	14	wikipedia	holling	sail	7	4
424	424	6	4	masked	edited	decomped	6	8
425	425	4	584	most	consical	goards	8	6
426	426	5	5	pages	fate	aroid	4	5
427	427	6	4	banner	setter	chanis	6	6
428	428	7	167	january	assection	harked	9	6
429	429	5	2	polis	disports	ostal	8	5
430	430	5	156	means	carte	edic	5	4
431	431	11	11	citizenship	connect	span	7	4
432	432	4	147	body	soul	arrop	4	5
433	433	8	16	citizens	carline	adminited	7	9
434	434	8	60	atlantic	assurence	programate	9	10
435	435	9	76	hurricane	regence	augustan	7	8
436	436	6	178	season	disator	holling	7	7
437	437	6	37	active	struction	edited	9	6
438	438	5	242	since	resording	consical	9	8
439	439	7	10	tallest	general	fate	7	4
440	440	4	6	nave	ferrest	setter	7	6
441	441	8	2	beauvais	spring	assection	6	9
442	442	9	33	cathedral	ancelled	disports	8	8
443	443	4	50	feet	sear	carte	4	5
444	444	4	194	high	descreed	connect	8	7
445	445	5	146	saint	ented	soul	5	4
446	446	6	1	gobain	adamstrutal	carline	11	7
447	447	7	2	runaway	during	assurence	6	9
448	448	4	18	jury	aldie	regence	5	7
449	449	5	5	buffy	policals	disator	8	7
450	450	7	15	vampire	authorian	struction	9	9
451	451	6	6	slayer	tensters	resording	8	9
452	452	8	12	emperors	harts	general	5	7
453	453	3	742	new	beating	ferrest	7	7
454	454	6	2	groove	tarked	spring	6	6
455	455	6	81	thomas	castral	ancelled	7	8
456	456	5	63	henry	ranger	sear	6	4
457	457	6	4	huxley	approven	descreed	8	8
458	458	7	5	darwins	lows	ented	4	5
459	459	7	7	bulldog	commonse	adamstrutal	8	11
460	460	11	1	comparative	semaning	during	8	6
461	461	9	1	anatomist	prosabil	aldie	8	5
462	462	5	68	study	charter	policals	7	8
463	463	6	39	nearly	braves	authorian	6	9
464	464	3	41	ago	descress	tensters	8	8
465	465	2	5	pa	boron	harts	5	5
466	466	5	1	grads	prolints	beating	8	7
467	467	4	931	have	produced	tarked	8	6
468	468	5	20	hands	compal	castral	6	7
469	469	4	67	full	mortest	ranger	7	6
470	470	4	8	gang	cases	approven	5	8
471	471	9	4	notorious	pear	lows	4	4
472	472	7	2	gypsies	latistate	commonse	9	8
473	473	7	13	pirates	execution	semaning	9	8
474	474	8	28	becoming	procession	prosabil	10	8
475	475	7	12	victims	bellow	charter	6	7
476	476	6	15	string	rever	braves	5	6
477	477	3	128	set	states	descress	6	8
478	478	7	3	fortune	reflects	boron	8	5
479	479	6	3	teller	grampes	prolints	7	8
480	480	6	5	madame	allect	produced	6	8
481	481	5	8	zelda	constrated	compal	10	6
482	482	6	33	bottom	subsell	mortest	7	7
483	483	5	2	snout	canal	cases	5	5
484	484	3	6	tip	subrection	pear	10	4
485	485	6	6	curved	lang	latistate	4	9
486	486	7	2	inwards	depeprinal	attract	10	7
487	487	4	54	post	seal	execution	4	9
488	488	9	12	expressed	commentation	procession	12	10
489	489	6	55	strong	sint	bellow	4	6
490	490	8	27	interest	protect	rever	7	5
491	491	10	8	conspiracy	electropos	states	10	6
492	492	8	15	theories	abotten	reflects	7	8
493	493	4	699	when	bare	bear	4	4
494	494	5	9	crazy	romby	grampes	5	7
495	495	4	4	shit	luid	allect	4	6
496	496	4	59	goes	goverstration	constrated	13	10
497	497	2	120	we	roled	subsell	5	7
498	498	2	23	ca	internical	canal	10	5
499	499	2	94	nt	steat	subrection	5	10
500	500	7	17	explain	baller	lang	6	4
501	501	6	1	tozama	tond	depeprinal	4	10
502	502	8	1	mantashe	savings	seal	7	4
503	503	8	49	happened	beeth	commentation	5	12
504	504	9	1	woolworth	stort	sint	5	4
505	505	5	25	store	stucking	protect	8	7
506	506	5	13	cargo	charian	electropos	7	10
507	507	8	23	aircraft	sard	abotten	4	7
508	508	6	16	stands	har	bare	3	4
509	509	7	252	however	straded	romby	7	5
510	510	6	56	fourth	brings	luid	6	4
511	511	5	70	level	albin	goverstration	5	13
512	512	6	247	series	shimp	roled	5	5
513	513	8	66	returned	forestical	internical	10	10
514	514	7	26	quality	simtor	steat	6	5
515	515	3	836	she	diared	baller	6	6
516	516	12	4	unsuccessful	particulty	tond	10	4
517	517	9	25	candidate	erel	savings	4	7
518	518	9	209	president	prested	beeth	7	5
519	519	7	17	ukraine	accourne	stort	8	5
520	520	12	52	presidential	promotors	stucking	9	8
521	521	5	1	cages	acconted	charian	8	7
522	522	4	165	home	revelled	sard	8	4
523	523	7	25	contain	incleas	har	7	3
524	524	3	11	pet	furrawan	straded	8	7
525	525	8	1	parakeet	south	call	5	4
526	526	6	2	canary	sprove	brings	6	6
527	527	7	135	episode	oparated	albin	8	5
528	528	7	6	ecology	ternal	shimp	6	5
529	529	7	1	benthic	brow	forestical	4	10
530	530	3	148	sea	engual	simtor	6	6
531	531	4	220	both	raid	diared	4	6
532	532	7	6	shallow	maranch	particulty	7	10
533	533	6	4	deeper	elegan	erel	6	4
534	534	8	11	vladimir	thear	prested	5	7
535	535	12	1	konstantinov	indered	accourne	7	8
536	536	7	27	detroit	aria	defended	4	8
537	537	3	153	red	accordinated	promotors	12	9
538	538	5	32	wings	starford	acconted	8	8
539	539	2	2	jc	beth	revelled	4	8
540	540	5	20	virus	social	incleas	6	7
541	541	4	104	free	trapped	furrawan	7	8
542	542	7	3	staters	sauther	south	7	5
543	543	13	3	abolitionists	scomers	sprove	7	6
544	544	6	3	poured	regually	oparated	8	8
545	545	6	63	kansas	templicate	matter	10	6
546	546	7	135	england	perase	ternal	6	6
547	547	4	21	ohio	orgest	brow	6	4
548	548	4	15	iowa	invential	engual	9	6
549	549	10	4	midwestern	commands	raid	8	4
550	550	5	128	right	parting	maranch	7	7
551	551	5	41	below	intruded	elegan	8	6
552	552	7	2	cypress	calie	thear	5	5
553	553	10	7	provincial	maton	indered	5	7
554	554	4	130	park	beleed	aria	6	4
555	555	4	216	west	respers	accordinated	7	12
556	556	9	20	vancouver	shate	starford	5	8
557	557	2	66	le	look	beth	4	4
558	558	6	3	mesnil	masine	social	6	6
559	559	3	2	roi	tath	trapped	4	7
560	560	7	2	palacio	servent	burn	7	4
561	561	2	205	de	leed	sauther	4	7
562	562	2	245	la	alandam	scomers	7	7
563	563	6	1	moneda	servan	regually	6	8
564	564	8	12	santiago	ales	templicate	4	10
565	565	5	35	needs	shard	perase	5	6
566	566	6	955	people	hoad	orgest	4	6
567	567	10	25	understand	basses	invential	6	9
568	568	5	7	robot	arting	commands	6	8
569	569	7	116	germany	barth	parting	5	7
570	570	8	16	promised	bought	intruded	6	8
571	571	5	20	limit	companting	calie	10	5
572	572	4	117	army	collect	maton	7	5
573	573	4	39	navy	ball	beleed	4	6
574	574	3	1163	not	incorpos	respers	8	7
575	575	7	24	nuclear	bright	shate	6	5
576	576	5	6	bombs	transfall	look	9	4
577	577	7	11	roughly	deforms	masine	7	6
578	578	11	4	corresponds	crasing	tath	7	4
579	579	5	75	start	subferms	servent	8	7
580	580	11	7	pleistocene	allang	leed	6	4
581	581	3	64	ice	fare	alandam	4	7
582	582	4	31	ages	adicated	servan	8	6
583	583	5	5	luigi	shart	ales	5	4
584	584	4	220	game	calker	shard	6	5
585	585	3	88	too	production	hoad	10	4
586	586	4	150	near	forgues	basses	7	6
587	587	8	10	midnight	poult	arting	5	6
588	588	7	95	eastern	ranch	barth	5	5
589	589	4	599	time	sude	bought	4	6
590	590	4	28	zone	feld	companting	4	10
591	591	6	129	august	hall	collect	4	7
592	592	4	58	bill	contributed	ball	11	4
593	593	8	17	landfall	monatory	incorpos	8	8
594	594	12	7	newfoundland	eller	bright	5	6
595	595	6	364	became	diagne	transfall	6	9
596	596	13	6	extratropical	amatural	deforms	8	7
597	597	4	116	next	descussion	crasing	10	7
598	598	3	238	day	groups	subferms	6	8
599	599	6	58	writer	beated	allang	6	6
600	600	5	94	actor	incontration	fare	12	4
601	601	5	43	image	cortation	adicated	9	8
602	602	6	1	xsampa	angolics	prove	8	5
603	603	4	1	npng	sutteck	shart	7	5
604	604	3	10	uhf	app	calker	3	6
605	605	3	8	vhf	passion	production	7	10
606	606	12	16	transmission	saturation	forgues	10	7
607	607	4	1	muji	monator	poult	7	5
608	608	7	63	support	facture	ranch	7	5
609	609	11	5	earthquakes	attomics	sude	8	4
610	610	5	32	heavy	concentary	feld	10	4
611	611	4	19	rain	add	hall	3	4
612	612	9	3	disasters	extration	contributed	9	11
613	613	10	12	developing	electrus	monatory	8	8
614	614	9	169	countries	contration	eller	10	5
615	615	7	68	working	stard	diagne	5	6
616	616	10	1	revitalize	contrain	amatural	8	8
617	617	6	119	region	sange	descussion	5	10
618	618	6	299	league	rovers	groups	6	6
619	619	4	99	star	alarger	beated	7	6
620	620	2	77	al	exampured	incontration	9	12
621	621	5	124	every	consisting	cortation	10	9
622	622	4	309	year	aka	angolics	3	8
623	623	6	83	george	fee	sutteck	3	7
624	624	5	30	jones	difference	app	10	3
625	625	9	2	inherited	aland	passion	5	7
626	626	7	49	disease	everated	saturation	8	10
627	627	5	72	blood	rop	monator	3	7
628	628	5	46	cells	laught	facture	6	7
629	629	5	53	gives	ports	attomics	5	8
630	630	6	36	degree	donwing	speaks	7	6
631	631	10	24	protection	munation	concentary	8	10
