idx	poly_var	poly_cov	length	frequencies	natural	fcfs	caplan	natural_length	fcfs_length	caplan_length
28	135.45649667286534	-1380.7427404921427	2	42	28	kuuluva	kuuluva	2	7	7
29	165.52733021781535	136.54378108978287	2	3995	29	koskon	koskon	2	6	6
30	51.49738978883872	-2427.187465145854	2	3	30	asetti	asetti	2	6	6
31	93.24038591010446	-2288.2006491353727	2	7	31	laajalla	laajalla	2	8	8
32	124.23269424321018	-243.7700129960052	2	90	32	alkuperäisen	alkuperäisen	2	12	12
33	-inf	-inf	2	1	33	myöhemmin	myöhemmin	2	9	9
34	80.27438546859698	-2395.066677984448	2	3	34	miljoona	miljoona	2	8	8
35	131.11774587412253	-2095.3529574883246	2	13	35	kokoneiden	kokoneiden	2	10	10
36	158.30611716994292	99.1442389977908	2	298	36	rannikolla	rannikolla	2	10	10
37	104.048458117482	-2301.318759092206	2	6	37	johtamaan	johtamaan	2	9	9
38	63.85864969890913	-2416.373234222081	2	3	38	maali	maali	2	5	5
39	159.4753570442376	120.6854812628354	2	716	39	poliittisesti	poliittisesti	2	13	13
40	94.7077914182694	-1791.5072547783604	2	27	40	pelaaja	pelaaja	2	7	7
41	135.09525055438104	-749.8103578865101	2	69	41	suunnitelmien	suunnitelmien	2	13	13
42	117.94440314873484	-1867.7333134853689	2	23	42	tarkkaa	tarkkaa	2	7	7
43	115.00514534898429	-1326.0168230029956	2	45	43	kiellen	kiellen	2	7	7
44	115.74305823835986	-2096.7591694859866	2	14	44	teloksen	johtaja	2	8	7
45	142.2569273361084	-22.363787662312195	2	100	45	toimitusta	teloksen	2	10	8
46	103.35731350225144	-2132.837882551836	2	13	46	päässä	toimitusta	2	6	10
47	69.02658251604859	-2406.6392072015706	2	3	47	paikalla	päässä	2	8	6
48	104.2291141973931	-2253.693334589461	2	8	48	läheiset	paikalla	2	8	8
49	-inf	-inf	2	1	49	puolutta	läheiset	2	8	8
50	-inf	-inf	2	1	50	muiltaja	puolutta	2	8	8
51	-inf	-inf	2	1	51	varalta	muiltaja	2	7	8
52	154.24245055746337	126.38671138862551	2	1106	52	vastaa	varalta	2	6	7
53	-inf	-inf	2	1	53	ajasi	vastaa	2	5	6
54	79.18785686661644	-2380.460486391742	2	4	54	veden	ajasi	2	5	5
55	11.270941498395455	-2491.054934594298	2	2	55	keskustaan	veden	2	10	5
56	100.52962153604616	-2186.966159773276	2	11	56	kunnassa	keskustaan	2	8	10
57	19.97742905185747	-2480.409540717997	2	2	57	tappion	kunnassa	2	7	8
58	-inf	-inf	2	1	58	puolueen	tappion	2	8	7
59	-inf	-inf	2	1	59	pakenivat	puolueen	2	9	8
60	-inf	-inf	2	1	60	kilpailujen	pakenivat	2	11	9
61	100.03388223286473	-2149.6944952299687	2	12	61	kutsutut	kilpailujen	2	8	11
62	-inf	-inf	2	1	62	hirkkaan	kutsutut	2	8	8
63	5.705813717192428	-2494.808044417105	2	2	63	perustamista	hirkkaan	2	12	8
64	-inf	-inf	2	1	64	tulevat	perustamista	2	7	12
65	-31.03395290011623	-2529.5446333078357	2	2	65	television	tulevat	2	10	7
66	97.81428789944138	-1844.617800266161	2	25	66	kuvina	television	2	6	10
67	93.06346116578646	-1974.832630109068	2	20	67	kohtaan	kuvina	2	7	6
68	95.12861783045742	-1869.0179661390544	2	24	68	tapahtumista	kohtaan	2	12	7
69	-inf	-inf	2	1	69	selvittää	tapahtumista	2	9	12
70	148.89984940838522	102.06578534701882	2	522	70	johtajana	selvittää	2	9	9
71	4.553980206991569	-2490.9664818896235	2	2	71	kehittää	johtajana	2	8	9
72	-inf	-inf	2	1	72	kalman	kehittää	2	6	8
73	140.74379920831566	79.27462462168066	2	215	73	maailmanmaalin	kalman	2	14	6
74	126.46166644661976	-1932.858946088417	2	20	74	pahtuurin	maailmanmaalin	2	9	14
75	-inf	-inf	2	1	75	tapahtumaan	pahtuurin	2	11	9
76	72.16318284042761	-2380.0672216279527	2	4	76	helppon	tapahtumaan	2	7	11
77	106.4145541522163	-2126.417018861199	2	13	77	valminnaksi	helppon	2	11	7
78	117.44562594400855	-2022.5228670336096	2	17	78	pintaalin	valminnaksi	2	9	11
79	120.97585465623754	-1721.1310636768767	2	29	79	aikea	pintaalin	2	5	9
80	-9.907544906096922	-2504.67436920998	2	2	80	poikkeus	aikea	2	8	5
81	97.47430709177095	-2281.9639047096034	2	7	81	lehti	poikkeus	2	5	8
82	115.10595745133644	-1796.3984421257728	2	26	82	kulttuunsä	lehti	2	10	5
83	129.5383562706054	-2050.775725343499	2	15	83	auton	kuuluva	2	5	7
84	121.20631691183851	-49.71735283072334	2	98	84	alukset	kulttuunsä	2	7	10
85	144.41231848217282	-39.383624535253226	2	98	85	tunnustus	auton	2	9	5
86	-inf	-inf	2	1	86	hankinaisten	alukset	2	12	7
87	117.0362907246206	-2042.177426251449	2	16	87	välittäviä	tunnustus	2	10	9
88	142.74037194354494	67.46675947534541	2	150	88	maalin	hankinaisten	2	6	12
89	110.44053317451636	-2148.4386648380164	2	12	89	aluettu	välittäviä	2	7	10
90	146.67463055434806	70.89747864380574	2	141	90	tarkoitetun	maalin	2	11	6
91	136.56973349259425	-888.4031294893696	2	62	91	viittanut	aluettu	2	9	7
92	142.88598208679383	53.38848848314918	2	118	92	alkuperään	tarkoitetun	2	10	11
93	117.67035361009918	-1326.0046775456751	2	45	93	valitsi	viittanut	2	7	9
94	153.13358347292757	89.08428851822597	2	178	94	kaupunkiin	alkuperään	2	10	10
95	150.80546120750375	127.19908219092108	2	6798	95	osalle	valitsi	2	6	7
96	85.4261436613881	-2369.911858292931	2	4	96	konservon	kaupunkiin	2	9	10
97	111.33862932904437	-2270.184468808055	2	7	97	vaikuttua	osalle	2	9	6
98	112.25143068815174	-2199.5316616370123	2	10	98	espanjan	konservon	2	8	9
99	76.28485576139016	-2359.445513532607	2	5	99	vapaat	vaikuttua	2	6	9
100	-inf	-inf	3	1	100	kuvauksia	espanjan	3	9	8
101	113.54349644410902	-2138.8077996352936	3	12	101	henkilökohtaja	vapaat	3	14	6
102	153.8854971259446	124.4862456683554	3	984	102	kohdetta	kuvauksia	3	8	9
103	158.4505275622194	96.17362054305364	3	354	103	lennoksottu	henkilökohtaja	3	11	14
104	159.8433944136392	112.6742238610719	3	828	104	muuttumalla	kohdetta	3	11	8
105	119.36125401271336	-1898.5466932096108	3	22	105	hankkeissa	lennoksottu	3	10	11
106	146.62170942888577	83.42036558469613	3	208	106	maller	muuttumalla	3	6	11
107	118.81864737338	-1745.5221419177278	3	28	107	keskeltä	hankkeissa	3	8	10
108	155.37698570867516	124.85075348109432	3	1609	108	apoilija	maller	3	8	6
109	141.98660913306583	92.45620393781434	3	309	109	palauttivat	keskeltä	3	11	8
110	146.44727224162986	114.8125039128533	3	606	110	kansalaisten	apoilija	3	12	8
111	142.0340378205902	-928.4243840095152	3	60	111	suostui	palauttivat	3	7	11
112	164.29780560887903	135.04956693115471	3	1742	112	mainer	kansalaisten	3	6	12
113	136.97849635372015	60.81280461287118	3	129	113	maalantien	suostui	3	10	7
114	-inf	-inf	3	1	114	pelaajaksi	mainer	3	10	6
115	132.05589610010588	-142.24553638716893	3	94	115	pienet	maalantien	3	6	10
116	129.5693516718745	47.91847081260149	3	133	116	vaihtonut	pelaajaksi	3	9	10
117	118.120205190308	-2063.473844347926	3	15	117	toiminnan	pienet	3	9	6
118	-inf	-inf	3	1	118	vastaus	vaihtonut	3	7	9
119	88.13439436449974	-2363.4647203688487	3	4	119	osastossa	toiminnan	3	9	9
120	105.7596001901721	-1931.1040821792296	3	21	120	valtatumatta	vastaus	3	12	7
121	125.32563435841487	-570.480405525287	3	76	121	palaus	osastossa	3	6	9
122	141.59718537706416	82.3531941973903	3	337	122	kertovat	valtatumatta	3	8	12
123	83.48030718402455	-2270.9033515270976	3	8	123	julkista	palaus	3	8	6
124	138.26615935381534	100.2457072562986	3	750	124	paraa	kertovat	3	5	8
125	104.55146196783586	-2329.740139090946	3	5	125	tulossa	julkista	3	7	8
126	140.68349245989472	84.19719788993419	3	265	126	johdolla	paraa	3	8	5
127	130.1798157859323	37.26965047073623	3	112	127	suurimmalle	tulossa	3	11	7
128	77.71009937873077	-2377.5669245717063	3	4	128	työntekijä	johdolla	3	10	8
129	134.5816360623995	70.07538183914708	3	213	129	keskeitti	suurimmalle	3	9	11
130	123.92013159767087	-1097.7094470549246	3	54	130	tavoittamaan	laajalla	3	12	8
131	-inf	-inf	3	1	131	pelaavat	työntekijä	3	8	10
132	40.83449295256873	-2460.4153116810967	3	2	132	yhteistä	keskeitti	3	8	9
133	-inf	-inf	3	1	133	historian	tavoittamaan	3	9	12
134	156.87519950098505	-1462.48562322798	3	38	134	käyttöä	pelaavat	3	7	8
135	112.4405840868767	-984.1991208595178	3	59	135	tietokoneen	yhteistä	3	11	8
136	-25.26974935312937	-2525.0787380830857	3	2	136	mikaudella	historian	3	10	9
137	85.57640421551633	-2263.751668082798	3	8	137	liittyvästä	käyttöä	3	11	7
138	-258.7109095704092	-2756.943079095897	3	2	138	tarkoituksen	tietokoneen	3	12	11
139	136.73215115634667	-2023.1853712769223	3	16	139	polettiin	mikaudella	3	9	10
140	97.15926789605923	-2241.6525908897897	3	9	140	kison	liittyvästä	3	5	11
141	117.6988614543062	-790.1789607394011	3	67	141	suoriteita	tarkoituksen	3	10	12
142	146.75592744134153	-134.13016074152125	3	94	142	seuraavan	polettiin	3	9	9
143	-inf	-inf	3	1	143	tunti	kison	3	5	5
144	122.9205959480804	-2185.393807535567	3	10	144	vastuuttavat	suoriteita	3	12	10
145	-inf	-inf	3	1	145	joutuu	seuraavan	3	6	9
146	146.40915538275382	94.97493807818528	3	223	146	kunnon	kertovat	3	6	8
147	-inf	-inf	3	1	147	kansainväliset	tunti	3	14	5
148	112.93168948951327	-2121.039943568096	3	13	148	palastutetaan	vastuuttavat	3	13	12
149	129.91023504449666	-2129.1987041913308	3	12	149	kuusia	joutuu	3	6	6
150	140.2167453040651	-1818.2518648476937	3	24	150	toimintoja	kunnon	3	10	6
151	-inf	-inf	3	1	151	musiikkivat	kansainväliset	3	11	14
152	15.282199493712278	-2484.989810352334	3	2	152	kasvan	palastutetaan	3	6	13
153	73.07831766014189	-2386.215058073108	3	4	153	tulon	kuusia	3	5	6
154	25.78896910366781	-2472.752073709622	3	2	154	sosialinen	toimintoja	3	10	10
155	142.4927389400818	-1426.5241682568385	3	40	155	taloiten	musiikkivat	3	8	11
156	172.46040490829344	141.34349734598462	3	2380	156	valtoin	kasvan	3	7	6
157	129.6655518874611	62.41155364500818	3	176	157	muotoimin	tulon	3	9	5
158	121.14319239966584	-1469.4744131131768	3	39	158	kentää	sosialinen	3	6	10
159	117.87188975968624	44.560388022963885	3	149	159	muutosta	taloiten	3	8	8
160	102.06703086241828	-2180.188553272402	3	11	160	tapahtumiin	valtoin	3	11	7
161	150.61034207458567	-1096.2497034339383	3	53	161	turmi	muotoimin	3	5	9
162	127.66058089542491	-2106.363432908328	3	13	162	musiikkimiin	kentää	3	12	6
163	144.64984716093247	62.96887730113826	3	126	163	suurtuja	muutosta	3	8	8
164	113.36901522929448	-2288.5676245699174	3	6	164	sirjalaisten	tapahtumiin	3	12	11
165	155.41891095137188	102.92200278098824	3	354	165	tuloksia	turmi	3	8	5
166	123.102066537826	-1072.2976740716722	3	55	166	kuulu	musiikkimiin	3	5	12
167	119.37450630785824	-365.0787896211868	3	86	167	kolmemmin	suurtuja	3	9	8
168	121.56107997231592	-2162.9178597417213	3	11	168	porti	sirjalaisten	3	5	12
169	79.94710110814384	-2377.818093532556	3	4	169	sanojen	tuloksia	3	7	8
170	147.3483622701441	118.59340663389338	3	687	170	laivastossa	kuulu	3	11	5
171	113.77652330499969	74.84526537766655	3	527	171	onnistuivat	kolmemmin	3	11	9
172	165.72235028872657	122.40300589310004	3	553	172	kaupunki	porti	3	8	5
173	157.30885994651103	88.2278318975247	3	294	173	heikkojen	sanojen	3	9	7
174	148.48329366938344	85.36246072708062	3	220	174	valltakunnassa	laivastossa	3	14	11
175	111.34483721480991	-1525.8060123975715	3	37	175	palvelun	onnistuivat	3	8	11
176	146.8116112961073	60.31693338013507	3	255	176	pystytettiin	kaupunki	3	12	8
177	50.649897809500594	-2426.112960613111	3	3	177	pienessä	heikkojen	3	8	9
178	73.40447381440536	-2383.9412000084776	3	4	178	palkintoja	valltakunnassa	3	10	14
179	128.9387559566373	-853.5784534020854	3	64	179	puoli	palvelun	3	5	8
180	151.79843675085976	127.9344291534808	3	2278	180	malleissa	pystytettiin	3	9	12
181	152.23367118160647	86.98627438546627	3	185	181	kerrottiin	pienessä	3	10	8
182	148.63544190508753	-854.8420015998154	3	63	182	osakumententäjä	palkintoja	3	15	10
183	159.22041546604342	88.6884599623613	3	179	183	tuoleen	puoli	3	7	5
184	-3.868850169026984	-2501.720836702269	3	2	184	venäläisessa	malleissa	3	12	9
185	-inf	-inf	3	1	185	kestävä	kerrottiin	3	7	10
186	-inf	-inf	3	1	186	katolinen	osakumententäjä	3	9	15
187	-inf	-inf	3	1	187	hallituksen	tuoleen	3	11	7
188	-inf	-inf	3	1	188	pienellä	venäläisessa	3	8	12
189	124.37309812765216	49.35387041525801	3	156	189	valtio	kestävä	3	6	7
190	160.04801249232972	130.5526564090986	3	1053	190	kunninkehden	katolinen	3	12	9
191	150.9194045292146	-133.99962835795634	3	94	191	musiikkia	hallituksen	3	9	11
192	-4.319787303728061	-2500.4178733345616	3	2	192	luoksi	pienellä	3	6	8
193	-0.6813718300822678	-2500.955943697581	3	2	193	tunnistelussa	valtio	3	13	6
194	-inf	-inf	3	1	194	osoitti	kunninkehden	3	7	12
195	-inf	-inf	3	1	195	kiertävät	musiikkia	3	9	9
196	113.09830077822436	-876.1607598592389	3	64	196	halua	luoksi	3	5	6
197	-inf	-inf	3	1	197	vallasta	tunnistelussa	3	8	13
198	-inf	-inf	3	1	198	kerroksi	osoitti	3	8	7
199	-inf	-inf	3	1	199	puolivälisen	kiertävät	3	12	9
200	97.055010637245	-2214.2336310163355	3	10	200	liittyvän	halua	3	9	5
201	105.8419427316828	-1433.591182736374	3	41	201	tarjoneet	vallasta	3	9	8
202	129.58111803691594	-828.9116179048001	3	65	202	opiskelee	kerroksi	3	9	8
203	53.67380959758946	-2419.945016847515	3	3	203	elimääräin	puolivälisen	3	10	12
204	158.90863430966965	130.24316467162635	3	1610	204	tutkimuksia	liittyvän	3	11	9
205	144.6443877436635	23.686806394319262	3	104	205	tukentaa	tarjoneet	3	8	9
206	150.6850788553446	113.58010246006587	3	684	206	kilpailuissa	opiskelee	3	12	9
207	149.06575625615835	113.30521173918298	3	1896	207	kirjoitti	elimääräin	3	9	10
208	-inf	-inf	3	1	208	kansalaiset	tutkimuksia	3	11	11
209	154.4538598870712	112.84967243601764	3	336	209	henrimeiden	tukentaa	3	11	8
210	109.387008731167	-2222.5671487503246	3	9	210	tapahtumat	kilpailuissa	3	10	12
211	-44.89569952521033	-2544.0261078625704	3	2	211	kommuninkautin	kirjoitti	3	14	9
212	85.58599121640603	-2368.901965887494	3	4	212	viiden	kansalaiset	3	6	11
213	143.82087427343924	73.41678083696918	3	216	213	palkittu	henrimeiden	3	8	11
214	120.64389787112576	-951.7158959110664	3	60	214	paina	tapahtumat	3	5	10
215	155.0769489035635	120.64466669907736	3	513	215	toimintajan	kommuninkautin	3	11	14
216	130.0546784574421	17.61345873674936	3	104	216	levytys	viiden	3	7	6
217	-28.065466304886225	-2525.2821282672	3	2	217	kauppailensa	palkittu	3	12	8
218	140.5435618717079	89.14132265893095	3	403	218	kentänyt	paina	3	8	5
219	121.30992476416311	-1666.9941616237402	3	31	219	luontoa	toimintajan	3	7	11
220	139.5063936663862	59.50924449472749	3	224	220	suurimpia	levytys	3	9	7
221	-73.18443508330786	-2574.257797188935	3	2	221	kirjallisuuden	kauppailensa	3	14	12
222	125.60461498361607	-1776.4402282801009	3	26	222	kuutiokokoistus	kentänyt	3	15	8
223	-10.829942209191836	-2513.262267211674	3	2	223	keskustaja	suunnitelmien	3	10	13
224	142.7740310121106	-1345.4716166639023	3	43	224	lapsi	luontoa	3	5	7
225	123.10445503288118	-1792.3864889583203	3	26	225	tunteissa	suurimpia	3	9	9
226	125.02679730427566	55.32195927628021	3	170	226	palta	kirjallisuuden	3	5	14
227	169.13712773536193	150.01520298534518	3	13974	227	hallituksia	kuutiokokoistus	3	11	15
228	146.6924397018102	85.16461090226595	3	587	228	teoksia	keskustaja	3	7	10
229	139.1157701594121	81.0001262713017	3	417	229	valtakunnassa	lapsi	3	13	5
230	153.58008895868122	119.12659593898792	3	783	230	ehtien	tunteissa	3	6	9
231	147.38991327859253	85.14203798892567	3	230	231	johtamaksi	palta	3	10	5
232	116.96681523711683	-2068.5633039317154	3	15	232	maalla	hallituksia	3	6	11
233	167.2006856383191	146.6355697707577	3	2871	233	maanin	teoksia	3	6	7
234	150.56382695890272	81.52040475233618	3	229	234	lentokoneittaja	valtakunnassa	3	15	13
235	140.27325467555502	-629.9244197901529	3	73	235	asemat	ehtien	3	6	6
236	131.80678817342894	96.30391773489252	3	2012	236	kokea	johtamaksi	3	5	10
237	134.6188723701031	48.43045634042406	3	124	237	vaasaan	maalla	3	7	6
238	108.80865171423348	-2102.683272582896	3	14	238	suurin	maanin	3	6	6
239	159.90954582046706	146.7073497022621	3	7087	239	vanha	lentokoneittaja	3	5	15
240	128.64108563280155	-2172.250850822645	3	10	240	tiettyjen	asemat	3	9	6
241	-inf	-inf	3	1	241	kaupungiin	kokea	3	10	5
242	86.37851478880599	-2322.746644800536	3	6	242	omalle	vaasaan	3	6	7
243	132.10877319800957	66.39920910332084	3	186	243	varsinaiset	suurin	3	11	6
244	116.10744132039592	-1718.1874563002484	3	29	244	seuraavat	vanha	3	9	5
245	121.77914847016514	73.05038969260933	3	393	245	eläimistä	tiettyjen	3	9	9
246	136.1077303062061	-583.8346254273443	3	75	246	kuusta	kaupungiin	3	6	10
247	118.04014107495595	-1373.6440470120624	3	43	247	kiinalaisesti	omalle	3	13	6
248	170.24569763387703	129.77770053447088	3	3883	248	sanottu	varsinaiset	3	7	11
249	168.83108116849854	129.06904314714114	3	1188	249	hyökkäyksessä	seuraavat	3	13	9
250	-inf	-inf	3	1	250	valmentaja	eläimistä	3	10	9
251	115.4895585627105	-2035.9630583885053	3	16	251	rangersilaisia	kuusta	3	14	6
252	110.9552483554634	-2168.618199325167	3	11	252	todellisesti	kiinalaisesti	3	12	13
253	157.85777353361686	127.888346146594	3	1079	253	puhtaana	sanottu	3	8	7
254	100.66949708978468	-2210.1496687703584	3	10	254	tunnettu	hyökkäyksessä	3	8	13
255	140.48117482114213	52.18918075288259	3	139	255	joukkoutta	valmentaja	3	10	10
256	85.30013128517031	-2272.7702273415284	3	8	256	miestoria	rangersilaisia	3	9	14
257	104.9105177152788	-1706.5612178110505	3	30	257	nimellä	todellisesti	3	7	12
258	118.27114266815003	-510.886567400429	3	79	258	saatetaan	kuusta	3	9	6
259	-inf	-inf	3	1	259	vaihtoi	puhtaana	3	7	8
260	129.6732567102198	-807.7949895595115	3	66	260	puuttuu	tunnettu	3	7	8
261	139.92357679809834	68.61689447723398	3	261	261	eräänteinen	suurimpia	3	11	9
262	147.49048322937227	98.95955131575226	3	476	262	lähtien	joukkoutta	3	7	10
263	120.56665151952544	-769.8942448100124	3	68	263	alueelle	miestoria	3	8	9
264	52.340633108769936	-2398.6485096210663	3	4	264	helppo	nimellä	3	6	7
265	128.4907425270009	-1517.9441515598571	3	37	265	määriteltiin	saatetaan	3	12	9
266	153.60595514937097	116.65200653470428	3	725	266	tekemä	vaihtoi	3	6	7
267	94.97112024638088	-2139.5133762133405	3	13	267	vaihtomelta	puuttuu	3	11	7
268	152.2969057626757	35.75026349925822	3	111	268	valkeamaan	eräänteinen	3	10	11
269	127.23844466336791	-1628.2607286783996	3	32	269	konsertin	lähtien	3	9	7
270	148.18054916941662	74.21335897350633	3	167	270	jatkuvasti	alueelle	3	10	8
271	126.1220378594183	-2102.262983393689	3	13	271	valmistama	helppo	3	10	6
272	85.1536020666352	-2127.477742158245	3	14	272	perin	määriteltiin	3	5	12
273	121.7423854587167	-1494.2845597313813	3	38	273	tullussa	tekemä	3	8	6
274	-inf	-inf	3	1	274	keskisyyttä	vaihtomelta	3	11	11
275	97.7074330146685	-1963.155207932681	3	20	275	seurasi	kaupunki	3	7	8
276	140.4257771455074	79.87994757658187	3	224	276	suosi	valkeamaan	3	5	10
277	-inf	-inf	3	1	277	palautti	konsertin	3	8	9
278	-3.5234728897377834	-2504.8477032607934	3	2	278	konstalaisen	jatkuvasti	3	12	10
279	-inf	-inf	3	1	279	tapahtumasta	valmistama	3	12	10
280	14.61681787958097	-2488.8161822262987	3	2	280	levitty	perin	3	7	5
281	12.489314064319233	-2482.160773210217	3	2	281	ajamaan	tullussa	3	7	8
282	129.4985333438328	1.2337056765306342	3	104	282	valon	keskisyyttä	3	5	11
283	92.26203301965543	-1455.5616940497246	3	41	283	lukemalla	seurasi	3	9	7
284	155.308864068599	135.7949799076207	3	2936	284	kaupungikko	suosi	3	11	5
285	99.79146649509816	-1583.8734336811146	3	42	285	lukiossa	palautti	3	8	8
286	114.59801150752736	-974.9501377869636	3	62	286	alkuperäänä	konstalaisen	3	11	12
287	149.53330691493278	74.67924815155533	3	328	287	pahjan	tapahtumasta	3	6	12
288	-inf	-inf	3	1	288	suomella	levitty	3	8	7
289	103.37977856403772	-2180.510695604522	3	11	289	kansallissa	ajamaan	3	11	7
290	-8.125916087915982	-2508.5919710340227	3	2	290	puhteen	valon	3	7	5
291	124.27201085305862	-1680.428635385608	3	30	291	sotalan	lukemalla	3	7	9
292	-inf	-inf	3	1	292	muodollista	osalle	3	11	6
293	128.81892394896093	-1555.4806002142084	3	35	293	kuolussa	kaupungikko	3	8	11
294	91.16297307380242	-2191.436479706744	3	11	294	monille	kansalaisten	3	7	12
295	107.03845767854312	-1926.118485365906	3	21	295	paikallisena	lukiossa	3	12	8
296	138.2885363604844	-1310.9575505983423	3	45	296	valtakunnan	alkuperäänä	3	11	11
297	-inf	-inf	3	1	297	sosialaisuuden	pahjan	3	14	6
298	150.12690847403877	90.98032868626257	3	236	298	välttää	suomella	3	7	8
299	136.3387208925105	7.54188809473028	3	104	299	osalla	kansallissa	3	6	11
300	60.62548593158488	-2414.0617126613893	3	3	300	katsoja	puhteen	3	7	7
301	-inf	-inf	3	1	301	maatalle	sotalan	3	8	7
302	128.22383645975148	-1436.6225815779403	3	40	302	saatoi	muodollista	3	6	11
303	105.29676048017012	-2247.182858744519	3	8	303	nostuva	kuolussa	3	7	8
304	112.70018157939504	-1206.9118736491312	3	50	304	aloittavat	tapahtumista	3	10	12
305	111.46623220081732	-2239.231827392482	3	8	305	kulunnosta	monille	3	10	7
306	79.14677365097833	-2376.5350979097884	3	4	306	alaisuuden	paikallisena	3	10	12
307	149.83431232633407	-50.05868615968124	3	97	307	valvon	valtakunnan	3	6	11
308	134.26846803792918	48.95071061532307	3	133	308	tehtävään	sosialaisuuden	3	9	14
309	150.5840135945304	78.24669254620113	3	692	309	menevät	välttää	3	7	7
310	-inf	-inf	3	1	310	kaupattaa	osalla	3	9	6
311	87.41900157135873	-2168.576636754341	3	12	311	valtauksia	perustamista	3	10	12
312	-13.662721422209623	-2514.9903216784915	3	2	312	mustus	katsoja	3	6	7
313	118.40429301230924	-2008.6502791569983	3	18	313	perustamisen	maatalle	3	12	8
314	131.644546619911	77.30065197047105	3	394	314	minta	saatoi	3	5	6
315	41.61725616556692	-2459.284664064025	3	2	315	oleva	nostuva	3	5	7
316	113.32633051121154	-1725.934555864888	3	29	316	rinna	aloittavat	3	5	10
317	-inf	-inf	3	1	317	seuraajana	kulunnosta	3	10	10
318	-inf	-inf	3	1	318	luonnollista	alaisuuden	3	12	10
319	36.175700326765934	-2438.472928292115	3	3	319	valtalaisten	valvon	3	12	6
320	-inf	-inf	3	1	320	sisältäpään	tehtävään	3	11	9
321	120.41127826515236	-1593.9417073362818	3	34	321	kerro	menevät	3	5	7
322	113.19932201147996	-1798.2660585707908	3	26	322	kolmasi	kaupattaa	3	7	9
323	-inf	-inf	3	1	323	pohjan	valtauksia	3	6	10
324	-1.8473201714177512	-2502.335608503998	3	2	324	ent	mustus	3	3	6
325	106.4499963369061	-2101.915748106036	3	14	325	menettämään	perustamisen	3	11	12
326	119.0769020253604	-1764.559361923192	3	27	326	patilaan	minta	3	8	5
327	172.61053888319066	135.53265176901968	3	1133	327	kulutus	oleva	3	7	5
328	117.28411084520788	-2168.050637383969	3	11	328	tapahtunut	rinna	3	10	5
329	143.21070734540214	-1479.183948907294	3	38	329	kauppaleissa	seuraajana	3	12	10
330	136.08364723164044	-939.0268142955978	3	60	330	ongin	luonnollista	3	5	12
331	147.11577568483963	122.49367096718971	3	1059	331	monest	valtalaisten	3	6	12
332	118.6212938418619	-263.62994938171033	3	89	332	kulttuurin	sisältäpään	3	10	11
333	-inf	-inf	3	1	333	neuvottole	kerro	3	10	5
334	131.3290671486131	65.18423977299771	3	227	334	piirän	kolmasi	3	6	7
335	148.814810178909	96.25893633412218	3	360	335	teoksen	pohjan	3	7	6
336	108.25343117935525	-2081.233765075706	3	15	336	versioiden	ent	3	10	3
337	0.9661207103977436	-2502.6535990039265	3	2	337	laajalle	menettämään	3	8	11
