	idx	natural_length	frequencies	natural	fcfs	caplan	fcfs_length	caplan_length
179	179	4	1	tyga	gomb	push	4	4
180	180	4	1	blac	mem	compistant	3	10
181	181	5	2	chyna	manking	anding	7	6
182	182	5	8	bella	agreed	gomb	6	4
183	183	6	5	thorne	commusticipation	mem	16	3
184	184	4	565	more	diana	manking	5	7
185	185	10	74	washington	constructed	agreed	11	6
186	186	6	397	county	content	commusticipation	7	16
187	187	3	728	new	subserve	diana	8	5
188	188	9	23	situation	lead	constructed	4	11
189	189	3	4140	was	domon	content	5	7
190	190	8	1	feasible	protement	subserve	9	8
191	191	4	243	both	polificities	lead	12	4
192	192	5	31	sides	statter	serving	7	7
193	193	9	22	agreement	see	domon	3	5
194	194	7	50	brought	community	protement	9	9
195	195	7	11	massive	automotics	polificities	10	12
196	196	8	37	economic	parts	statter	5	7
197	197	6	32	growth	statts	see	6	3
198	198	8	32	brothers	burning	community	7	9
199	199	6	92	george	shap	automotics	4	10
200	200	7	97	william	sean	parts	4	5
201	201	6	66	thomas	leaners	statts	7	6
202	202	6	258	second	carron	burning	6	7
203	203	4	156	book	stranch	shap	7	4
204	204	9	93	published	bitts	chape	5	5
205	205	13	4	psychological	freght	sean	6	4
206	206	7	9	testing	disamo	leaners	6	7
207	207	10	54	considered	meated	carron	6	6
208	208	2	1141	be	terring	stranch	7	7
209	209	5	22	guide	memininia	bitts	9	5
210	210	5	47	field	garried	freght	7	6
211	211	4	278	same	anced	disamo	5	6
212	212	7	30	happens	tailed	meated	6	6
213	213	6	84	plants	proterity	terring	9	7
214	214	4	14	leaf	archieve	memininia	8	9
215	215	6	1	vaaler	shaming	garried	7	7
216	216	6	9	patent	alter	anced	5	5
217	217	5	205	place	noting	tailed	6	6
218	218	5	9	deals	south	serving	5	7
219	219	7	3	patents	dicks	proterity	5	9
220	220	5	273	could	counting	archieve	8	8
221	221	7	88	himself	conforests	shaming	10	7
222	222	4	338	very	carachal	alter	8	5
223	223	6	31	easily	charrier	noting	8	6
224	224	5	153	black	discoded	south	8	5
225	225	4	12	bean	sames	dicks	5	5
226	226	5	147	games	boot	counting	4	8
227	227	7	111	married	entrolories	conforests	11	10
228	228	6	35	walter	brad	carachal	4	8
229	229	7	3	nichols	belogical	charrier	9	8
230	230	3	1040	has	actical	discoded	7	8
231	231	4	13	josh	marine	sames	6	5
232	232	4	23	step	stratons	boot	8	4
233	233	3	104	son	leide	entrolories	5	11
234	234	9	6	concerned	ensuit	brad	6	4
235	235	7	4	distant	carging	belogical	7	9
236	236	8	12	capitals	staticians	actical	10	7
237	237	2	31	dc	chemp	marine	5	6
238	238	6	150	london	demect	stratons	6	8
239	239	4	368	them	stritals	leide	8	5
240	240	9	24	jefferson	defin	ensuit	5	6
241	241	3	120	age	caried	carging	6	7
242	242	4	443	only	anders	staticians	6	10
243	243	7	5	dominic	refection	chemp	9	5
244	244	4	176	died	alestral	demect	8	6
245	245	2	1318	an	sulters	stritals	7	8
246	246	7	15	illness	eligation	defin	9	5
247	247	7	87	similar	farmant	caried	7	6
248	248	5	30	shape	mental	anders	6	6
249	249	4	220	life	soth	refection	4	9
250	250	6	6	styles	carried	alestral	7	8
251	251	7	179	example	carrie	sulters	6	7
252	252	10	1	convergent	souther	eligation	7	9
253	253	9	37	evolution	fererical	farmant	9	7
254	254	7	234	however	marima	mental	6	6
255	255	8	91	although	present	soth	7	4
256	256	7	111	animals	albern	carried	6	7
257	257	3	308	did	defining	carrie	8	6
258	258	8	28	speaking	datters	souther	7	7
259	259	6	23	voices	rico	fererical	4	9
260	260	7	60	natural	lang	marima	4	6
261	261	5	21	calls	timple	present	6	7
262	262	4	1163	were	convituals	albern	10	6
263	263	8	1	lifelike	meals	defining	5	8
264	264	3	587	all	fite	datters	4	7
265	265	6	12	voiced	setter	rico	6	4
266	266	2	2173	by	antantine	lang	9	4
267	267	8	42	champion	provation	land	9	4
268	268	8	2	whistler	arton	timple	5	6
269	269	6	55	animal	turn	convituals	4	10
270	270	5	2	mimic	nick	meals	4	5
271	271	6	1	purves	bailt	fite	5	4
272	272	6	1	pullen	rescuring	setter	9	6
273	273	3	651	who	monically	antantine	9	9
274	274	5	374	would	faciors	provation	7	9
275	275	7	32	provide	chapt	arton	5	5
276	276	4	31	bird	confects	turn	8	4
277	277	6	50	disney	profess	nick	7	4
278	278	6	66	movies	restation	bailt	9	5
279	279	9	174	including	sadard	rescuring	6	9
280	280	8	10	numerous	commissioned	monically	12	9
281	281	5	4	pluto	contempter	faciors	10	7
282	282	8	4	cartoons	signs	chapt	5	5
283	283	7	189	several	brong	confects	5	8
284	284	7	12	decades	sultina	profess	7	7
285	285	8	18	involves	procting	restation	8	9
286	286	7	11	contact	dattact	destruction	7	11
287	287	7	14	trained	buit	sadard	4	6
288	288	8	5	dolphins	resurred	commissioned	8	12
289	289	5	120	saint	lartin	contempter	6	10
290	290	6	2	blaise	bantes	signs	6	5
291	291	5	33	urban	procession	brong	10	5
292	292	4	264	area	post	communication	4	13
293	293	6	68	centre	capelation	sultina	10	7
294	294	12	30	metropolitan	montaking	procting	9	8
295	295	8	4	clermont	arding	dattact	6	7
296	296	7	2	ferrand	aroms	buit	5	4
297	297	6	72	formed	depended	resurred	8	8
298	298	8	32	communes	nobi	lartin	4	6
299	299	10	107	population	comer	bantes	5	6
300	300	11	28	inhabitants	beater	procession	6	10
301	301	5	6	rains	watter	post	6	4
302	302	4	149	came	bear	capelation	4	10
303	303	10	1	lifeguards	cornest	montaking	7	9
304	304	3	965	one	distrons	arding	8	6
305	305	5	45	beach	parary	aroms	6	5
306	306	4	586	made	carities	depended	8	8
307	307	4	371	over	tropping	nobi	8	4
308	308	7	2	rescues	pote	comer	4	5
309	309	5	1	lorde	surving	beater	7	6
310	310	9	46	nominated	savitalism	watter	10	6
311	311	4	195	four	conterne	bear	8	4
312	312	6	30	grammy	holiver	cornest	7	7
313	313	6	96	awards	compary	distrons	7	8
314	314	8	125	december	maning	parary	6	6
315	315	3	22	tax	sklite	carities	6	8
316	316	6	45	return	rocket	tropping	6	8
317	317	5	27	helps	fall	pote	4	4
318	318	4	206	work	part	surving	4	7
319	319	3	360	out	charlifities	savitalism	12	10
320	320	4	195	what	changed	conterne	7	8
321	321	6	186	person	court	holiver	5	7
322	322	5	67	might	don	compary	3	7
323	323	3	2	owe	sharks	maning	6	6
324	324	10	197	government	strong	sklite	6	6
325	325	5	9	taxes	intermans	rocket	9	6
326	326	4	3	pill	berving	fall	7	4
327	327	4	4	bugs	pature	part	6	4
328	328	4	17	sets	polotic	depended	7	8
329	329	8	2	antennae	fout	constructed	4	11
330	330	7	34	article	burse	charlifities	5	12
331	331	6	585	called	seater	changed	6	7
332	332	13	6	extraordinary	domination	court	10	5
333	333	5	6	facts	anthology	don	9	3
334	334	8	8	relating	external	sharks	8	6
335	335	6	11	vision	conting	serving	7	7
336	336	7	17	colours	chaping	strong	7	6
337	337	5	52	chris	complicaries	intermans	12	9
338	338	7	3	mckenna	india	berving	5	7
339	339	4	8	erik	spoker	maning	6	6
340	340	7	2	sommers	bulli	pature	5	6
341	341	4	70	paul	fines	polotic	5	7
342	342	4	4	rudd	explated	fout	8	4
343	343	6	22	andrew	subminications	burse	14	5
344	344	6	1	barrer	mattering	seater	9	6
345	345	7	5	gabriel	closing	domination	7	10
346	346	7	9	ferrari	carrien	anthology	7	9
347	347	7	1	omalley	saviel	external	6	8
348	348	7	61	decided	cheater	conting	7	7
349	349	3	83	run	albos	chaping	5	7
350	350	8	68	governor	stort	complicaries	5	12
351	351	9	79	political	sone	india	4	5
352	352	6	22	issues	sector	spoker	6	6
353	353	6	40	moscow	starring	bulli	8	5
354	354	6	27	oblast	string	fines	6	5
355	355	6	44	prince	gas	serving	3	7
356	356	5	35	egypt	taskell	explated	7	8
357	357	5	208	water	really	subminications	6	14
358	358	6	31	moving	belling	mattering	7	9
359	359	8	11	downhill	dominate	closing	8	7
360	360	3	784	can	batten	carrien	6	7
361	361	5	31	carry	algrands	saviel	8	6
362	362	4	108	away	exprocess	cheater	9	7
363	363	6	38	pieces	christichical	compated	13	8
364	364	4	97	rock	storks	albos	6	5
365	365	4	21	soil	sung	stort	4	5
366	366	9	25	reference	altonity	sone	8	4
367	367	7	4	firefly	atterns	sector	7	6
368	368	7	138	episode	comparance	starring	10	8
369	369	4	20	safe	carma	string	5	6
370	370	3	3	mal	creations	gas	9	3
371	371	3	5	zoe	disearing	taskell	9	7
372	372	4	52	call	constants	really	9	6
373	373	10	41	themselves	nectoral	belling	8	7
374	374	3	132	big	explored	dominate	8	8
375	375	4	4	damn	bullifary	batten	9	6
376	376	6	13	heroes	anthour	algrands	7	8
377	377	8	6	rescuing	colonic	exprocess	7	9
378	378	5	224	river	sterels	christichical	7	13
379	379	5	20	simon	bullow	storks	6	6
380	380	7	4	missile	counts	sung	6	4
381	381	7	16	command	results	altonity	7	8
382	382	4	463	been	heats	atterns	5	7
383	383	7	18	dropped	explation	comparance	9	10
384	384	7	458	because	expromininal	carma	12	5
385	385	4	30	poor	seet	creations	4	9
386	386	11	2	playability	starks	disearing	6	9
387	387	5	1	naive	lea	constants	3	9
388	388	6	2	clumsy	save	election	4	8
389	389	6	77	always	lond	nectoral	4	8
390	390	4	150	good	ansition	explored	8	8
391	391	4	3	mood	infication	bullifary	10	9
392	392	4	648	some	argents	anthour	7	7
393	393	4	24	fine	legication	colonic	10	7
394	394	3	185	old	collociation	sterels	12	7
395	395	9	49	buildings	side	bullow	4	6
396	396	6	25	remain	constitution	counts	12	6
397	397	4	129	form	mockan	results	6	7
398	398	3	2	cjd	charts	protest	6	7
399	399	7	215	usually	albine	heats	6	5
400	400	6	80	caused	distinction	explation	11	9
401	401	7	57	medical	bero	expromininal	4	12
402	402	9	5	procedure	tellan	seet	6	4
403	403	5	327	where	protestors	starks	10	6
404	404	4	50	gets	stares	lea	6	3
405	405	6	9	tissue	dens	save	4	4
406	406	7	45	someone	provinces	lond	9	4
407	407	7	1	avesnes	discultions	ansition	11	8
408	408	3	48	sur	scholor	infication	7	10
409	409	5	1	helpe	seas	argents	4	7
410	410	5	58	korea	scholars	legication	8	10
411	411	5	26	brand	gent	collociation	4	12
412	412	8	2	cornelia	callange	side	8	4
413	413	5	2	meigs	distribution	constitution	12	12
414	414	3	232	won	take	mockan	4	6
415	415	7	1	newbery	pie	charts	3	6
416	416	5	39	medal	hait	albine	4	6
417	417	7	54	writing	bere	distinction	4	11
418	418	4	49	true	descrosed	bero	9	4
419	419	5	123	story	colouri	tellan	7	6
420	420	10	4	invincible	sumpromination	protestors	14	10
421	421	6	4	louisa	tour	stares	4	6
422	422	8	28	families	contain	dens	7	4
423	423	8	164	children	spendary	provinces	8	9
424	424	5	756	there	consisted	discultions	9	11
425	425	4	1128	also	marchella	scholor	9	7
426	426	11	2	roundabouts	langer	seas	6	4
427	427	4	143	near	entity	scholars	6	8
428	428	5	479	world	barrier	gent	7	4
429	429	3	317	war	rossey	callange	6	8
430	430	2	142	ii	communion	distribution	9	12
431	431	8	12	cemetery	contentantation	take	15	4
432	432	12	2	kanchanaburi	stated	pie	6	3
433	433	6	92	bridge	terboral	hait	8	4
434	434	4	2	kwai	pown	domination	4	10
435	435	5	122	built	contrommon	bere	10	4
436	436	4	125	next	exponted	descrosed	8	9
437	437	4	170	town	status	colouri	6	7
438	438	3	4	jef	leas	sumpromination	4	14
439	439	8	2	ichihara	concester	tour	9	4
440	440	5	5	chiba	osei	contain	4	7
441	441	6	205	school	bow	spendary	3	8
442	442	6	160	system	bent	consisted	4	9
443	443	8	48	students	realing	marchella	7	9
444	444	7	18	feeling	comprances	langer	10	6
445	445	6	18	guilty	companing	part	9	4
446	446	4	9	otis	munitical	parts	9	5
447	447	7	9	decides	composion	entity	9	6
448	448	3	204	get	chartically	barrier	11	7
449	449	6	13	rescue	prediction	rossey	10	6
450	450	4	181	much	bushor	communion	6	9
451	451	6	2	dismay	pullifier	contentantation	9	15
452	452	8	1	gridiron	propher	stated	7	6
453	453	4	12	gang	weel	terboral	4	8
454	454	3	46	sir	sclack	pown	6	4
455	455	6	6	sidney	os	contrommon	2	10
456	456	6	93	robert	ender	exponted	5	8
457	457	5	4	nolan	contered	status	8	6
458	458	3	153	top	boward	leas	6	4
459	459	6	30	meters	recised	concester	7	9
460	460	5	55	above	performs	osei	8	4
461	461	3	128	sea	chase	bow	5	3
462	462	5	80	level	prove	bent	5	4
463	463	8	6	falkland	plast	realing	5	7
464	464	7	97	islands	weaker	comprances	6	10
465	465	5	41	miles	sichland	companing	8	9
466	466	2	64	km	sears	munitical	5	9
467	467	4	202	east	assings	composion	7	9
468	468	9	18	argentina	sound	chartically	5	11
469	469	12	30	constitution	trailing	prediction	8	10
470	470	6	15	limits	discope	bushor	7	6
471	471	3	2	lok	produce	pullifier	7	9
472	472	5	2	sabha	count	propher	5	7
473	473	7	12	maximum	deferent	weel	8	4
474	474	7	124	members	nor	sclack	3	6
475	475	1	193	e	dig	os	3	2
476	476	1	159	w	alanchino	ender	9	5
477	477	4	67	elst	leginates	contered	9	8
478	478	8	14	robinson	starts	boward	6	6
479	479	4	49	runs	flights	recised	7	7
480	480	7	4	batting	defence	performs	7	8
481	481	7	84	average	aarm	chase	4	5
482	482	6	7	steals	maching	prove	7	5
483	483	11	1	pressurized	prades	plast	6	5
484	484	3	148	air	alomp	election	5	8
485	485	11	1	conditioned	statten	weaker	7	6
486	486	6	4	refuge	steeled	sichland	7	8
487	487	6	6	floors	assogration	sears	11	5
488	488	5	128	every	surgine	assings	7	7
489	489	6	1	tweede	saurth	sound	6	5
490	490	7	4	divisie	thine	trailing	5	8
491	491	8	36	lawrence	sarie	discope	5	7
492	492	8	30	memorial	sted	produce	4	7
493	493	8	48	hospital	ston	count	4	5
494	494	6	49	opened	sonia	deferent	5	8
495	495	4	4	beds	compinity	nor	9	3
496	496	11	1	essentially	guil	dig	4	3
497	497	7	1	dupatta	bergan	alanchino	6	9
498	498	5	232	often	conters	leginates	7	9
499	499	7	27	treated	shang	starts	5	6
500	500	9	2	accessory	flood	flights	5	7
501	501	7	85	current	walters	defence	7	7
502	502	7	13	fashion	genes	aarm	5	4
503	503	4	171	does	passing	maching	7	7
504	504	9	10	pollution	handle	belling	6	7
505	505	10	2	smallmouth	beaten	prades	6	6
506	506	4	20	bass	conding	alomp	7	5
507	507	9	3	indicator	charing	statten	7	7
508	508	7	13	healthy	event	steeled	5	7
509	509	11	28	environment	starting	assogration	8	11
510	510	6	8	bernie	dane	surgine	4	7
511	511	3	15	mac	carros	saurth	6	6
512	512	7	3	peppers	arts	thine	4	5
513	513	6	9	lonely	salifi	sarie	6	5
514	514	6	16	hearts	demined	sted	7	4
515	515	4	115	club	construct	ston	9	4
516	516	4	126	band	carcon	sonia	6	5
517	517	2	334	so	suggester	compinity	9	9
518	518	4	731	many	bonie	guil	5	4
519	519	5	118	major	formating	bergan	9	6
520	520	7	27	critics	occaped	conters	7	7
521	521	6	33	agreed	skellar	shang	7	5
522	522	11	19	immediately	basitalism	flood	10	5
523	523	6	101	albums	start	walters	5	7
524	524	6	4	merits	tinging	genes	7	5
525	525	3	606	its	distoly	passing	7	7
526	526	4	182	long	interactions	handle	12	6
527	527	4	112	term	althrons	beaten	8	6
528	528	12	5	significance	recording	conding	9	7
529	529	7	26	ability	profective	charing	10	7
530	530	11	1	encapsulate	berning	event	7	5
531	531	10	32	particular	chile	starting	5	8
532	532	5	92	point	surformary	dane	10	4
533	533	7	122	history	storms	carros	6	6
534	534	8	81	official	contracts	arts	9	4
535	535	5	120	video	ever	salifi	4	6
536	536	4	144	song	belif	demined	5	7
537	537	4	3	alma	forming	construct	7	9
538	538	5	4	mater	poos	carcon	4	6
539	539	8	1	eastside	barline	suggester	7	9
540	540	12	9	wrestlemania	strick	present	6	7
541	541	2	22	iv	advication	bonie	10	5
542	542	4	35	uefa	sender	formating	6	9
543	543	9	38	champions	batts	occaped	5	7
544	544	6	312	league	challers	skellar	8	7
545	545	6	6	casino	flow	basitalism	4	10
546	546	8	7	salzburg	cartification	start	13	5
547	547	8	151	november	promotions	tinging	10	7
548	548	4	47	pope	recomments	distoly	10	7
549	549	3	10	leo	distination	interactions	11	12
550	550	4	6	xiii	contables	althrons	9	8
551	551	9	5	publishes	tail	recording	4	9
552	552	9	4	apostolic	patrick	profective	7	10
553	553	6	34	letter	seat	berning	4	7
554	554	11	1	orientalium	promicing	chile	9	5
555	555	8	1	dignitas	radiel	surformary	6	10
556	556	8	18	churches	increases	storms	9	6
557	557	12	1	safeguarding	shing	contracts	5	9
558	558	10	18	importance	manes	ever	5	4
559	559	11	1	continuance	franced	mines	7	5
560	560	7	64	eastern	terminian	belif	9	5
561	561	10	9	traditions	eccapasing	composed	10	8
562	562	5	42	whole	deports	forming	7	7
563	563	6	109	church	caralar	poos	7	4
564	564	5	86	david	nortal	barline	6	7
565	565	7	1	fincher	cent	strick	4	6
566	566	8	42	directed	astoration	advication	10	10
567	567	5	273	movie	experied	sender	8	6
568	568	5	74	plant	parchestal	composed	10	8
569	569	5	14	grows	prays	batts	5	5
570	570	4	285	best	alero	challers	5	8
571	571	6	13	partly	archine	flow	7	4
572	572	5	207	under	lings	cartification	5	13
573	573	7	1	crowded	store	sing	5	4
574	574	9	33	therefore	borrange	promotions	8	10
575	575	11	2	integration	surrived	recomments	8	10
576	576	6	44	normal	attroppolation	distination	14	11
577	577	8	13	equation	berrel	contables	6	9
578	578	4	46	rule	contenced	tail	9	4
579	579	5	89	songs	promess	patrick	7	7
580	580	7	13	mixture	grange	seat	6	4
581	581	8	133	japanese	preace	promicing	6	9
582	582	6	23	lyrics	arrience	radiel	8	6
583	583	8	398	american	appressaries	increases	12	9
584	584	7	116	popular	recorced	shing	8	5
585	585	6	11	melody	lie	manes	3	5
586	586	10	18	instrument	anger	franced	5	7
587	587	7	25	learned	austan	terminian	6	9
588	588	4	135	play	supplined	eccapasing	9	10
589	589	7	98	italian	improves	deports	8	7
590	590	5	40	opera	connitional	caralar	11	7
591	591	5	1	seria	cabbe	nortal	5	6
592	592	8	146	language	ton	cent	3	4
593	593	4	164	even	frait	astoration	5	10
594	594	8	16	composed	lamins	experied	6	8
595	595	9	60	performed	confederation	ather	13	5
596	596	9	149	countries	statical	parchestal	8	10
597	597	4	298	such	reported	prays	8	5
598	598	7	141	germany	rick	alero	4	5
599	599	7	38	austria	heuse	archine	5	7
600	600	5	48	spain	communities	lings	11	5
601	601	9	1	chairmans	savela	store	6	5
602	602	7	71	council	municipality	borrange	12	8
603	603	3	1	bnr	shedier	surrived	7	8
604	604	7	2	knobbed	patters	attroppolation	7	14
605	605	5	2	whelk	patter	berrel	6	6
606	606	7	2	busycon	age	contenced	3	9
607	607	6	2	carica	critinisms	promess	10	7
608	608	4	1610	they	corrictors	grange	10	6
609	609	6	76	mostly	read	preace	4	6
610	610	9	2	flattened	antine	arrience	6	8
611	611	8	1	demersal	leogition	appressaries	9	12
612	612	6	103	living	charling	recorced	8	8
613	613	6	23	eating	removed	lie	7	3
614	614	6	28	bottom	porting	anger	7	5
615	615	2	154	st	attems	austan	6	6
616	616	7	2	tammany	sull	supplined	4	9
617	617	7	9	croatia	speck	sector	5	6
618	618	8	26	airlines	discape	improves	7	8
619	619	5	56	older	lectromin	connitional	9	11
620	620	7	71	brother	demination	cabbe	10	5
621	621	6	36	sister	fill	ton	4	3
622	622	6	1	fernie	pattern	content	7	7
623	623	7	186	british	companish	frait	9	5
624	624	8	40	columbia	wimpton	lamins	7	6
625	625	13	14	assassination	instruction	confederation	11	13
626	626	6	50	nation	minion	statical	6	8
627	627	8	1	edworthy	lurna	reported	5	8
628	628	4	134	park	scrieth	rick	7	4
629	629	4	12	trip	cerestan	heuse	8	5
630	630	3	325	him	survaling	communities	9	11
631	631	6	235	around	attests	companication	7	13
632	632	6	116	europe	angle	savela	5	6
633	633	5	27	irish	warter	municipality	6	12
634	634	2	283	do	processed	shedier	9	7
