idx	poly_var	poly_cov	length	frequencies	natural	fcfs	caplan	natural_length	fcfs_length	caplan_length
48	169.25471433754862	109.30702596166454	5	177	times	speckrated	surved	5	10	6
49	181.23120090249668	162.50304227604394	4	1855	from	convected	speckrated	4	9	10
50	-58.04662121637034	-2556.952833052024	5	2	bantu	crownew	convected	5	7	9
51	159.6007145105209	-1629.612457970409	8	31	speaking	heritary	crownew	8	8	7
52	176.65264299883563	103.0088475530369	5	131	parts	descour	heritary	5	7	8
53	183.89416375812195	170.55157140634188	2	11351	of	barious	descour	2	7	7
54	152.54777479169746	-488.2474899379544	7	79	eastern	boards	barious	7	6	7
55	89.9519070188179	-867.0892285268834	6	70	africa	fechers	boards	6	7	6
56	191.0366995587389	169.58721530759786	4	2371	that	relarations	fechers	4	11	7
57	144.89712794392662	83.3448051304953	7	154	company	disservated	relarations	7	11	11
58	174.84397988380024	155.29696981531535	3	4136	was	collicians	disservated	3	10	11
59	139.69953155916636	-984.027520914774	7	60	founded	couple	collicians	7	6	10
60	90.39501137566808	-1946.4832388329653	5	21	steve	darance	couple	5	7	6
61	139.5800627788486	-1803.1366645964208	4	25	jobs	hand	darance	4	4	7
62	173.66648484226417	81.58170146129403	9	114	following	georgan	hand	9	7	4
63	171.766926832456	148.09223678540195	3	1612	his	carses	georgan	3	6	7
64	140.62818283937725	-2239.8567834425303	9	7	departure	stede	carses	9	5	6
65	117.5103134345123	-1996.8566946300912	5	19	apple	supperinc	stede	5	9	5
66	118.0317978525973	-1968.3982294327795	4	19	anna	come	supperinc	4	4	9
67	32.43445578123433	-2440.353022103964	7	3	pavlova	experis	come	7	7	4
68	16.303814963951154	-2478.0138063283966	6	2	danced	treated	experis	6	7	7
69	-22.33372207549261	-2519.087280376745	7	2	giselle	negulas	treated	7	7	7
70	179.60626478958625	161.1637451179563	4	2128	with	anter	negulas	4	5	7
71	163.36318859447502	134.46442961188325	3	731	her	reals	anter	3	5	5
72	169.6950229444264	113.2229962593213	3	152	own	sycholes	reals	3	8	5
73	73.40572859982605	-2406.6279513241207	5	3	motto	templance	sycholes	5	9	8
74	171.84976468400117	143.17064662432364	4	699	many	rope	templance	4	4	9
75	145.44247529878416	-2213.380439873447	12	8	institutions	scords	rope	12	6	4
76	176.4684977349038	143.09403652165457	4	360	over	taller	scords	4	6	6
77	163.29456063747472	87.40637466321706	4	137	next	sengeron	taller	4	8	6
78	176.8693686561469	-1189.7791979968947	3	49	ten	stary	sengeron	3	5	8
79	171.2756233058056	133.3901536099488	5	419	years	reverses	stary	5	8	5
80	169.35511918498355	128.9043760431684	4	219	four	bund	reverses	4	4	8
81	177.84712167110973	149.20216715854002	4	512	more	marine	bund	4	6	4
82	145.75544519924065	105.84557257679305	6	421	states	count	marine	6	5	6
83	172.62809487219073	142.46325428321947	4	584	made	carpie	count	4	6	5
84	113.16853574111433	-2342.946479736376	9	4	physician	consists	carpie	9	8	6
85	134.19024207314953	-2293.4588962184557	8	6	assisted	charogist	consists	8	9	8
86	136.3625618155037	-1930.1157507562875	7	20	suicide	surring	charogist	7	7	9
87	144.9075624753198	-1394.8142308409772	5	44	legal	sociations	surring	5	10	7
88	180.89040558499175	162.53941998540537	3	2792	for	disappeared	sociations	3	11	10
89	35.35505965474172	-2462.3506578237493	10	2	terminally	regise	disappeared	10	6	11
90	156.29851553127912	-2001.4666691726911	3	16	ill	manes	regise	3	5	6
91	165.7803676040992	137.28811331981342	6	903	people	existed	manes	6	7	5
92	170.31134272378077	111.0632110517098	4	263	best	thrangfur	existed	4	9	7
93	110.71233730766237	-1948.962655463532	2	21	rb	parai	thrangfur	2	5	9
94	141.62014574888494	75.17478622228776	4	157	song	collection	parai	4	10	5
95	143.1309844436294	109.87962848095812	3	866	she	playmond	collection	3	8	10
96	153.1646999499829	-375.500396588456	5	89	lived	televor	playmond	5	7	8
97	64.84622085944441	-2220.612216709937	9	11	manhattan	frez	televor	9	4	7
98	0.0967556980510761	-2497.156918110254	7	2	marthas	desert	frez	7	6	4
99	80.5740425360155	-2396.9385697901266	8	3	vineyard	seria	desert	8	5	6
100	165.21483361361402	150.51217405024764	3	9167	and	properided	seria	3	10	5
101	79.36011468972063	-1848.3341826856283	7	28	kennedy	deserve	properided	7	7	10
102	144.95576164512	-1980.2096366167711	8	17	compound	heads	deserve	8	5	7
103	-inf	-inf	7	1	hyannis	feasts	heads	7	6	5
104	137.70338809263362	-1425.399029715805	4	44	port	marchan	feasts	4	7	6
105	175.96043071530852	155.8622174646738	2	1577	at	make	marchan	2	4	7
106	178.35864485405676	145.11998140722736	4	594	time	winery	make	4	6	4
107	-inf	-inf	5	1	azuki	timp	winery	5	4	6
108	118.57595646337204	-2114.681522536076	5	14	beans	paral	timp	5	5	4
109	169.1174143959894	135.3457942373706	6	582	called	rought	paral	6	6	5
110	-inf	-inf	5	1	shozu	protect	rought	5	7	6
111	174.801592351738	151.81582111793315	2	2754	it	spert	protect	2	5	7
112	159.1350790505465	-655.9628465754217	4	82	says	landed	spert	4	6	5
113	147.1370409956535	-1221.9841119054934	6	49	humans	feat	landed	6	4	6
114	164.32637949442395	124.5402806621277	4	314	will	colecular	feat	4	9	4
115	128.1194140975924	-2305.936768439876	13	5	consciousness	rolles	colecular	13	6	9
116	161.70672874959203	137.12567249197983	3	802	but	carrey	rolles	3	6	6
117	167.17314640040175	108.53702612805404	4	203	live	stalls	carrey	4	6	6
118	184.12646416429536	169.96848841319004	1	7680	a	spell	stalls	1	5	6
119	166.04861651188656	122.30753826017472	5	508	world	presidents	spell	5	10	5
120	166.28770816897725	106.1850180166521	4	163	does	restand	presidents	4	7	10
121	179.74208980793168	155.02177472836416	3	1191	not	discurard	restand	3	9	7
122	165.6984433243954	106.4983773211247	9	160	countries	arginish	discurard	9	8	9
123	107.80321637178778	-2330.470381298498	9	5	bordering	merchine	arginish	9	8	8
124	87.08151932764004	-2196.997231027587	6	11	arctic	referenced	merchine	6	10	8
125	136.4804015761525	-1182.510661447119	5	52	ocean	belies	referenced	5	6	10
126	182.7973822384276	159.62347137758437	3	2257	are	proverry	belies	3	8	6
127	98.5855736782516	-691.1890902045324	6	76	russia	barn	proverry	6	4	8
128	56.91160176201373	-1940.5634166920051	6	35	norway	pia	barn	6	3	4
129	99.64378705659408	-2159.4402833004497	7	13	iceland	confesire	pia	7	9	3
130	85.87991369431418	-2352.586488114589	9	5	greenland	cansolo	confesire	9	7	9
131	93.48259251696756	-594.3901246421352	6	78	canada	cappons	cansolo	6	7	7
132	131.5112751999656	84.39789052446005	6	426	united	anno	cappons	6	4	7
133	-inf	-inf	4	1	khun	lands	anno	4	5	4
134	53.12525373439745	-2423.975407824485	3	3	pha	incestoral	lands	3	10	5
135	-inf	-inf	5	1	muang	replands	incestoral	5	8	10
136	161.336247850687	78.96098408431016	7	120	created	complance	replands	7	9	8
137	149.55524364601564	-909.1774892173564	7	62	village	interration	complance	7	11	9
138	119.7454274823495	-1912.6918847813847	3	24	dan	alone	interration	3	5	11
139	38.94990431269166	-2457.641912067603	3	2	kwa	carticipant	alone	3	11	5
140	114.99290568768768	-2232.0534221088697	4	8	bang	hunters	carticipant	4	7	11
141	-inf	-inf	5	1	klang	gorean	hunters	5	6	7
142	19.20020230435585	-2479.269852466547	3	2	hao	confeened	gorean	3	9	6
143	100.03337591594058	-2373.29302227056	3	3	sai	protected	confeened	3	9	9
144	137.21460514371427	-1731.8925788538047	7	28	founder	ferent	protected	7	6	9
145	139.31215508464055	-1405.3135853576223	7	41	project	his	ferent	7	3	6
146	114.54341733483746	-2170.2336653063862	5	11	angel	interic	his	5	7	3
147	153.61175578021928	-154.9709740974844	4	95	food	connected	interic	4	9	7
148	133.04653818285496	-2320.92192305493	5	4	meals	amen	connected	5	4	9
149	124.94200022637185	-2208.6037027159064	6	9	wheels	publishe	amen	6	8	4
150	156.90112072612308	-1258.37765235425	7	46	program	heared	publishe	7	6	8
151	151.22449349667798	-2110.990178448129	6	12	serves	mectorians	heared	6	10	6
152	-inf	-inf	9	1	homebound	policity	mectorians	9	8	10
153	121.99590714814538	-2143.4647160884174	4	12	aids	capa	policity	4	4	8
154	121.21178733599716	-1025.5374272485683	3	70	los	tars	capa	3	4	4
155	92.37812818829386	-1223.6874669261836	7	61	angeles	companis	tars	7	8	4
156	160.78200692898804	110.78144490802772	4	238	area	cape	companis	4	4	8
157	127.99520134783324	-436.328122390864	2	82	co	sertain	cape	2	7	4
158	149.3823033957528	-1563.6275549656316	5	35	peace	playole	sertain	5	7	7
159	129.08524665105864	-1934.292147678532	8	21	alliance	applay	playole	8	6	7
160	-inf	-inf	6	1	fabien	sharking	applay	6	8	6
161	-inf	-inf	7	1	barthez	recerved	sharking	7	8	8
162	85.0379691873623	-2367.207708864108	9	4	francesco	converts	recerved	9	8	8
163	-inf	-inf	5	1	toldo	dor	converts	5	3	8
164	176.20247221882678	141.0523410279263	4	579	used	bens	dor	4	4	3
165	-inf	-inf	7	1	pastels	teenan	bens	7	6	4
166	175.57653241791374	36.72851990007216	6	103	making	mortal	teenan	6	6	6
167	165.7528613868508	103.69183325192832	9	155	important	posite	mortal	9	6	6
168	156.1067204790369	-201.15225999787083	5	92	works	minist	posite	5	6	6
169	170.0237987384278	139.87964189488798	4	420	them	minis	minist	4	5	6
170	141.6749490524783	87.1262549933804	9	226	president	marchick	minis	9	8	5
171	-inf	-inf	6	1	labuan	poll	marchick	6	4	8
172	133.86922613635505	-1901.369512253132	11	21	corporation	destry	poll	11	6	4
173	173.75172219575418	-558.7703023350633	4	77	give	process	destry	4	7	6
174	159.8732561052738	-1108.5938314197494	11	53	information	genet	process	11	5	7
175	164.12277404958172	-956.2530839056592	4	60	rest	standed	genet	4	7	5
176	105.97876937698685	-2227.903766668187	8	9	skeleton	sports	standed	8	6	7
177	-inf	-inf	5	1	femur	dreases	sports	5	7	6
178	163.32377292261967	-1330.2723535294156	6	43	length	ango	dreases	6	4	7
179	183.0307393060079	152.58269384624185	2	417	up	relight	ango	2	7	4
180	149.7738404745683	10.57573525300425	1	115	m	teet	relight	1	4	7
181	138.6541412072722	-2095.5595056784286	2	13	ft	collassions	teet	2	11	4
182	-41.5617594279253	-2503.689218948986	7	3	arduino	dades	collassions	7	5	11
183	173.4143059933734	124.9373315169669	5	193	small	server	dades	5	6	5
184	158.65057778170302	87.73089807482695	7	130	popular	conspected	server	7	10	6
185	143.93256118277077	-1996.7903380937348	10	17	electronic	spockets	conspected	10	8	10
186	143.7577607681562	-1518.945728995868	7	36	machine	doman	spockets	7	5	8
187	168.72202490579463	-72.191089345624	5	101	makes	prediments	doman	5	10	5
188	177.26408672607275	147.14512510251822	4	420	very	consue	prediments	4	6	10
189	153.11200996920334	-1836.6303094806176	4	23	easy	sather	consue	4	6	6
190	177.83374830017863	136.8862630808537	4	280	make	bording	sather	4	7	6
191	169.40702767659755	107.97455042402451	6	142	things	arary	bording	6	5	7
192	147.32956250261296	-2281.648788683409	7	6	amongst	ferred	marine	7	6	6
193	-22.037722047162024	-2511.795089239753	8	3	simplest	tours	arary	8	5	5
194	150.9915987184632	-1462.8917146044244	6	39	oldest	dous	ferred	6	4	6
195	134.8866479816353	-1930.9665832380088	9	21	organisms	welled	tours	9	6	5
196	177.03004723133378	149.34313540686665	4	435	only	ducher	dous	4	6	4
197	163.83462468529774	-935.1895816486648	6	60	strong	creaming	welled	6	8	6
198	156.4285949532245	-1163.8166102984233	10	54	considered	anghers	ducher	10	7	6
199	184.09328939887453	158.96689304437132	2	1170	be	support	creaming	2	7	8
200	162.7846114397484	137.25393403233946	5	903	first	trace	anghers	5	5	7
201	22.034477766436147	-2479.125347279724	9	2	crossover	phorosothe	support	9	10	7
202	116.8478857943922	-2123.982226004401	6	13	ballet	beat	trace	6	4	5
203	104.56564984860144	-1822.5341014667035	5	34	mount	sentine	phorosothe	5	7	10
204	-inf	-inf	6	10	lemmon	tents	beat	6	5	4
205	117.71116715694076	-2128.9682973035538	6	21	survey	success	sentine	6	7	7
206	158.07864878832814	-1484.177500929448	6	39	object	grown	tents	6	5	5
207	-207.85910137707327	-2709.831487192699	7	2	cushion	wenders	success	7	7	7
208	-145.98782265364167	-2647.459189849295	6	2	caroms	shoper	grown	6	6	5
209	160.2961297989377	-1777.2811183301535	5	25	score	caster	wenders	5	6	7
210	156.95746499426815	-823.7770915926848	7	66	meaning	marchine	shoper	7	8	6
211	54.78868644387702	-2421.733820429008	6	3	bounce	craition	caster	6	8	6
212	180.3032870838927	116.9603981067228	3	134	off	mode	marchine	3	4	8
213	180.4052659165483	142.34888479670056	4	224	both	son	craition	4	3	8
214	179.81480132099404	153.19867524273477	5	738	other	daraig	mode	5	6	4
215	134.275083178612	-2297.193027031753	5	5	balls	warned	son	5	6	3
216	159.85559004737718	-1673.1959214153655	5	31	table	arters	daraig	5	6	6
217	174.0568772045555	-801.0229697948504	5	67	least	suppering	warned	5	9	6
218	181.57810504376025	159.9358847033341	3	956	one	reaching	arters	3	8	6
219	130.54447404020974	-2102.4679738329637	4	14	rail	hearly	suppering	4	6	9
220	182.82361165647595	142.13928052956385	5	206	being	penning	reaching	5	7	8
221	154.46124551002984	-2184.140849600974	6	9	struck	northwestered	hearly	6	13	6
222	47.37453362723824	-2428.696187566003	3	3	cue	content	penning	3	7	7
223	145.56117359682605	-1345.4196627795077	4	43	ball	strang	northwestered	4	6	13
224	166.01900797871403	126.72047453574234	6	276	before	connection	content	6	10	7
225	154.0821352096351	-1938.016998612021	7	19	contact	shelt	strang	7	5	6
226	168.95806765445082	124.93745672004248	6	229	second	parase	connection	6	6	10
227	176.67519611573917	157.6033931270889	2	1234	an	shouts	shelt	2	6	5
228	15.239562930771578	-2484.8278630591244	6	2	inflow	bellog	parase	6	6	6
229	161.64116070791587	108.92985364424368	5	214	water	harter	shouts	5	6	6
230	132.9999790396134	-2149.9540430123966	5	12	clock	proferson	bellog	5	9	6
231	-inf	-inf	5	1	qanat	cases	harter	5	5	6
232	-inf	-inf	7	1	gonabad	carches	proferson	7	7	9
233	-inf	-inf	5	1	zibad	crossimate	cases	5	10	5
234	148.1313153519888	119.69817952793116	2	2587	he	pens	carches	2	4	7
235	131.21522288890915	-1534.0054422502974	9	37	appointed	sembers	crossimate	9	7	10
236	122.76801844367974	-2333.440860336593	5	4	papal	rescourd	pens	5	8	4
237	79.67603443660474	-2356.311543432804	11	5	chamberlain	deparation	sembers	11	10	7
238	130.18179702607023	-2083.643987436637	5	15	sword	ast	rescourd	5	3	8
239	113.7576905167996	-1677.0940988192006	4	31	cape	prince	deparation	4	6	10
240	166.73852835547575	-570.0458746770041	7	76	highest	basse	ast	7	5	3
241	117.61592454075412	-2359.9987239182387	6	3	honors	collections	prince	6	11	6
242	41.05919860488004	-2462.002280475941	6	2	papacy	supplient	basse	6	9	5
243	-inf	-inf	8	1	bestowed	apport	collections	8	6	11
244	-inf	-inf	6	1	layman	consects	supplient	6	8	9
245	181.63405306387773	157.77398828454676	5	974	which	pubplition	apport	5	10	6
246	84.23651352400712	-2419.1237936333887	6	2	styled	merchary	consects	6	8	8
247	-inf	-inf	9	1	gentlemen	reduction	pubplition	9	9	10
248	16.745195366709087	-2477.436878652252	8	2	holiness	bene	merchary	8	4	8
249	168.1238554874817	92.99318461700918	3	136	top	bennis	reduction	3	6	9
250	102.29509361607444	-1529.2193149914388	9	44	billboard	bruck	bene	9	5	4
251	114.5189270053546	-784.5097697248536	5	86	chart	excovery	bennis	5	8	6
252	-inf	-inf	7	1	matador	track	bruck	7	5	5
253	164.79728725454325	81.2539796879052	7	120	written	selected	excovery	7	8	8
254	-3.003596853403651	-2502.7986319379	8	2	mayfield	somethoment	track	8	11	5
255	133.722823497051	-2127.656747487761	6	12	rhythm	serve	selected	6	5	8
256	162.32548105156022	98.16795616533317	9	148	sometimes	bassements	somethoment	9	10	11
257	153.21622320045896	106.1047771668331	1	275	i	streas	serve	1	6	5
258	112.16628138977896	-2295.202434907187	6	6	wonder	brosters	bassements	6	8	10
259	173.77756637266464	-848.5000938110257	4	64	come	compated	streas	4	8	6
260	179.12546183566695	96.60719089284304	3	118	see	condert	brosters	3	7	8
261	135.69150477389394	-2269.787277896725	2	6	ai	spring	compated	2	6	8
262	150.80838904015206	46.722369624396926	2	108	nt	harmone	condert	2	7	7
263	-inf	-inf	5	1	shame	fants	spring	5	5	6
264	155.92172768460162	-868.7289219652839	7	66	writing	breen	harmone	7	5	7
265	160.1494299736129	-1729.230294430976	7	28	feature	tarerone	fants	7	8	5
266	154.6042580273201	-87.20943968058711	10	99	production	armine	breen	10	6	5
267	-inf	-inf	8	2	fogelman	assects	tarerone	8	7	8
268	131.0571419396809	-2253.7405238723163	12	7	geographical	ship	armine	12	4	6
269	146.93738702419748	-1173.900234209248	4	51	data	compericane	assects	4	11	7
270	163.49812205475837	-1275.723458856307	8	46	believed	deserate	ship	8	8	4
271	142.87079257906964	-2093.873180072481	5	13	refer	realistic	compericane	5	9	11
272	148.0207841660711	-2037.490507613596	9	16	primarily	spice	deserate	9	5	8
273	156.77719415549495	-1751.4935045368018	6	26	bronze	sections	realistic	6	8	9
274	163.4710230924272	88.29467614012559	3	154	age	furding	streas	3	7	6
275	100.86885387522004	-1735.235153414253	6	30	greece	stards	spice	6	6	5
276	172.50838394030055	142.92939358865684	4	709	when	hear	sections	4	4	8
277	-47.48761841155597	-2544.8513160541424	9	2	mycenaean	grandgate	furding	9	9	7
278	119.85239243601892	-937.4413819520316	5	61	greek	toal	stards	5	4	6
279	165.34864437115252	129.35649820914057	5	357	would	reformant	hear	5	9	4
280	179.4413705756614	150.34061036183547	4	471	been	norded	grandgate	4	6	9
281	154.7532913132518	-1859.648101185087	6	22	spoken	confuter	toal	6	8	4
282	146.0605451735937	-1970.966011464555	10	18	interested	scout	reformant	10	5	9
283	147.94756633608458	-1543.711108064488	4	35	arts	brand	lands	4	5	5
284	114.69163611093464	-2317.678476141792	6	5	crafts	nicana	norded	6	6	6
285	-inf	-inf	5	1	hanji	belivor	confuter	5	7	8
286	173.6882784837815	143.7593733240299	5	771	there	subjo	scout	5	5	5
287	173.45901597915292	144.68304621551445	3	977	has	crows	brand	3	5	5
288	181.5438075755946	111.88376841997795	6	136	become	winds	nicana	6	5	6
289	181.04298308939244	145.29810483621807	4	385	part	conserved	belivor	4	9	7
290	100.4902608986391	-2354.5980088491747	7	4	tourism	anda	subjo	7	4	5
291	101.609276335437	-2375.3878826715213	10	3	foreigners	consecuted	crows	10	10	5
292	158.9892707832838	122.08368416100068	7	434	because	convert	winds	7	7	5
293	160.9400218368784	-646.9644157418995	3	74	bad	sheal	conserved	3	5	9
294	142.2739109668464	-1994.9171112570311	7	18	economy	descord	anda	7	7	4
295	120.2953206826346	31.323803425610546	5	172	japan	storic	consecuted	5	6	10
296	170.28981324761514	136.60075910025657	5	405	these	pasters	convert	5	7	7
297	158.49992648299204	-1429.2142111873245	6	40	events	fashing	sheal	6	7	5
298	-inf	-inf	6	2	crowed	distrock	descord	6	8	7
299	151.73991311856295	63.69382619393644	3	116	lot	relide	storic	3	6	6
300	172.26290828720985	140.77477961208652	3	627	who	dervy	pasters	3	5	7
301	158.36428858177075	-1558.0689509993508	3	35	try	carce	fashing	3	5	7
302	164.91065821799202	-1521.4373977705632	4	36	call	hards	distrock	4	5	8
303	102.55044244918588	-2256.337014717677	9	9	happiness	hears	relide	9	5	6
304	60.89491257656535	-2415.5231730308788	5	3	cocoa	corderated	teenan	5	10	6
305	61.88912639500756	-2386.218138923278	5	4	cacao	ferror	dervy	5	6	5
306	-inf	-inf	3	1	pod	heasters	carce	3	8	5
307	115.60748637847652	-2140.914883271541	9	13	chocolate	merchice	hards	9	8	5
308	142.24671294250834	-1101.845665754613	4	54	tree	partified	hears	4	9	5
309	177.5526323383843	152.2269656392598	4	1448	this	game	corderated	4	4	10
310	146.64143377514793	47.91636242082568	6	110	region	consisting	ferror	6	10	6
311	61.55688893420957	-2393.6270436250056	4	4	amur	reasents	heasters	4	8	8
312	165.44194977475982	108.69802603266746	5	196	named	cangeles	merchice	5	8	8
313	166.2388595926874	137.3961735185515	5	755	after	pain	partified	5	4	9
314	149.7568568438303	87.23269129476698	5	204	river	dance	game	5	5	4
315	83.67432012453229	-2365.4998442405304	5	4	sandy	reference	consisting	5	9	10
316	76.69377822241606	-2280.495716919108	5	8	karen	berning	reasents	5	7	8
317	154.44016731634008	-106.39088393945735	4	98	must	stance	cangeles	4	6	8
318	145.221148761597	-1943.0001257418955	4	20	save	shourge	pain	4	7	4
319	169.61767753081915	116.0435305026736	3	217	day	planne	dance	3	6	5
320	64.90377038200673	-2375.0190338751427	8	5	plankton	meter	reference	8	5	9
321	179.05375194956318	-1336.2900131070508	5	42	whole	seme	berning	5	4	7
322	151.88271650494977	75.79865410072361	4	130	town	raded	stance	4	5	6
323	74.699880161373	-2406.8932192741768	6	3	stupid	places	shourge	6	6	7
324	144.46410589800064	-2290.6784850974104	6	5	openly	bords	track	6	5	5
325	129.36417224181156	-1931.0001662973789	3	21	gay	freed	planne	3	5	6
326	178.12304238098676	142.5211545196518	7	303	between	stear	meter	7	5	5
327	-inf	-inf	5	1	chloe	beng	seme	5	4	4
328	-inf	-inf	11	1	shepherdess	beloped	raded	11	7	5
329	99.42230642295172	-2258.9589301338724	9	8	mythology	supported	places	9	9	6
330	147.5731559775726	-2210.3505283739305	9	8	appearing	song	bords	9	4	5
331	121.66691121635084	-2313.7520159341484	7	5	debates	ture	freed	7	4	5
332	174.00475958203802	-825.5559475651698	3	65	low	thust	stear	3	5	5
333	105.7185995262064	-2350.829838150871	4	4	poll	pretary	beng	4	7	4
334	159.3454317187474	-1180.6020041915374	7	51	numbers	ander	beloped	7	5	7
335	-inf	-inf	10	1	williamson	lood	supported	10	4	9
336	150.43420982632287	-1143.945398669409	5	52	ended	comments	possible	5	8	8
337	142.15278014619068	-1670.1393681893198	8	32	campaign	freets	song	8	6	4
338	-inf	-inf	6	1	tybalt	factory	ture	6	7	4
339	154.6267451028857	-537.2571226200157	3	81	hot	denoint	thust	3	7	5
340	158.05977197256945	-1949.139090332032	6	18	headed	headter	pretary	6	7	7
341	164.46518737986597	83.98648369992469	5	115	young	formers	ander	5	7	5
342	151.64596931535564	94.01749067295933	3	170	man	supports	lood	3	8	4
343	166.62380354459938	-784.0651772380218	6	65	always	manscousins	comments	6	11	8
344	163.7656114871595	-1452.165713831415	7	38	looking	mance	freets	7	5	6
345	159.803846659108	-1304.6320170553504	5	44	fight	monter	factory	5	6	7
346	164.21985481634076	113.00126808389128	5	170	still	stemen	denoint	5	6	7
347	154.7990799742175	-2155.102909969876	8	10	visiting	stord	headter	8	5	7
348	130.8593261187973	-1333.022572412922	9	45	professor	meteral	formers	9	7	7
349	160.66483858860823	-742.1239907039412	5	70	words	special	supports	5	7	8
350	169.51838437923942	-1987.772643913526	4	16	sets	saught	crows	4	6	5
351	168.31942590287565	125.53487449477764	4	280	same	thorne	manscousins	4	6	11
352	-31.29998667136048	-2529.7991819228146	11	2	cardinality	marking	mance	11	7	5
353	134.7318470855243	-1771.8903437085294	3	33	bar	stears	monter	3	6	6
354	147.39496544094428	-1812.8546276463212	3	25	era	arowher	stemen	3	7	6
355	148.0265627831401	-2137.999737346115	4	11	till	consult	stord	4	7	5
356	148.50400863571457	-973.5649750061792	5	58	color	devision	meteral	5	8	7
357	58.85234755291174	-2339.8999530007623	8	6	mesozoic	laugo	special	8	5	7
358	143.20973873911248	-1638.406027048297	4	39	text	relations	saught	4	9	6
359	132.3584975105072	64.7235966718593	5	163	march	confersed	thorne	5	9	6
360	132.24103198410668	-843.1679021787996	8	67	returned	deperted	marking	8	8	7
361	105.44697150329488	-823.3070182267754	5	68	italy	sings	stears	5	5	6
362	123.75026226962189	-2325.2528078818523	10	4	expressing	constembed	arowher	10	10	7
363	175.37628407441633	103.73610748468676	4	120	take	profference	consult	4	11	7
364	17.805801367690375	-2483.3192361991805	8	2	imminent	suppines	devision	8	8	8
