	idx	natural_length	frequencies	natural	fcfs	caplan	fcfs_length	caplan_length
245	245	3	970	one	pubplition	apport	10	6
246	246	4	16	rail	merchary	consects	8	8
247	247	5	208	being	reduction	pubplition	9	10
248	248	6	10	struck	bene	merchary	4	8
249	249	3	3	cue	bennis	reduction	6	9
250	250	4	45	ball	bruck	bene	5	4
251	251	6	278	before	excovery	bennis	8	6
252	252	7	20	contact	track	bruck	5	5
253	253	6	242	second	selected	excovery	8	8
254	254	4	3	aldo	somethoment	track	11	5
255	255	5	1	moser	serve	selected	5	8
256	256	2	1235	an	bassements	somethoment	10	11
257	257	6	2	inflow	streas	serve	6	5
258	258	5	219	water	brosters	bassements	8	10
259	259	5	12	clock	compated	streas	8	6
260	260	5	1	qanat	condert	brosters	7	8
261	261	7	1	gonabad	spring	compated	6	8
262	262	5	1	zibad	harmone	condert	7	7
263	263	5	11	leeds	fants	spring	5	6
264	264	2	2593	he	breen	harmone	5	7
265	265	9	39	appointed	tarerone	fants	8	5
266	266	5	4	papal	armine	breen	6	5
267	267	11	5	chamberlain	assects	tarerone	7	8
268	268	5	15	sword	ship	armine	4	6
269	269	4	35	cape	compericane	assects	11	7
270	270	7	76	highest	deserate	ship	8	4
271	271	6	3	honors	realistic	compericane	9	11
272	272	6	2	papacy	spice	deserate	5	8
273	273	8	1	bestowed	sections	realistic	8	9
274	274	6	1	layman	furding	streas	7	6
275	275	5	974	which	stards	spice	6	5
276	276	6	2	styled	hear	sections	4	8
277	277	9	1	gentlemen	grandgate	furding	9	7
278	278	8	2	holiness	toal	stards	4	6
279	279	3	139	top	reformant	hear	9	4
280	280	9	47	billboard	norded	grandgate	6	9
281	281	5	87	chart	confuter	toal	8	4
282	282	7	1	matador	scout	reformant	5	9
283	283	7	123	written	brand	lands	5	5
284	284	8	2	mayfield	nicana	norded	6	6
285	285	6	13	rhythm	belivor	confuter	7	8
286	286	9	148	sometimes	subjo	scout	5	5
287	287	1	290	i	crows	brand	5	5
288	288	6	6	wonder	winds	nicana	5	6
289	289	4	65	come	conserved	belivor	9	7
290	290	3	119	see	anda	subjo	4	5
291	291	2	6	ai	consecuted	crows	10	5
292	292	2	108	nt	convert	winds	7	5
293	293	5	1	shame	sheal	conserved	5	9
294	294	8	1	petrolia	descord	anda	7	4
295	295	7	4	squires	storic	consecuted	6	10
296	296	7	66	writing	pasters	convert	7	7
297	297	7	28	feature	fashing	sheal	7	5
298	298	10	106	production	distrock	descord	8	7
299	299	8	2	fogelman	relide	storic	6	6
300	300	12	7	geographical	dervy	pasters	5	7
301	301	4	53	data	carce	fashing	5	7
302	302	8	46	believed	hards	distrock	5	8
303	303	5	13	refer	hears	relide	5	6
304	304	9	16	primarily	corderated	teenan	10	6
305	305	6	27	bronze	ferror	dervy	6	5
306	306	3	157	age	heasters	carce	8	5
307	307	6	31	greece	merchice	hards	8	5
308	308	4	710	when	partified	hears	9	5
309	309	9	2	mycenaean	game	corderated	4	10
310	310	5	61	greek	consisting	ferror	10	6
311	311	5	357	would	reasents	heasters	8	8
312	312	4	472	been	cangeles	merchice	8	8
313	313	6	22	spoken	pain	partified	4	9
314	314	10	18	interested	dance	game	5	4
315	315	4	36	arts	reference	consisting	9	10
316	316	6	5	crafts	berning	reasents	7	8
317	317	5	1	hanji	stance	cangeles	6	8
318	318	5	773	there	shourge	pain	7	4
319	319	3	977	has	planne	dance	6	5
320	320	6	136	become	meter	reference	5	9
321	321	4	391	part	seme	berning	4	7
322	322	7	4	tourism	raded	stance	5	6
323	323	10	3	foreigners	places	shourge	6	7
324	324	7	434	because	bords	track	5	5
325	325	3	75	bad	freed	planne	5	6
326	326	7	18	economy	stear	meter	5	5
327	327	5	187	japan	beng	seme	4	4
328	328	5	405	these	beloped	raded	7	5
329	329	6	40	events	supported	places	9	6
330	330	6	2	crowed	song	bords	4	5
331	331	3	116	lot	ture	freed	4	5
332	332	3	627	who	thust	stear	5	5
333	333	3	35	try	pretary	beng	7	4
334	334	4	38	call	ander	beloped	5	7
335	335	9	9	happiness	lood	supported	4	9
336	336	5	3	cocoa	comments	possible	8	8
337	337	5	4	cacao	freets	song	6	4
338	338	3	1	pod	factory	ture	7	4
339	339	9	14	chocolate	denoint	thust	7	5
340	340	4	54	tree	headter	pretary	7	7
341	341	4	11	otto	formers	ander	7	5
342	342	5	3	stern	supports	lood	8	4
343	343	4	1449	this	manscousins	comments	11	8
344	344	6	119	region	mance	freets	5	6
345	345	4	4	amur	monter	factory	6	7
346	346	5	196	named	stemen	denoint	6	7
347	347	5	755	after	stord	headter	5	7
348	348	5	228	river	meteral	formers	7	7
349	349	5	6	sandy	special	supports	7	8
350	350	5	11	karen	saught	crows	6	5
351	351	4	98	must	thorne	manscousins	6	11
352	352	4	20	save	marking	mance	7	5
353	353	3	224	day	stears	monter	6	6
354	354	8	5	plankton	arowher	stemen	7	6
355	355	5	42	whole	consult	stord	7	5
356	356	4	147	town	devision	meteral	8	7
357	357	6	3	stupid	laugo	special	5	7
358	358	6	5	openly	relations	saught	9	6
359	359	3	21	gay	confersed	thorne	9	6
360	360	7	303	between	deperted	marking	8	7
361	361	10	80	democratic	sings	stears	5	6
362	362	7	48	primary	constembed	arowher	10	7
363	363	5	1	chloe	profference	consult	11	7
364	364	11	1	shepherdess	suppines	devision	8	8
365	365	9	8	mythology	controces	laugo	9	5
366	366	9	8	appearing	transformance	relations	13	9
367	367	7	5	debates	proach	confersed	6	9
368	368	3	68	low	bell	deperted	4	8
369	369	4	4	poll	relacted	sings	8	5
370	370	7	51	numbers	potter	constembed	6	10
371	371	10	1	williamson	prending	profference	8	11
372	372	5	53	ended	beash	suppines	5	8
373	373	8	32	campaign	tends	controces	5	9
374	374	1	89	n	melanes	transformance	7	13
375	375	6	1	tybalt	apperative	proach	10	6
376	376	3	82	hot	incertile	bell	9	4
377	377	6	18	headed	converse	relacted	8	8
378	378	5	126	young	conforence	potter	10	6
379	379	3	175	man	enterson	prending	8	8
380	380	6	65	always	cantains	beash	8	5
381	381	7	38	looking	contests	tends	8	5
382	382	5	44	fight	carter	melanes	6	7
383	383	5	172	still	stail	apperative	5	10
384	384	8	10	visiting	fair	incertile	4	9
385	385	9	45	professor	concerns	converse	8	8
386	386	5	70	words	passism	conforence	7	10
387	387	4	16	sets	sains	enterson	5	8
388	388	4	282	same	daton	cantains	5	8
389	389	11	2	cardinality	ope	contests	3	8
390	390	3	34	bar	new	boards	3	6
391	391	3	25	era	secure	carter	6	6
392	392	4	11	till	pashone	stail	7	5
393	393	5	58	color	weight	fair	6	4
394	394	8	6	mesozoic	anteritary	concerns	10	8
395	395	4	39	text	cappine	passism	7	7
396	396	3	4	dad	stalled	sains	7	5
397	397	6	116	awards	consuments	daton	10	5
398	398	5	167	march	brown	ope	5	3
399	399	8	67	returned	associated	new	10	3
400	400	5	76	italy	town	secure	4	6
401	401	10	4	expressing	boughts	pashone	7	7
402	402	4	120	take	collector	weight	9	6
403	403	8	2	imminent	averyon	anteritary	7	10
404	404	9	15	electoral	craiting	cappine	8	7
405	405	5	47	serie	anterates	stalled	9	7
406	406	7	47	jackson	caree	consuments	5	10
407	407	4	168	play	abort	brown	5	5
408	408	7	2	maestro	seers	associated	5	10
409	409	5	27	mayor	processional	town	12	4
410	410	8	1	sheridan	steres	trace	6	5
411	411	11	18	responsible	arder	boughts	5	7
412	412	5	603	about	carrive	collector	7	9
413	413	2	161	st	belend	averyon	6	7
414	414	5	67	louis	prediction	craiting	10	8
415	415	5	41	blues	composition	anterates	11	9
416	416	2	44	el	contections	caree	11	5
417	417	5	1	lahun	herre	abort	5	5
418	418	5	67	start	depting	seers	7	5
419	419	10	2	physicists	convective	processional	10	12
420	420	8	6	realized	conterman	son	9	3
421	421	7	20	charged	increases	steres	9	6
422	422	9	15	particles	eximitated	arder	10	5
423	423	4	2	spun	manage	carrive	6	7
424	424	6	222	around	commissed	belend	9	6
425	425	4	96	gave	creases	prediction	7	10
426	426	15	5	electromagnetic	georgho	composition	7	11
427	427	9	16	radiation	appreations	contections	11	11
428	428	6	7	venues	simburg	herre	7	5
429	429	10	34	tournament	anna	depting	4	7
430	430	4	600	most	artented	convective	8	10
431	431	6	29	meters	sunna	conterman	5	9
432	432	3	805	can	soce	increases	4	9
433	433	7	16	measure	elextrian	eximitated	9	10
434	434	5	1	volts	promections	manage	11	6
435	435	4	1	amps	surnores	commissed	8	9
436	436	10	15	resistance	bocken	creases	6	7
437	437	10	27	associated	streams	georgho	7	7
438	438	4	153	film	thick	appreations	5	11
439	439	12	27	distribution	berrons	simburg	7	7
440	440	8	2	polygram	sudes	anna	5	4
441	441	8	65	pictures	profectional	artented	12	8
442	442	10	5	propaganda	sence	sunna	5	5
443	443	5	50	films	properis	soce	8	4
444	444	8	41	contains	recepts	elextrian	7	9
445	445	6	14	sodium	demetted	promections	8	11
446	446	8	1	chlorite	commitional	surnores	11	8
447	447	4	18	ions	shewer	bocken	6	6
448	448	5	128	those	touchers	streams	8	7
449	449	6	92	worked	turners	thick	7	5
450	450	7	47	manager	reach	berrons	5	7
451	451	8	69	position	disampland	sudes	10	5
452	452	7	13	largely	contervator	profectional	11	12
453	453	8	26	occupied	storga	sence	6	5
454	454	3	121	men	heard	properis	5	8
455	455	4	71	half	striction	recepts	9	7
456	456	7	34	century	hornes	demetted	6	8
457	457	7	175	million	forreed	commitional	7	11
458	458	8	376	american	bunning	shewer	7	6
459	459	5	1	bison	sented	touchers	6	8
460	460	2	1212	or	supprovers	turners	10	7
461	461	7	23	buffalo	lens	reach	4	5
462	462	8	8	murdered	store	disampland	5	10
463	463	5	5	skins	sheate	contervator	6	11
464	464	4	15	meat	frequent	storga	8	6
465	465	4	4	ease	hord	heard	4	5
466	466	8	10	railways	difference	striction	10	9
467	467	6	33	spread	represently	hornes	11	6
468	468	8	28	reported	suncherd	forreed	8	7
469	469	5	85	storm	assours	bunning	7	7
470	470	7	23	damaged	machine	conference	7	10
471	471	8	23	thousand	soring	sented	6	6
472	472	5	15	homes	barton	supprovers	6	10
473	473	6	37	square	carkell	lens	7	4
474	474	10	9	kilometres	trades	store	6	5
475	475	5	10	acres	represents	sheate	10	6
476	476	4	143	land	carriticial	frequent	11	8
477	477	6	20	cattle	cavals	hord	6	4
478	478	9	1	reshamlal	display	difference	7	10
479	479	7	1	tikaram	anters	represently	6	11
480	480	4	159	july	insuls	landed	6	6
481	481	5	1	nexon	parton	suncherd	6	8
482	482	5	5	valve	happeara	assours	8	7
483	483	11	9	partnership	cheses	machine	6	7
484	484	9	94	announced	pote	soring	4	6
485	485	7	5	counter	fance	barton	5	6
486	486	6	13	strike	canton	carkell	6	7
487	487	6	26	online	harment	trades	7	6
488	488	3	723	new	relace	represents	6	10
489	489	7	89	version	stam	carriticial	4	11
490	490	6	41	worlds	sattaster	cavals	9	6
491	491	6	188	person	fifter	display	6	7
492	492	8	13	shooting	bet	anters	3	6
493	493	11	3	multiplayer	steaker	insuls	7	6
494	494	4	198	game	reached	parton	7	6
495	495	8	1	tailored	canger	happeara	6	8
496	496	4	39	asia	deterse	cheses	7	6
497	497	4	15	cook	robell	pote	6	4
498	498	4	244	well	hard	fance	4	5
499	499	9	10	elephants	grazard	canton	7	6
500	500	3	108	led	pear	harment	4	7
501	501	5	116	along	fent	relace	4	6
502	502	5	50	track	ping	stam	4	4
503	503	5	7	yards	condect	sattaster	7	9
504	504	7	2	boxcars	distractical	fifter	12	6
505	505	6	1	abdysh	bellard	served	7	6
506	506	3	1	ata	concernor	bet	9	3
507	507	4	2	kant	elextron	steaker	8	7
508	508	2	122	tv	realms	reached	6	7
509	509	5	293	movie	paired	canger	6	6
510	510	9	26	vancouver	feater	deterse	6	7
511	511	7	14	canucks	succeins	robell	8	6
512	512	7	2	proxima	contraction	hard	11	4
513	513	8	3	centauri	contegted	grazard	9	7
514	514	8	8	apparent	mandon	pear	6	4
515	515	9	7	magnitude	pole	fent	4	4
516	516	5	216	while	samou	ping	5	4
517	517	3	625	its	concerved	condect	9	7
518	518	8	11	absolute	strung	sin	6	3
519	519	3	2	dim	substerns	distractical	9	12
520	520	3	462	may	tolar	bellard	5	7
521	521	10	38	revolution	arrived	excepted	7	8
522	522	9	2	canaveris	roots	concernor	5	9
523	523	4	160	went	consesse	elextron	8	8
524	524	9	68	community	dussia	realms	6	6
525	525	7	24	meeting	proves	paired	6	6
526	526	5	27	voted	propersons	feater	10	6
527	527	7	3	dismiss	operal	succeins	6	8
528	528	7	3	viceroy	googan	contraction	6	11
529	529	4	32	miss	lools	store	5	5
530	530	8	1	minchins	supposers	contegted	9	9
531	531	7	39	younger	starms	consecuted	6	10
532	532	6	61	sister	sectors	mandon	7	6
533	533	8	3	georgian	condection	pole	10	4
534	534	3	1	laz	alcapor	samou	7	5
535	535	5	57	latin	sunders	concerved	7	9
536	536	10	1	mingrelian	storis	strung	6	6
537	537	4	1	svan	renist	trace	6	5
538	538	6	135	father	supple	frequent	6	8
539	539	8	163	children	herthorist	collection	10	10
540	540	9	174	including	metter	substerns	6	9
541	541	5	3	sally	representations	tolar	15	5
542	542	4	227	john	expressed	arrived	9	7
543	543	6	2	wayles	suppressions	roots	12	5
544	544	8	1	staunton	crease	consesse	6	8
545	545	8	20	proposed	nesses	dussia	6	6
546	546	4	364	then	carrier	proves	7	6
547	547	4	149	took	linking	propersons	7	10
548	548	4	66	lead	brines	operal	6	6
549	549	10	3	organizing	expressently	googan	12	6
550	550	4	64	ever	supply	lools	6	5
551	551	13	148	international	marina	supposers	6	9
552	552	4	181	what	character	starms	9	6
553	553	1	150	s	portists	sectors	8	7
554	554	5	22	worst	descerve	condection	8	10
555	555	5	237	could	hars	alcapor	4	7
556	556	6	30	happen	bal	sunders	3	7
557	557	6	14	hitler	portine	storis	7	6
558	558	8	102	minister	real	supported	4	9
559	559	6	42	joseph	conservator	renist	11	6
560	560	8	3	goebbels	extinced	supple	8	6
561	561	7	9	extreme	sunderstore	herthorist	11	10
562	562	11	11	nationalism	beop	supports	4	8
563	563	6	70	within	spelled	metter	7	6
564	564	7	110	germany	herion	representations	6	15
565	565	2	324	if	restruction	expressed	11	9
566	566	10	15	impossible	merconine	suppressions	9	12
567	567	4	33	warm	consurected	crease	11	6
568	568	6	33	slowly	sochery	nesses	7	6
569	569	5	19	drink	munistral	carrier	9	7
570	570	5	373	three	arthere	linking	7	7
571	571	4	19	acts	bengin	collections	6	11
572	572	5	46	opera	hurcher	brines	7	6
573	573	6	29	starts	beated	expressently	6	12
574	574	8	1	prologue	shoring	supply	7	6
575	575	4	22	ends	torra	lood	5	4
576	576	8	1	epilogue	constitution	marina	12	6
577	577	8	104	february	comming	character	7	9
578	578	4	10	hans	dreas	portists	5	8
579	579	6	11	sophie	cancle	descerve	6	8
580	580	9	3	christoph	markers	bene	7	4
581	581	3	88	put	appartance	hars	10	4
582	582	5	29	trial	integrated	bal	10	3
583	583	6	2	fazlul	conterting	portine	10	7
584	584	8	4	chaudhry	deastred	real	8	4
585	585	4	31	rich	electration	conservator	11	11
586	586	8	3	nobleman	concerting	extinced	10	8
587	587	3	799	had	alabim	sunderstore	6	11
588	588	4	146	good	secres	beop	6	4
589	589	4	24	deal	lone	spelled	4	7
590	590	9	83	political	fanship	herion	7	6
591	591	5	127	power	denrais	restruction	7	11
592	592	4	126	rock	harry	merconine	5	9
593	593	4	18	roll	carastin	consurected	8	11
594	594	4	124	came	brossis	sochery	7	7
595	595	4	478	into	dene	munistral	4	9
596	596	10	6	mainstream	messionality	arthere	12	7
597	597	5	297	music	demorages	bengin	9	6
598	598	11	9	combination	borone	hurcher	6	7
599	599	9	30	northwest	camperary	beated	9	6
600	600	4	50	wind	relie	shoring	5	7
601	601	6	29	prison	supper	torra	6	5
602	602	4	1	fads	deferential	constitution	11	12
603	603	6	26	author	reparators	comming	10	7
604	604	5	84	books	engers	dreas	6	5
605	605	8	1	pacquiao	totter	cancle	6	6
606	606	4	102	seen	spere	markers	5	7
607	607	9	5	contender	folding	appartance	7	10
608	608	12	41	presidential	provented	integrated	9	10
609	609	8	90	election	borogne	conterting	7	10
610	610	1	96	p	angooth	deastred	7	8
611	611	6	7	jensen	newed	electration	5	11
612	612	14	1	trachypithecus	darkets	reals	7	5
613	613	4	1	geei	deperting	concerting	9	10
614	614	4	213	east	bear	alabim	4	6
615	615	5	1	acton	carrick	secres	7	6
616	616	5	37	piece	stell	lone	5	4
617	617	7	14	pirates	pressive	fanship	8	7
618	618	8	5	carnival	enters	denrais	6	7
619	619	1	193	e	polects	harry	7	5
620	620	1	182	w	posed	carastin	5	8
621	621	4	74	elst	sentain	brossis	7	7
622	622	5	75	civil	pomician	dene	8	4
623	623	3	301	war	cares	messionality	5	12
624	624	6	106	battle	honto	demorages	5	9
625	625	7	5	fairfax	simple	borone	6	6
626	626	4	5	oaks	traphers	camperary	8	9
627	627	5	104	court	land	relie	4	5
628	628	5	192	house	subbacked	supper	9	6
629	629	5	67	takes	references	deferential	10	11
630	630	5	184	place	shappart	reparators	8	10
631	631	11	16	confederate	berna	engers	5	6
