	idx	natural_length	frequencies	natural	fcfs	caplan	fcfs_length	caplan_length
52	52	5	167	saint	addiricate	addiricate	10	10
53	53	5	164	white	hold	hold	4	4
54	54	6	15	hunter	stranges	stranges	8	8
55	55	5	164	black	parist	parist	6	6
56	56	5	74	heart	consection	consection	10	10
57	57	6	59	cancer	result	result	6	6
58	58	1	108	b	feed	feed	4	4
59	59	4	77	give	asson	asson	5	5
60	60	9	3	maternity	lone	lone	4	4
61	61	5	43	leave	exprise	exprise	7	7
62	62	4	2192	with	andard	andard	6	6
63	63	3	48	pay	presenting	presenting	10	10
64	64	2	1259	or	superror	superror	8	8
65	65	6	66	social	dart	dart	4	4
66	66	8	13	benefits	samar	samar	5	5
67	67	7	104	without	consoments	communication	10	13
68	68	4	21	loss	sends	consoments	5	10
69	69	6	113	former	streams	sends	7	5
70	70	10	6	profession	design	streams	6	7
71	71	6	502	united	color	sends	5	5
72	72	6	442	states	famery	design	6	6
73	73	4	1441	this	precession	color	10	5
74	74	8	41	followed	rounds	famery	6	6
75	75	2	2113	by	protect	precession	7	10
76	76	4	696	many	leod	rounds	4	6
77	77	6	95	others	singer	protect	6	7
78	78	5	1	vully	corrical	leod	8	4
79	79	3	28	les	decance	singer	7	6
80	80	4	1	lacs	consecution	corrical	11	8
81	81	8	1	ethelred	contruction	decance	11	7
82	82	4	121	gave	hally	consecution	5	11
83	83	4	10	emma	aractor	contruction	7	11
84	84	4	463	city	antheroo	hally	8	5
85	85	6	4	exeter	partical	aractor	8	7
86	86	2	2352	as	hare	experiment	4	10
87	87	5	1	dowry	sceep	antheroo	5	8
88	88	8	85	official	consent	partical	7	8
89	89	9	6	residence	statici	hare	7	4
90	90	8	70	governor	production	sceep	10	5
91	91	2	5235	is	forces	consent	6	7
92	92	10	231	government	manta	statici	5	7
93	93	5	178	house	theritane	production	9	10
94	94	9	8	governors	grest	forces	5	6
95	95	4	75	road	belight	manta	7	5
96	96	6	1	onchan	seas	theritane	4	9
97	97	4	199	game	posession	grest	9	5
98	98	7	1	thrones	collects	belight	8	7
99	99	5	5	beast	midian	seas	6	4
100	100	3	721	new	salter	posession	6	9
101	101	5	7	haven	despeciality	consent	12	7
102	102	10	25	bangladesh	maria	collects	5	8
103	103	7	48	olympic	trons	midian	5	6
104	104	11	60	association	runder	salter	6	6
105	105	3	109	son	sild	despeciality	4	12
106	106	4	36	jean	sentle	maria	6	5
107	107	4	12	marc	worn	trons	4	5
108	108	8	1	vacheron	sider	runder	5	6
109	109	7	8	abraham	prove	sild	5	4
110	110	6	368	became	force	sentle	5	6
111	111	4	134	head	breast	worn	6	4
112	112	6	245	family	cors	sider	4	5
113	113	8	46	business	temperation	prove	11	5
114	114	5	40	model	sand	force	4	5
115	115	5	896	first	silks	breast	5	6
116	116	7	6	explain	precrime	cors	8	4
117	117	3	30	why	decial	temperation	6	11
118	118	7	75	certain	horm	sand	4	4
119	119	6	89	groups	cartial	contruction	7	11
120	120	6	906	people	appenist	silks	8	5
121	121	5	91	lived	commont	precrime	7	8
122	122	5	77	areas	complate	decial	8	6
123	123	3	48	sir	booking	horm	7	4
124	124	2	68	my	complete	cartial	8	7
125	125	5	18	fruit	morthone	appenist	8	8
126	126	7	2	plucked	survivious	commont	10	7
127	127	4	258	said	miller	complate	6	8
128	128	1	289	i	highway	booking	7	7
129	129	4	955	have	pinted	complete	6	8
130	130	9	5	concluded	dress	morthone	5	8
131	131	5	18	marry	starring	survivious	8	10
132	132	1	172	m	poted	miller	5	6
133	133	6	15	thirty	mids	highway	4	7
134	134	3	34	sky	hends	pinted	5	6
135	135	6	16	rocket	discovers	dress	9	5
136	136	4	1	sapa	chara	starring	5	8
137	137	4	3	inca	grand	poted	5	5
138	138	7	48	emperor	shipped	mids	7	4
139	139	4	724	when	conseculation	hends	13	5
140	140	3	814	she	beland	discovers	6	9
141	141	5	21	adult	cicting	chara	7	5
142	142	5	113	moved	semenia	grand	7	5
143	143	9	7	stockholm	commoned	shipped	8	7
144	144	4	3	maid	subvictoria	conseculation	11	13
145	145	8	112	republic	marious	sected	7	6
146	146	9	2	mauritius	regult	beland	6	6
147	147	8	11	absolute	nowns	cicting	5	7
148	148	8	2	dominion	reached	singer	7	6
149	149	9	61	christian	conterstance	complete	12	8
150	150	2	126	ii	mariture	complete	8	8
151	151	6	1	marius	creating	semenia	8	7
152	152	6	1	petipa	slip	commoned	4	8
153	153	4	7	ivan	convictors	subvictoria	10	11
154	154	12	1	vsevolozhsky	carle	marious	5	7
155	155	5	126	wrote	satern	regult	6	6
156	156	5	90	story	dissonded	nowns	9	5
157	157	6	22	ballet	contrensed	reached	10	7
158	158	9	14	residents	remove	conterstance	6	12
159	159	6	81	mostly	connected	mariture	9	8
160	160	14	4	pitjantjatjara	passic	creating	6	8
161	161	3	823	had	incented	slip	8	4
162	162	3	1513	his	floyer	convictors	6	10
163	163	6	41	acting	pelopical	carle	9	5
164	164	4	104	role	portend	satern	7	6
165	165	2	1607	at	succent	dissonded	7	9
166	166	3	117	age	countine	contrensed	8	10
167	167	6	1	artful	delaber	remove	7	6
168	168	6	3	dodger	settiguty	connected	9	9
169	169	6	225	school	finne	passic	5	6
170	170	10	88	production	persons	incented	7	8
171	171	6	16	oliver	consocus	floyer	8	6
172	172	2	41	ny	dold	pelopical	4	9
173	173	8	7	kingston	antronomon	portend	10	7
174	174	8	15	wrestler	write	succent	5	7
175	175	4	366	then	profers	countine	7	8
176	176	5	37	falls	mados	delaber	5	7
177	177	4	205	back	concentration	settiguty	13	9
178	178	3	6	mat	nomber	finne	6	5
179	179	6	49	either	subjection	persons	10	7
180	180	5	856	their	perm	consocus	4	8
181	181	4	94	side	serve	dold	5	4
182	182	5	61	front	throw	antronomon	5	10
183	183	7	126	germany	conversate	write	10	5
184	184	3	44	met	content	profers	7	7
185	185	9	2	priscilla	holce	march	5	5
186	186	8	1	beaulieu	deminist	mados	8	5
187	187	4	32	whom	indister	concentration	8	13
188	188	7	118	married	construction	nomber	12	6
189	189	8	16	nintendo	ston	subjection	4	10
190	190	3	1	ead	complessions	perm	12	4
191	191	5	26	guest	arming	serve	6	5
192	192	4	96	star	andrian	throw	7	5
193	193	6	34	golden	migrate	conversate	7	10
194	194	4	1	snub	dies	content	4	7
195	195	5	4	nosed	better	holce	6	5
196	196	6	9	monkey	solvers	deminist	7	8
197	197	5	3	scope	bold	indister	4	8
198	198	10	5	accounting	sexational	construction	10	12
199	199	11	89	information	leage	ston	5	4
200	200	8	12	emperors	extronology	complessions	11	12
201	201	8	3	disposal	conspection	arming	11	6
202	202	8	9	suggests	controlled	andrian	10	7
203	203	4	2347	that	composite	migrate	9	7
204	204	3	602	its	scot	dies	4	4
205	205	7	28	purpose	resperate	better	9	6
206	206	11	2	encompassed	procession	solvers	10	7
207	207	8	17	planning	news	bold	4	4
208	208	8	24	decision	premarlant	sexational	10	10
209	209	6	97	making	extended	leage	8	5
210	210	6	33	orange	childs	extronology	6	11
211	211	6	333	county	ending	conspection	6	11
212	212	3	2	uol	perficipally	controlled	12	10
213	213	4	71	soon	trowns	composite	6	9
214	214	5	193	large	tom	scot	3	4
215	215	7	22	website	sologer	construction	7	12
216	216	5	1	danos	signing	resperate	7	9
217	217	6	2	wilton	stands	procession	6	10
218	218	11	14	connecticut	sanda	news	5	4
219	219	3	285	did	incertive	premarlant	9	10
220	220	7	15	qualify	supporter	extended	9	8
221	221	9	1	moustiers	shewers	childs	7	6
222	222	6	10	sainte	stored	ending	6	6
223	223	5	39	marie	communic	perficipally	8	12
224	224	5	3	ivers	present	trowns	7	6
225	225	4	532	made	archess	tom	7	3
226	226	4	318	name	compressed	sologer	10	7
227	227	7	23	herself	seat	signing	4	7
228	228	7	25	winning	schoofs	stands	7	6
229	229	5	92	money	hollow	sanda	6	5
230	230	4	1795	from	seaves	incertive	6	9
231	231	5	2	poker	composers	supporter	9	9
232	232	5	186	games	place	shewers	5	7
233	233	6	73	places	defedent	stored	8	6
234	234	4	387	like	componined	communic	10	8
235	235	6	42	silver	carrellen	present	9	7
236	236	6	56	mexico	sult	archess	4	7
237	237	4	190	even	smaller	compressed	7	10
238	238	7	64	working	massing	seat	7	4
239	239	6	2	saloon	solved	schoofs	6	7
240	240	5	30	owned	troness	complete	7	8
241	241	3	49	bob	throwns	hollow	7	6
242	242	4	32	ford	coloner	seaves	7	6
243	243	3	197	man	samich	composers	6	9
244	244	3	660	who	loward	place	6	5
245	245	6	107	killed	hinds	defedent	5	8
246	246	5	7	jesse	monding	componined	7	10
247	247	5	131	james	mession	carrellen	7	9
248	248	10	2	charleston	election	sult	8	4
249	249	7	2	gazette	offer	smaller	5	7
250	250	7	1	marengo	terman	massing	6	7
251	251	10	14	autonomous	month	solved	5	6
252	252	6	129	region	anda	troness	4	7
253	253	6	20	muslim	show	throwns	4	7
254	254	8	2	mindanao	searcher	coloner	8	7
255	255	7	1	unibody	monton	samich	6	6
256	256	10	2	crossovers	termanators	loward	11	6
257	257	7	197	usually	boy	hinds	3	5
258	258	4	432	only	selecated	monding	9	7
259	259	8	4	equipped	signality	mession	9	7
260	260	7	10	lighter	procossive	election	10	8
261	261	4	15	duty	fection	offer	7	5
262	262	3	625	all	mother	terman	6	6
263	263	5	13	wheel	connect	month	7	5
264	264	5	32	drive	bronomon	anda	8	4
265	265	4	323	kitt	desective	show	9	4
266	266	4	340	peak	angred	searcher	6	8
267	267	2	2771	it	belen	monton	5	6
268	268	7	3	admired	archenter	termanators	9	11
269	269	6	5	edmund	communiation	boy	12	3
270	270	5	6	burke	defender	selecated	8	9
271	271	4	48	mary	respender	signality	9	9
272	272	14	1	wollstonecraft	masse	procossive	5	10
273	273	9	1	choderlos	sensive	fection	7	7
274	274	2	246	de	contained	mother	9	6
275	275	6	1	laclos	moning	connect	6	7
276	276	6	11	lowest	dormance	bronomon	8	8
277	277	5	83	point	designed	desective	8	9
278	278	4	150	land	belgray	angred	7	6
279	279	2	283	us	pricates	belen	8	5
280	280	8	1	badwater	commonters	archenter	10	9
281	281	5	149	death	coling	communiation	6	12
282	282	6	67	valley	completing	defender	10	8
283	283	4	48	feet	landrow	respender	7	9
284	284	5	54	below	sections	masse	8	5
285	285	3	137	sea	stant	sensive	5	7
286	286	5	82	level	engened	contained	7	9
287	287	4	211	both	sterman	moning	7	6
288	288	3	125	air	sing	dormance	4	8
289	289	5	224	water	expected	designed	8	8
290	290	6	47	needed	chick	belgray	5	7
291	291	4	4	rust	lond	pricates	4	8
292	292	6	15	spirit	fly	commonters	3	10
293	293	4	133	five	amorn	content	5	7
294	294	9	11	daughters	teached	coling	7	6
295	295	5	1	michi	storget	completing	7	10
296	296	9	1	georgetta	cathers	landrow	7	7
297	297	5	2	freda	puble	sections	5	8
298	298	6	100	george	ling	stant	4	5
299	299	7	2	natalie	controne	engened	8	7
300	300	5	1	leola	popitic	sterman	7	7
301	301	6	26	annual	decending	sing	9	4
302	302	7	66	natural	desited	expected	7	8
303	303	9	18	resources	marks	chick	5	5
304	304	7	124	include	dellipts	lond	8	4
305	305	4	7	peat	compenine	fly	9	3
306	306	8	5	deposits	down	amorn	4	5
307	307	5	200	small	primate	teached	7	7
308	308	7	7	amounts	threw	storget	5	7
309	309	3	42	oil	lassain	cathers	7	7
310	310	3	51	gas	mile	puble	4	5
311	311	7	6	granite	significants	ling	12	4
312	312	8	2	dolomite	spectors	controne	8	8
313	313	9	6	limestone	dray	popitic	4	7
314	314	4	1	marl	accent	decending	6	9
315	315	5	6	chalk	terrain	desited	7	7
316	316	4	8	sand	consuments	marks	10	5
317	317	6	2	gravel	alcollogical	dellipts	12	8
318	318	4	13	clay	mover	compenine	5	9
319	319	7	101	version	defeld	complete	6	8
320	320	8	224	released	arrian	down	6	4
321	321	3	417	may	porter	primate	6	7
322	322	13	150	international	build	threw	5	5
323	323	7	65	release	marge	lassain	5	7
324	324	5	133	april	marris	mile	6	4
325	325	5	797	there	midcest	significants	7	12
326	326	6	269	number	speak	spectors	5	8
327	327	15	9	characteristics	sol	dray	3	4
328	328	5	974	which	enlers	accent	6	6
329	329	3	827	can	armers	terrain	6	7
330	330	2	1207	be	sander	consuments	6	10
331	331	4	112	seen	sone	construction	4	12
332	332	7	17	fossils	delives	alcollogical	7	12
333	333	3	726	but	convectors	mover	10	5
334	334	5	196	great	survanian	defeld	9	6
335	335	10	13	importance	sandre	arrian	6	6
336	336	5	49	gives	seating	porter	7	6
337	337	3	338	him	alumers	build	7	5
338	338	4	32	code	dealthy	marge	7	5
339	339	4	10	boss	ming	marris	4	6
340	340	5	121	third	alrong	midcest	6	7
341	341	7	6	balloon	passion	speak	7	5
342	342	7	39	project	amad	sol	4	3
343	343	6	9	santos	contensure	enlers	10	6
344	344	6	1	dumont	seculation	armers	10	6
345	345	2	325	no	abress	sander	6	6
346	346	4	38	mens	pecinor	sone	7	4
347	347	6	19	metres	alimator	delives	8	7
348	348	4	4	beer	shukt	convectors	5	10
349	349	8	1	gryphaea	per	survanian	3	9
350	350	6	13	devils	expert	sandre	6	6
351	351	7	1	toenail	neword	seating	6	7
352	352	5	42	genus	sufferment	alumers	10	7
353	353	7	17	extinct	mont	dealthy	4	7
354	354	7	3	oysters	defects	ming	7	4
355	355	4	1210	were	hermanda	alrong	8	6
356	356	4	75	once	decc	passion	4	7
357	357	6	123	common	hate	amad	4	4
358	358	1	173	w	meterman	contensure	8	10
359	359	1	96	k	felm	seculation	4	10
360	360	1	52	y	expending	abress	9	6
361	361	5	28	yeung	constreased	pecinor	11	7
362	362	2	321	if	setter	alimator	6	8
363	363	9	24	radiation	starting	shukt	8	5
364	364	7	7	totally	programmy	per	9	3
365	365	9	5	reflected	allever	expert	7	6
366	366	8	39	pressure	ground	neword	6	6
367	367	7	6	doubled	andromone	sufferment	9	10
368	368	8	26	cultural	broad	mont	5	4
369	369	8	21	heritage	tofe	defects	4	7
370	370	5	1	ohrid	band	hermanda	4	8
371	371	7	4	frances	nerty	decc	5	4
372	372	5	1	kroll	person	hate	6	4
373	373	6	262	before	indercial	meterman	9	8
374	374	3	181	end	seated	felm	6	4
375	375	6	207	season	sets	expending	4	9
376	376	5	49	smith	prom	constreased	4	11
377	377	4	153	took	aliginature	setter	11	6
378	378	4	4	rams	stores	starting	6	8
379	379	2	401	up	excert	programmy	6	9
380	380	7	68	premier	sould	allever	5	7
381	381	6	324	league	discressing	ground	11	6
382	382	4	651	time	seals	andromone	5	9
383	383	5	74	stars	comboint	broad	8	5
384	384	5	2	jodie	claff	tofe	5	4
385	385	6	8	foster	fear	band	4	4
386	386	7	22	anthony	subspcers	nerty	9	5
387	387	7	4	hopkins	heare	person	5	6
388	388	8	3	kirkland	toring	indercial	6	9
389	389	3	1008	has	expersion	seated	9	6
390	390	12	5	consolidated	sean	sets	4	4
391	391	5	701	other	formers	prom	7	4
392	392	5	41	towns	atornal	aliginature	7	11
393	393	7	5	annexed	maribo	stores	6	6
394	394	5	167	times	bellange	excert	8	6
395	395	7	1	poisson	sulvania	sould	8	5
396	396	8	1	disciple	monthy	discressing	6	11
397	397	7	2	laplace	moth	seals	4	5
398	398	5	84	shows	porture	comboint	7	8
399	399	5	37	kinds	anton	claff	5	5
400	400	5	51	range	shows	fear	5	4
401	401	4	37	ones	sheper	subspcers	6	9
402	402	6	148	famous	tons	ston	4	4
403	403	7	36	unknown	proversity	heare	10	5
404	404	6	18	actors	anthrow	toring	7	6
405	405	7	183	example	dicess	expersion	6	9
406	406	9	7	wikipedia	monting	sean	7	4
407	407	6	16	server	perio	formers	5	7
408	408	4	35	runs	consecumate	atornal	11	7
409	409	4	2	http	cress	maribo	5	6
410	410	4	26	send	frecture	bellange	8	8
411	411	3	34	web	mine	sulvania	4	8
412	412	5	27	sites	alexander	monthy	9	6
413	413	4	60	your	setting	moth	7	4
414	414	8	60	computer	arier	porture	5	7
415	415	4	70	uses	marille	anton	7	5
416	416	8	6	protocol	treats	shows	6	5
417	417	3	11	ask	compared	sheper	8	6
418	418	5	14	pages	net	tons	3	4
419	419	7	5	solomon	pase	proversity	4	10
420	420	5	9	nancy	mining	seat	6	4
421	421	4	60	hill	convertion	anthrow	10	7
422	422	5	126	women	contress	dicess	8	6
423	423	3	132	men	revise	monting	6	7
424	424	4	84	race	selename	perio	8	5
425	425	6	346	during	promote	consecumate	7	11
426	426	4	253	same	continumate	cress	11	5
427	427	8	12	sessions	portal	frecture	6	8
428	428	7	42	morning	discrimate	mine	10	4
429	429	7	28	results	but	alexander	3	9
430	430	7	81	charles	communical	setting	10	7
431	431	7	1	maguire	breader	arier	7	5
432	432	9	4	acclaimed	charten	marille	7	7
433	433	9	3	descartes	presidentally	treats	13	6
434	434	7	20	physics	maxia	compared	5	8
435	435	9	188	important	toria	net	5	3
436	436	5	282	later	sandin	pase	6	4
437	437	7	2	thinker	perported	mining	9	6
438	438	5	9	isaac	somal	convertion	5	10
439	439	6	16	newton	transformed	commont	11	7
440	440	5	648	about	stelegraphing	contress	13	8
441	441	2	372	so	polibie	revise	7	6
442	442	4	8	hook	nother	selename	6	8
443	443	7	46	further	bendawa	promote	7	7
444	444	7	495	because	marches	continumate	7	11
445	445	8	23	standing	pline	portal	5	6
446	446	9	6	shoulders	collaborate	discrimate	11	10
447	447	6	15	giants	mide	but	4	3
448	448	5	701	after	mark	communical	4	10
449	449	6	2	midday	brankan	breader	7	7
450	450	6	35	passed	shani	charten	5	7
451	451	7	1	elijahs	bellow	presidentally	6	13
452	452	4	42	turn	scrawer	maxia	7	5
453	453	6	4	nobody	ories	toria	5	5
454	454	4	22	paid	champless	sandin	9	6
455	455	9	24	attention	oce	perported	3	9
456	456	4	2	baal	polical	somal	7	5
457	457	8	6	prophets	ala	transformed	3	11
458	458	7	7	anymore	commonted	intercondition	9	14
459	459	8	15	prepared	saltry	stelegraphing	6	13
460	460	9	10	sacrifice	fresher	polibie	7	7
461	461	7	26	ordered	farris	nother	6	6
462	462	5	50	kings	sping	bendawa	5	7
463	463	4	7	fill	addenine	marches	8	7
464	464	4	180	four	pirth	pline	5	5
465	465	4	2	jars	delifed	collaborate	7	11
466	466	4	2	pour	performal	mide	9	4
467	467	8	6	offering	pulling	mark	7	4
468	468	4	34	wood	protection	connect	10	7
469	469	9	8	barcelona	probase	brankan	7	7
470	470	7	11	dragons	exisentation	shani	12	5
471	471	7	6	heating	repulation	bellow	10	6
472	472	10	6	phosphorus	breeked	scrawer	7	7
473	473	6	21	sodium	trinks	ories	6	5
474	474	9	16	hydroxide	sulters	champless	7	9
475	475	8	13	solution	brest	oce	5	3
476	476	2	2	zz	special	polical	7	7
477	477	3	150	top	wind	ala	4	3
478	478	7	140	created	archod	commonted	6	9
479	479	8	141	december	worked	saltry	6	6
480	480	4	577	most	ninverson	fresher	9	7
481	481	7	4	obvious	consecualty	farris	11	6
482	482	11	1	contraction	manager	sping	7	5
483	483	4	13	bond	subtrow	addenine	7	8
484	484	7	4	lengths	convinence	pirth	10	5
485	485	3	41	bbc	inventine	delifed	9	7
486	486	6	78	formed	seaters	performal	7	9
487	487	8	17	symphony	prissing	pulling	8	7
488	488	9	37	orchestra	surrive	protection	7	10
489	489	5	1	boult	passing	probase	7	7
490	490	4	1135	also	losian	exisentation	6	12
491	491	5	55	chief	starred	repulation	7	10
492	492	9	23	conductor	college	breeked	7	7
493	493	9	4	combining	northow	trinks	7	6
494	494	4	23	jobs	scriptors	sulters	9	7
495	495	4	73	paul	senser	brest	6	5
496	496	10	1	feyerabend	angeler	special	7	7
497	497	6	16	argued	continut	wind	8	4
498	498	11	9	description	masure	seculation	6	10
499	499	10	25	scientific	ecological	archod	10	6
500	500	6	36	method	apper	worked	5	6
501	501	5	226	could	anthropology	ninverson	12	9
502	502	8	8	possibly	electron	consecualty	8	11
503	503	9	2	encompass	carology	manager	8	7
504	504	10	2	approaches	shires	subtrow	6	7
505	505	7	22	methods	poter	convinence	5	10
506	506	4	594	used	compering	inventine	9	9
507	507	10	46	scientists	internatuon	seaters	11	7
508	508	9	1	boardwalk	contance	prissing	8	8
509	509	6	78	empire	action	protection	6	10
510	510	4	475	been	strategies	arrian	10	6
511	511	9	28	nominated	mills	surrive	5	7
512	512	4	14	emmy	disolving	passing	9	7
513	513	6	103	awards	sant	losian	4	6
514	514	3	243	won	sence	starred	5	7
515	515	4	347	them	sauthic	college	7	7
516	516	4	1	enga	organizor	northow	9	7
517	517	4	1	ooru	min	scriptors	3	9
518	518	10	1	pattukaran	pronection	senser	10	6
519	519	7	4	cynthia	transpold	angeler	9	7
520	520	6	11	cooper	promotic	continut	8	8
521	521	8	34	austrian	samility	masure	8	6
522	522	4	323	team	infederation	ecological	12	10
523	523	4	42	fifa	welters	apper	7	5
524	524	5	507	world	choul	anthropology	5	12
525	525	3	161	cup	marista	electron	7	8
526	526	8	6	familiar	plane	carology	5	8
527	527	10	7	phenomenon	mon	shires	3	6
528	528	6	4	static	organizate	poter	10	5
529	529	5	13	shock	recest	compering	6	9
530	530	6	91	caused	blass	internatuon	5	11
531	531	14	1	neutralization	range	contance	5	8
532	532	6	33	charge	sective	action	7	6
533	533	5	25	lewis	chared	strategies	6	10
534	534	6	4	pelvic	handard	mills	7	5
535	535	5	34	shape	raties	disolving	6	9
536	536	5	52	birth	servation	sant	9	4
537	537	7	59	channel	connector	home	9	4
538	538	6	31	allows	bidnas	sence	6	5
539	539	7	3	newborn	despended	sauthic	9	7
540	540	6	2	foetus	scots	organizor	5	9
541	541	4	45	pass	triands	min	7	3
542	542	7	220	through	approactors	pronection	11	10
543	543	7	187	country	complained	transpold	10	9
544	544	9	60	territory	pay	mont	3	4
545	545	7	1	calahoo	cora	promotic	4	8
546	546	7	5	alberta	refered	samility	7	8
547	547	6	9	paying	boods	infederation	5	12
548	548	11	1	unwillingly	expect	welters	6	7
549	549	5	229	under	fanners	choul	7	5
550	550	6	20	threat	short	marista	5	7
551	551	9	1	sanctions	sands	plane	5	5
552	552	4	1523	they	seculatures	mon	11	3
553	553	3	64	say	stoward	organizate	7	10
554	554	8	7	taxation	algimate	recest	8	6
555	555	7	3	robbery	messing	blass	7	5
556	556	8	11	connects	proquice	range	8	5
557	557	8	1	oklawaha	corration	show	9	4
558	558	4	94	lake	archel	sective	6	7
559	559	7	6	griffin	descendence	promote	11	7
560	560	5	252	while	simple	chared	6	6
561	561	9	2	melikhovo	birling	handard	7	7
562	562	7	183	started	protest	raties	7	6
563	563	5	39	write	ander	servation	5	9
564	564	7	2	seagull	sconsend	expending	8	9
565	565	7	117	special	conterstrates	connector	13	9
566	566	4	102	list	contributed	bidnas	11	6
567	567	14	17	administration	hopes	despended	5	9
568	568	6	19	agency	compose	scots	7	5
569	569	10	5	aggression	terrania	triands	8	7
570	570	11	24	agriculture	recovers	approactors	8	11
571	571	5	88	force	subterines	complained	10	10
572	572	5	183	album	like	construction	4	12
573	573	5	1	amend	street	pay	6	3
574	574	7	3	anarchy	maren	cora	5	4
575	575	4	58	arms	relectural	monton	10	6
576	576	9	13	artillery	morthon	refered	7	7
577	577	9	7	astronaut	posent	boods	6	5
578	578	9	10	astronomy	constroped	expect	10	6
579	579	6	2	asylum	compane	fanners	7	7
580	580	10	5	automobile	porting	short	7	5
581	581	6	8	ballot	appoading	concent	9	7
582	582	7	4	boycott	explence	sands	8	5
583	583	6	23	budget	lead	seculatures	4	11
584	584	7	18	cabinet	compens	stoward	7	7
585	585	8	34	campaign	stard	algimate	5	8
586	586	10	6	capitalism	composer	messing	8	7
587	587	7	5	careful	stem	proquice	4	8
588	588	4	57	case	exections	corration	9	9
589	589	9	2	ceasefire	dave	archel	4	6
590	590	8	21	chairman	arans	descendence	5	11
591	591	8	162	children	bean	simple	4	6
592	592	5	60	civil	shaphil	birling	7	7
593	593	6	76	rights	carrior	protest	7	7
594	594	8	12	civilian	bank	ander	4	5
595	595	6	3	clergy	sale	sconsend	4	8
596	596	9	6	coalition	truanget	broad	8	5
597	597	6	30	colony	mantrea	conterstrates	7	13
598	598	9	38	committee	expection	contributed	9	11
599	599	8	42	congress	schumbergal	hopes	11	5
600	600	12	36	conservative	consociative	compose	12	7
601	601	9	9	container	contructed	terrania	10	8
602	602	10	28	convention	screens	recovers	7	8
603	603	2	75	co	fines	subterines	5	10
604	604	7	8	operate	sade	like	4	4
605	605	6	2	curfew	dealty	street	6	6
606	606	7	6	customs	bathing	maren	7	5
607	607	4	40	port	formator	relectural	8	10
608	608	4	7	deaf	south	morthon	5	7
609	609	7	4	deficit	computal	posent	8	6
610	610	8	3	delegate	extroy	constroped	6	10
611	611	8	3	denounce	fost	compane	4	7
612	612	6	1	deploy	shoot	porting	5	7
613	613	8	2	dictator	penned	appoading	6	9
614	614	8	4	diplomat	comment	explence	7	8
615	615	6	1	disarm	bransper	election	8	8
616	616	9	1	dissident	carmine	lead	7	4
617	617	9	5	extremist	principle	compens	9	7
618	618	7	63	federal	carrell	stard	7	5
619	619	9	3	fireworks	tranges	composer	7	8
620	620	5	1	grind	marton	stem	6	4
621	621	9	3	guarantee	maint	exections	5	9
622	622	4	2	halt	panned	dave	6	4
623	623	12	24	headquarters	forman	arans	6	5
624	624	6	1	hijack	conditute	bean	9	4
625	625	9	7	inflation	sease	shaphil	5	7
626	626	4	13	jail	gang	carrior	4	7
627	627	4	6	lamb	simmit	bank	6	4
628	628	11	13	legislature	marchels	sale	8	4
629	629	7	27	liberal	prow	truanget	4	8
630	630	11	3	manufacture	delage	mantrea	6	7
631	631	5	33	mayor	tene	expection	4	9
